,8433.TWO,8435.TWO,8436.TWO,8437.TWO,8438.TW,8440.TWO,8442.TW,8443.TW,8444.TWO,8446.TWO,8450.TWO,8454.TW,8455.TWO,8462.TW,8463.TW,8464.TW,8466.TW,8467.TW,8472.TWO,8473.TW,8476.TW,8477.TWO,8478.TW,8481.TW,8482.TW,8487.TW,8488.TW,8489.TWO,8499.TW,8905.TWO,8906.TWO,8908.TWO,8916.TWO,8917.TWO,8921.TWO,8923.TWO,8924.TWO,8926.TW,8927.TWO,8928.TWO,8929.TWO,8930.TWO,8931.TWO,8932.TWO,8933.TWO,8935.TWO,8936.TWO,8937.TWO,8938.TWO,8940.TW,8941.TWO,8942.TWO,8996.TW,9103.TW,9105.TW,9110.TW,9136.TW,9802.TW,9902.TW,9904.TW,9905.TW,9906.TW,9907.TW,9908.TW,9910.TW,9911.TW,9912.TW,9914.TW,9917.TW,9918.TW,9919.TW,9921.TW,9924.TW,9925.TW,9926.TW,9927.TW,9928.TW,9929.TW,9930.TW,9931.TW,9933.TW,9934.TW,9935.TW,9937.TW,9938.TW,9939.TW,9940.TW,9941.TW,9942.TW,9943.TW,9944.TW,9945.TW,9946.TW,9949.TWO,9950.TWO,9951.TWO,9955.TW,9958.TW,9960.TWO,9962.TWO
2019-11-30,-0.058844148373001656,-0.00472085052014433,-0.013214489627128342,0.0660106389755357,0.002425081123250322,-0.04088171076651258,0.00032824039897494297,0.01280410242013452,-0.02776128018766303,0.0053099665404316414,7.627521536062234e-05,0.03026766356154466,0.11973672795362165,-0.027005768429138523,-0.04018119366282169,0.008363934748348956,-0.058228963593569535,-0.004835342059645052,0.023481825228806024,-0.028528911631220275,-4.82455816589566e-06,-0.019233420258858117,-0.0188706255188663,0.02497392348470963,0.023900000939323172,-4.82455816589566e-06,-0.036303004043242174,-0.02321427146320052,0.04840562153300633,0.01253050357406134,0.03930244897784889,0.012947611475084636,-0.002784777619220578,0.001385460303065477,0.011369315942154741,0.005757316222777309,-0.01796499373860399,0.012707199137898022,0.01976614692868592,0.053976098528264814,-0.0002699368917001583,0.028216522820074804,0.005787526834642566,0.04310478866721204,-0.15551914896873414,0.0409855867810235,-0.007431228059357285,-0.01391203316496584,0.08649885997016535,0.03767871540050398,-0.047510973415950765,0.007055323174221592,0.05429797869887512,-0.12147885949228104,0.04539088571360615,-0.05405147449859431,-0.008926968694942321,0.09858985258914815,-0.012957121674178751,0.029461948464891988,-0.0025197809371024947,-0.016337582488731933,0.003311095384329971,-0.00132628216601712,0.03444762272054317,-0.04209421830304408,0.005084674704377234,0.06456350680316476,-0.002362431449492328,0.016525450911084438,0.006907357549150324,-0.022275597369220874,-0.017643944925219573,0.005117750979565985,0.006111948968217864,0.005443660082112018,0.0023471003418943865,0.054815893207594786,0.010643484608831603,0.0003586591321899056,0.02186284369141439,-0.009781471172303985,-0.004346897886956823,0.008178154907775806,0.002732537503643155,0.06584399181877995,-0.03729694852350099,-0.07018271513845162,-0.0013133664767199845,0.0012905232159693796,-0.018724466770702563,0.00642987607306693,0.04722609966297512,0.029152719963618203,-0.0867998048726591,-0.07704564328274707,0.04948059377090265,0.11868921148447495,0.016798127964529497,0.01355049774103999
2019-12-31,-0.005415222622793128,0.005105870970128976,-0.022018512604561228,0.044449350758342304,0.017919133873607166,-0.03437375618101915,-0.020135360782296587,-0.04321494504618552,-0.03472645019732484,-0.054392074672083984,0.00620108359662567,0.02786731764123207,-0.04544616516315284,0.02837359214845238,0.027889141161756455,0.004497385785681667,-0.06801678104632414,0.0632788152460751,0.02920082185571098,0.005012870266301072,-4.82455816589566e-06,0.008585948702717257,0.028021019722929648,0.024688947703948347,0.03267628236863361,-4.82455816589566e-06,-0.0015234182424602866,-0.02264914424492038,-0.13482105093757493,0.01345963102616777,0.07538972583697916,0.02086743448564895,0.06646982846298721,0.006591692027153942,0.0091447549898068,0.001242681180494378,0.016534247514721753,0.05205022033584558,0.03553257626672995,0.02346004703852224,-0.03175335682302314,0.018616641789523138,-0.017713723769015494,0.0927819957347272,-0.15254395865365705,0.013262117621149025,-0.0025041220477462003,0.02027751310135197,0.11276884799687277,-0.009181958022963196,-0.0023923669511279897,-0.003477936283184666,-0.019615701491306023,0.0026502986127107135,0.032678808284975894,-0.054315258560915805,0.01604170507304763,0.1314644670627222,0.039251843400979654,0.004366252333806877,0.00046119903491935324,-0.05572700112023593,-0.012394363376642474,-0.009516730443064524,0.019758680680369296,0.07654672817426196,0.011795878885043718,0.043438390619000435,0.0017775847149793494,0.012804838227672982,-0.01306797902718563,0.057297979371015065,-0.019299842976906675,0.0069836600660086465,0.0064866759601907645,-0.011847617211832813,0.00019205358753288278,-0.04878772464127708,0.010237719209550066,0.016134497413430468,-0.02714953856144606,0.01588882375721292,0.05246341499803388,-0.03335972413591844,-0.07019792920194703,0.020883710796806135,0.008147402169952725,-0.025138031813158157,-0.006792089644314461,-0.005720641599931676,-0.0012907415480926652,0.0005818536019360108,0.021145674237117315,0.013091387082777888,-0.0015983459253378213,-0.050341926926215114,-0.1727471312778748,0.03866763627231696,-0.044458452886905545,-0.00014094259698942168
2020-01-31,-0.02933974446124886,0.03754381816080682,0.020426544471679475,-0.0002513013019142525,-0.00793714790287033,-0.005675494557885326,-0.0031122424523262974,0.03730137732486722,-0.02264609690182655,0.03956801453135585,-0.038316195317901466,0.04468863268277668,-0.020165054801584256,0.08216208963821034,-0.0077603465177658384,0.00895621364112837,-0.12474105593412278,0.0910603269579073,0.07539892536729698,0.026471383546157815,-4.82455816589566e-06,-0.02990778426709366,0.030309986553796554,0.022534013227949054,-0.0008826166824014887,-4.82455816589566e-06,0.062110147193425155,-0.0063036099066875115,0.007084077699412626,0.017992857640794266,0.037681721394340104,0.010181836780106908,-0.019406650816199706,0.041458075595521435,0.006567001187134691,-0.01294166819676232,-0.03882626947149259,0.027010327054047222,0.005536225496944132,-0.13050358224424802,-0.01623218515725402,0.018011166069120295,0.01428893402096268,0.07012907665886534,-0.3014882291281692,0.003868163738861501,0.018288488980863556,0.029483634323214956,0.07534804691928733,0.02041412638856601,0.017544381126153513,-0.017957712249287945,0.10045422045785515,0.7078079702142319,0.06884373535586369,-0.09349282951170611,-0.02594803573194544,0.047782797632639304,0.010867135797509073,-0.0017256816983015483,0.003745181905677219,0.006805776124847156,0.006030428026440363,0.010387973717811702,0.06496255819060773,-0.028472663145655296,0.04806450860541953,0.04013938789372114,0.0051383019346943086,0.015729279766925456,0.15127437744612132,0.028296614090623767,0.015435595420056136,0.005287456641468745,-1.1330877239436841e-05,-0.007109109986863823,0.03266228873099863,0.02369788832734148,0.004965540238704725,0.004541841553171018,-0.004796516863943822,-0.019892480389351614,-0.006291725679917962,0.012568602393174593,-0.09365189643512592,-0.03030435681509077,0.013930850377248795,0.035740581567048964,-0.0044048686948589795,0.02245123233983674,0.07851360860232559,0.018743887962536936,0.07016930017711409,0.011809634297793952,0.017386157429420068,-0.0043241933376856785,-0.24464311857477267,0.04144312993771551,0.1109714744050159,0.0036998270028897728
2020-02-29,0.05252945937988092,-0.004289971387791236,0.0644418262357948,-0.04781907894083095,0.021707511558560332,-0.03240497375311973,0.006750933881099982,-0.012384989362238022,-0.04911734637370713,-0.027254505395175672,0.03940902258732848,0.044162688916064036,0.09352879202482517,0.12708631709508827,0.18554801631501913,0.012621848035797877,-0.10866033051898716,0.11684238533607799,-0.014690658115579689,-0.015826261426137505,-4.82455816589566e-06,0.029198272558344673,0.0022924046768919223,0.02907745264428832,0.03537066451150422,-4.82455816589566e-06,-0.06797874347313229,0.049948869153730965,0.06377250361214246,-0.0019641310267516678,0.03256858011839157,0.02811863613266112,0.03846059044985544,0.015253295036095342,0.01754707598525624,-0.000510931486319653,-0.011325220064529337,0.004153205392927786,0.01855150246185557,0.12258751269233811,0.0034939129448907282,0.012607730129723277,0.03652052759276493,0.06329774057908191,-0.051280577728320856,0.052570341139849784,-0.00935495747988241,-0.0007698431008568447,-0.003039238182153423,0.010093529336753426,-0.015785575624136232,0.041834997308034694,-0.036910318685434707,0.6412956015298872,0.029080179079640455,-0.02693517291010073,-0.04877517962259254,0.05010280531096273,0.01783124061922865,-0.0060513535590200306,0.0019161280981893575,0.08358524145808137,0.019728560378812997,0.011450580481723484,0.029888876033852332,0.049854734542992586,-0.02419091033654788,0.03694596946595397,0.009077023077891874,0.0241712831304694,0.17991240234782196,-0.026955053787992928,0.037492190662572825,0.006447131420535821,0.0028668337202778756,-0.009232333941728765,0.007270843716623776,0.020914861457023863,0.01086452894346396,0.007756382071060895,-0.004943833354175918,-0.027941186573837408,-0.06544867591896474,0.05154405047705486,0.09644369790769758,0.00993081746577474,-0.00573142816811928,0.002328446106839175,-0.027062506778677463,0.06712487577865964,0.05246772617980626,0.0023950760468023705,-0.0640178893123823,0.021205325326981092,-0.0005446532865515438,0.03260479132102327,0.08953656188162903,0.010214211886000963,0.014196787785647605,0.0045397623936283
2020-03-31,0.1603911945136196,-0.01928486806741174,-0.07697929896195357,-0.03770285654309856,0.018132136168696522,0.0452327859196118,-0.11573262229243406,0.029652519468999005,0.15624651872661793,0.04719338249718873,0.09080957119976299,0.09439801324855705,-0.0018766178624434176,-0.02340302698565121,0.04970048275819332,0.09642699134648741,0.07491642797928136,-0.037935010864566444,-0.006646841122181463,-0.005035383461146271,-4.82455816589566e-06,0.06331301433492038,-0.1115122655558162,-0.024677878219878567,-0.19206422596776906,-4.82455816589566e-06,-0.2886880694021398,-0.08354116758892068,-0.0014992237738678457,0.04623868722353777,0.11059112714573419,0.044662062471424305,0.012401523901908181,0.016766680096950065,0.026943843584091215,0.01674595933829716,-0.051193978877448976,-0.08882675404945073,0.01786515955747966,0.0036032182393565416,0.0017372491304610133,-0.007275802200696348,0.060699710296723705,0.021193952568102456,0.14469596469354792,0.027529511021166374,0.1498490028519358,-0.07047996856084954,-0.02910332901005933,0.03622775951781407,-0.009250859673299429,-0.07061752013732647,-0.1688260360211131,-0.03583249779516006,-0.20829882377942774,0.0232871316018143,-0.07410965903459611,0.025597752960997137,-0.021018361264351738,-0.05983864307093982,-0.09497526510941759,0.08161182438636767,-0.04518979820132894,-0.024257783758322615,-0.0671634103787646,0.03591580159525587,0.11896859356433176,-0.026120802634039975,0.008622526238854854,0.021462275964999073,-0.016054823723862577,-0.14646265848721285,-0.02204147806280157,0.007292865486912504,0.035017992415433484,-0.002277626392457985,0.06535254196125266,-0.006727989799853212,0.06633308685354965,0.01076423225975721,0.03411192473674502,-0.08095547571427457,0.19358027337208977,0.01754968274815709,-0.011390322828243947,-0.07007090514782881,-0.034791775761074645,-0.0728718009772876,-0.06054015570566587,-0.04953317853567098,0.1590614537971168,0.005189983288992882,-0.18136280154161077,-0.09897569191423629,0.05609345695023199,-0.09923593400309669,0.16896661400631244,-0.00978148887438507,0.03137912213076572,-0.011895025295913164
2020-04-30,-0.008472714664465555,-0.041095159908963105,-0.0019167681281318399,-0.15991756514761857,0.015582771216976545,-0.06726711791834089,0.028810161819073622,0.04473019317411593,-0.18486856364848891,0.05731864387726503,0.008806806619467766,0.1449363405299759,-0.04198467618275045,-0.11956200866005251,-0.0033368267071363263,-0.08053634149530259,0.11685150338034601,-0.09349985216123836,-0.0885860674793957,0.007213188565471694,-4.82455816589566e-06,-0.15385990382727088,-0.15467864486610894,0.009738427998111608,0.04211691528981242,-4.82455816589566e-06,0.05861177826291713,-0.04275238121358218,0.06632085536153035,-0.035515783014600545,-0.036959638798432295,0.02940668239038396,0.021098221578877262,0.014050593947497525,0.0212346365273369,-0.00867276375647789,0.06861063138870652,-0.03296350396587951,-0.0021336262092196195,-0.1978454720771603,-0.2307530757141257,0.03115900284920303,-0.07312156849836327,0.07143542354209842,-0.10655655022301887,0.03514662488196851,-0.1742819338382019,-0.050677219427748915,-0.02427306737872951,-0.04346458174082772,0.03960093566376738,0.013527143949068659,0.11630348729634478,0.0626183456630098,-0.024172214423942493,-0.028217357300199464,-0.14463314106443265,0.035495906513403,0.03333091694708397,-0.15660159028875956,0.0371545125380854,-0.07553350999494207,-0.05243939223438973,0.010936666318856366,0.0031046127697917474,0.04187286344234187,-0.07960244114723872,-0.008982017149164844,-0.04467146992462254,-0.009324514372421704,0.272284985336197,0.042365850514892875,-0.03649391531690907,0.007942245513326018,-0.026284578590755232,-0.029329458067962024,-0.023897246658254812,-0.026412049283390436,-0.059002891343726556,0.011978162600168778,-0.0688432582457804,-0.052271105017749855,0.11041964070519542,0.005989203509543944,-0.09141171009965206,0.03002945765220391,-0.005667009555182417,-0.033811178437314446,-0.03148052540100853,-0.03269753333567307,0.10030908539680632,-0.08156670677175541,0.1603895878484177,-0.09946118380952619,-0.015465608729696224,0.0336523570568185,0.02779666239376974,0.010622176131614838,-0.004340780098335672,-0.034015943499681
2020-05-31,0.09545567354788108,0.009194984984862832,-0.2049279362266589,0.06005467250540969,0.01853104625198665,-0.04250942774883994,-0.009736602329746257,-0.03785379671567882,-0.11342169380209068,0.04984564313189442,0.07818657740611468,0.14367930995894362,-0.04266267237872386,0.08162053502386886,0.1512895671417386,0.16837913771563717,0.12528484714875812,0.09886603725366652,0.09520331173443398,0.07042869776275441,-4.82455816589566e-06,0.1054336967066019,-0.00834916249942854,0.0716558197907404,0.009711364420256278,-4.82455816589566e-06,-0.028699883707677253,-0.021272749364673375,0.08241674666541368,0.036403329001635204,0.18517015628132802,0.0465135176352655,-0.017770053726314964,-0.050580909428466284,-0.00708442495581603,0.04031391765158241,0.018685288742318562,-0.08661450363010392,0.015824694401956704,0.08386480721925371,-0.25550482600423946,-0.03162741566420439,-0.008150206066660292,-0.001079905235209181,-0.12203659566421651,-0.0620659015546219,0.00612491257771052,-0.05582458564668941,-0.0005988951618877787,-0.15037241905643942,0.04459950259495779,0.08295723046157949,-0.05394937007040737,0.5397110596920175,0.02567545645984245,0.044698541320897005,0.022143079458555336,0.13745518801941253,0.0530916966087967,0.08839615444927776,0.0670833614195277,0.06222358310863464,-0.0018872447970765694,-0.001821975349851351,0.0038689114278670274,-0.0018984471976253164,-0.02893840765065745,-0.027026069774214852,0.02166195445390374,0.010824945212444769,-0.03853520149753101,0.28371660012976685,0.03126247261341558,0.019348995324120544,0.0008073788025294666,0.05126411110638347,-0.09637341929883986,0.005339120083549444,0.009150624965283958,0.0011367030022045258,-0.021540064604675425,0.002431881514688419,0.14504756813765365,-0.00980318341476267,0.0164784270907478,0.11054762175050324,0.10433662594928869,0.07337351368211263,-0.0006095784679580737,0.08171556746610334,-0.32205501263329583,-0.014073134029813852,-0.12116010886474779,0.17321046317422076,0.009759953716072986,0.1161320859366616,0.12166194442949993,-0.000449375904841124,-0.0435894784159572,-0.011475316793532338
2020-06-30,0.11021417868795311,0.045963855475971135,-0.06186913453470204,0.005542212758264501,-0.002525715935426569,-0.022774996022775194,-0.011639898348929667,0.04627679916094496,-0.32792923292340653,0.06499811538172039,-0.18220609300181592,0.15693802892387848,-0.030173684113562388,0.153453798939979,-0.047300709047180325,-0.12778398413821188,-0.006308664637730155,0.1102461382137514,-0.10406500408599927,-0.09767286235166883,-4.82455816589566e-06,0.016111665162503622,-0.02417419229462428,0.0027519123443359127,-0.009799395738751129,-4.82455816589566e-06,0.000578957482636441,0.2177830526504823,-0.01627911331800739,-0.08669189550870741,0.03735309728576602,0.028868438406523464,-0.010082026271641203,0.009332779140980586,-0.009569907584617697,-0.0034216266018360555,-0.051024955130989764,-0.032470829032668944,0.02192091568820574,0.08054649152442106,-0.10960141778704194,0.04113069400767464,0.030593703528500573,0.038381403462189,-0.257327427159787,-0.014825209737312349,-0.014581540310526397,-0.0013472209678109684,0.002398598251457612,-0.0030634982970247355,0.03693034448994445,0.033795285203867494,-0.026717409270473662,-0.3713953559642142,-0.007345161015286191,-0.3142731755789221,0.027576926964805057,0.14297050344238948,-0.0777300763663026,0.09124935591307726,-0.03825926329260785,-0.1161418398544518,-0.030011481005607195,0.0005214318741967143,0.026202007638399145,0.030763684114289574,-0.02975566709652005,-0.11025329874629142,-0.008029116689522896,-0.011042285118796822,0.345940612653382,0.06280071538697928,0.0414725717502506,-0.018305712098095797,0.0037733253172883524,-0.0503184039723712,0.10496229628164322,0.047465929921988656,-0.01872416638465081,0.030818505330295384,-0.1258196692833842,-0.023962717965459297,0.284145563337667,0.017690858282133407,0.027575884081938316,-0.02939202942246315,-0.09300533776961899,-0.05377113000885896,-0.02709906432429344,-0.06718167437130095,0.018115591954641675,-0.03933277911558743,0.3213860572660354,-0.029236928203637408,0.024040584811401693,-0.05469530522704342,0.09966532529997914,0.052017295882586745,0.00870212932975652,-0.0882099378189886
2020-07-31,0.010361937266661686,0.02732756190502827,-0.2519298820902461,0.0003773559958335365,0.06316071610765867,-0.19230048188631327,-0.007523686254632137,-0.02682380413708349,-0.3326298404678132,-0.04848973819557606,-0.07448074556821692,0.11006375765209181,0.03192513788839432,-0.022787853321492656,0.1495858144803349,-0.1887348153347323,0.07745288284117277,0.19498881236846557,0.00040832031077287986,-0.016113266528986727,-4.82455816589566e-06,0.06377874936099776,-0.014586035408147152,0.026429924326461095,0.012861353020083195,-4.82455816589566e-06,-0.04312834247211944,-0.15205629870169726,0.012962992820677935,-0.01497061466958105,-0.04041089408951761,-0.024138227139827214,0.004102358433700153,0.01631850441668773,-0.015026582944332637,0.003458405205431441,0.053762705996094035,0.01848661122780281,-0.041024325343676095,0.07719764460191486,0.12073145346395701,-0.007743028920617659,0.05708100373038541,-0.0016044473138133765,-0.34346111893735565,0.0044004077218605065,0.02384392038059963,-0.003983775775202945,0.0030854722775480077,0.06376123189198483,0.0045235157598333305,-0.023902628854405243,0.09244566753541834,0.8620344319772516,0.0165180114493363,0.06734467230190316,0.0602520265765505,0.08808639469268402,0.0095982045482996,-0.0004357244508451487,-0.01217347442638093,-0.02868649768725498,-0.01749318559617398,0.05592565816978691,-0.0013632663337673889,0.04254356261467851,-0.01657678342205698,-0.1226550441078167,-0.011992600110053387,-0.0008509583083097239,0.22847702149578478,0.0814346805845441,0.06493129247438864,-0.0025708053383184295,0.00037120440416700713,0.010700543032907038,-0.0024079359938164874,-0.030861412359623745,-0.01308948907115013,-0.04597084971166537,-0.015685351218343423,0.003394038730765596,0.26735379800583126,-0.037672469388627804,0.00690790196575039,0.014291642271789098,0.008011176687570256,0.021644081817038245,-0.008933380873820642,0.002616894059079269,0.12044946016727041,-0.005542978634765678,-0.19754641151153665,0.034317414371372756,0.0037440604789549213,0.10392393516237804,0.043617412669304106,-0.03037181448756397,0.023749620819462185,0.02411920123766879
2020-08-31,-0.04753961163115563,-0.0035610620349844184,0.049601320160499056,0.004903658106292001,0.018891020350155358,-0.012441686820420024,-0.030217618754890797,-0.042794905627721605,-0.122158208645513,0.039532489062418644,-0.09119943179787532,0.016841118177592235,-0.005959713448917229,0.19862757662350444,0.008874590755544143,-0.015353001260221367,0.08820865974026028,0.06792784120663509,-0.022928363723754206,-0.04476073008108648,-4.82455816589566e-06,0.018727315394105732,-0.12054787432746489,-0.0035872526501147927,7.081156308869248e-05,-4.82455816589566e-06,-0.03404845480615784,-0.05668269290778209,0.09729511191092638,0.004976450495601505,-0.051209334893350555,0.043592396538792905,0.0008332742099308647,0.03032784965081988,-0.02666900911686177,0.009209974438669534,0.08131219215896318,0.01422007812829306,0.015003722497127538,0.15493624421524343,0.014640064418047778,0.0475494427398151,0.03541555242767508,-0.2799381699850483,-0.074592056666543,0.04491357973715834,-0.015109173402543885,0.03619980161715688,-0.017379970990614883,0.04220303531923339,-0.020430933377738034,-0.011255585542092314,0.03037287013616233,0.5599463038130353,-0.23502333448205412,-0.041805405218128804,-0.03904184687574891,0.007539156133123656,-0.02887938386167954,0.026187378157215148,-0.0011988140504975843,0.10574474022256278,-0.04389604234202515,0.0016622763420502326,0.0855170165791304,0.04602097670057968,-0.019421483516251364,-0.029507274674483365,0.011354203366362853,0.012965959546677118,0.14910706074401195,0.03397640389519218,-0.03207224149706073,-0.0003134841818861556,0.007927606384050524,-0.012279502131703035,0.08779965267328878,0.034400329164214635,-0.031611003381955556,-0.010840047667487298,-0.08490592299826087,-0.04206988394145805,-0.11944553541945219,-0.043712930552039,-0.08104301999123753,-0.00048789509253886233,0.018577198753285774,-0.012094012885017895,-0.005399077035979632,0.001953391369001316,0.02798057560544813,-0.05770884256622286,0.2108024038336882,0.025362008733210782,0.20030713681833037,0.050718763596961626,-0.01091834359213496,0.04209598977217954,-0.021983192014708507,-0.05223909899133509
