,0050.TW,0051.TW,0052.TW,0053.TW,0055.TW,0056.TW,0057.TW,0061.TW,1101.TW,1102.TW,1103.TW,1104.TW,1108.TW,1109.TW,1110.TW,1201.TW,1203.TW,1210.TW,1213.TW,1215.TW,1216.TW,1217.TW,1218.TW,1219.TW,1220.TW,1225.TW,1227.TW,1229.TW,1231.TW,1232.TW,1233.TW,1234.TW,1235.TW,1236.TW,1240.TWO,1256.TW,1259.TWO,1264.TWO,1268.TWO,1301.TW,1303.TW,1304.TW,1305.TW,1307.TW,1308.TW,1309.TW,1310.TW,1312.TW,1313.TW,1314.TW,1315.TW,1316.TW,1319.TW,1321.TW,1323.TW,1324.TW,1325.TW,1326.TW,1336.TWO,1337.TW,1338.TW,1339.TW,1340.TW,1341.TW,1342.TW,1402.TW,1409.TW,1410.TW,1413.TW,1414.TW,1416.TW,1417.TW,1418.TW,1419.TW,1423.TW,1432.TW,1434.TW,1435.TW,1436.TW,1437.TW,1438.TW,1439.TW,1440.TW,1441.TW,1442.TW,1443.TW,1444.TW,1445.TW,1446.TW,1447.TW,1449.TW,1451.TW,1452.TW,1453.TW,1454.TW,1455.TW,1456.TW,1457.TW,1459.TW,1460.TW
2018-07-01,-0.006417966034153794,0.0229977573050649,0.007026100620663353,0.0019382920856271827,0.011694545046953348,-0.004633219749731273,0.0064774664579927916,0.0022727421725199206,0.01346165177828628,0.004530226170674868,-0.07374481645341857,0.005099753117581586,-0.006956228111421278,0.0037340392814923665,-0.00795635594616044,-0.0004616480793913592,0.009035436080160152,0.0055952419476870945,0.0014221090936858884,0.010078406906755795,0.009269760651745194,-0.006072371372395087,0.018366577947706762,0.005826623961090844,0.004168145026362515,0.0023777722606718177,-0.01035116077735548,0.0035633270192079,0.006817042172161384,0.00046648542777884315,0.01244291392816241,0.0036903589496272843,-0.008053277032628786,-0.00040875359999615615,0.028111219287162308,0.030569951687758203,-0.004280021801877723,-0.0019506378624751892,0.0012935479315351658,-0.018096938328579535,0.00904703282657746,-0.0011462730874960336,0.04288726125874499,-0.001578558691964839,0.0002777521613811693,0.015082130674612743,-0.016102838500892145,0.0035408278132151934,0.008541160213281322,-0.05410446040905345,-0.001974874584022124,-0.004046798433118604,-0.013208626728138998,-0.0014683449932342309,0.004501856042002613,-0.0011171009177351394,-0.0023779896900447735,-0.0047562387870705445,0.008949941596022547,0.00645798773565916,-0.012383110569349032,-0.011520251834695733,-0.03308555120303911,0.0,0.0,0.0027734272925396325,-0.008591874849135428,-0.0007175381765003007,-0.061319830806324666,0.005550880460013644,-0.002038032461251454,0.049359000925114395,-0.004359657015230823,0.022596222915496508,-0.0012056529163687341,-0.018217259300164126,0.0045197447544025405,0.005775577744376201,0.001594745512314886,0.0066919822381890145,0.02470091883177899,0.008564187340384534,-0.012207124983464325,0.05630935311505624,-0.0011795504208684518,0.01848656242957373,0.006941748615904336,0.00618402484618943,0.016505241886034482,0.0016342930748438518,0.06097451405295526,-0.004670605832541662,-0.0067713875041350655,0.0021818109309064706,-0.0027115524520236385,-0.021201144866264367,-0.0104612526533414,-0.001983568760177649,0.02040628773407399,-0.001868223860876936
2018-07-08,-0.02703147213719145,-0.016384417330235802,-0.00439132042083323,-0.03826812436467762,-0.012575429131960938,0.012152796556931049,-0.011075651765818704,0.007227012304868091,0.018458072152838106,0.03386679263159663,-0.054969835566683174,-0.0049181243709947,0.0038758168295870785,0.015110300525443432,0.004886719422189718,0.011094288630540414,-0.009343692340251862,0.023364790320076354,0.014741259024189976,0.006798007366721515,0.010135622344173534,0.02400815202771997,-0.003358805739771629,0.003866390772219235,0.0017884807516370792,0.02839884962470786,-0.025301515128712947,0.0022481112630301464,-0.012210569032339002,0.0037478048243366896,0.0002940386292905272,0.004150491903107231,0.011119508570326743,0.00030518136850071526,0.015824701317289157,0.048439370823495545,-0.007766205885907611,-0.00359577537407443,-0.008923731238024459,0.003107114145599126,-0.008645210933733263,-0.03313659061103543,0.013824165025912556,-0.005577846466284378,-0.004891163748957161,-0.023758865305742734,-0.019278631542699383,0.002308639871259908,-0.003571320080723973,-0.04157098735631984,0.005347551922110101,0.03689389610230946,0.011127312998664632,-0.0018500328793360275,0.006147039030975536,-0.003436418186615773,0.007555513499895482,0.0009682494567912706,-0.05594813158952431,0.0017198775413688697,0.0015711852295130597,0.0032128892798002386,0.01763947849888273,0.0,0.0,0.003794355455455492,0.009117975233964102,0.004177016536947048,0.13664344824601085,0.02067881777259041,0.038415437175828536,-0.031507268724832074,0.008316679398659155,0.002613799292028939,-0.0022810351718338916,-0.03041343550520706,0.0040353869716519275,-0.0009621393796880936,0.013513539160443181,-0.0011884953982872343,0.05173293453565903,-0.010537888216466031,0.036425733747602766,0.025046877324266463,-0.0026405913294827487,0.009823590789687274,0.016259388637694976,-0.007303723053715289,-0.01414393317425688,-0.004501268226410345,-0.002055530114188336,-0.0017456149289147268,-0.00296279220628161,0.006088909090095948,-0.0043639169984246665,0.0041619610271032385,-0.012868033019219759,0.025837477906758867,-0.009498726150429855,0.0032667554662118136
2018-07-15,-0.007564678257902279,0.02737969346233065,-0.009393757708591414,-0.005738579760575362,-0.00457404237093634,0.013278788004479614,0.010803394835425684,0.0034268118771128963,0.014432986878741819,0.0027501311314409773,0.006962637190878635,-0.0031072954508628977,0.00601519800534248,0.0116260139943465,0.0009492732038715087,0.03012451104650897,-0.004828800112459853,0.0020379219457372644,0.0013647882966305886,-0.005497539786310972,0.001961273364891232,0.005867048872368952,-0.03383216723220805,-0.009838488495732564,-0.0004222993162712775,0.022971797041908167,-0.00017673605946955193,0.001948224804658186,0.013260416122426582,0.002594983943519589,0.010657036877415586,-0.0030090734606468064,0.00014595141985378852,0.000313832954439463,0.0018694956075698318,0.05786578055960315,-0.006564131196457762,-0.0030547527633469993,-0.11182082074746898,-0.0014156472809090156,0.00978279548492346,0.004912969266893367,-0.005107853647879023,0.03516952540669966,-0.003983627312375942,-0.08030022429788841,0.04650787056669459,-0.011121437585650906,0.011716645258800569,-0.008122595727366113,-0.0077960154856574005,0.01885490677361913,-0.009437677463226447,0.004935020796078616,-0.019361327557088016,0.004640745864728559,-0.012265018018580447,0.008162047065379756,-0.028697612165374267,0.05271443839750882,-0.014981772792056884,-0.011659406559526292,-0.014536851761555617,0.0,0.0,-0.017007972159102717,0.024010220250645323,-0.0019449520395614366,-0.0646526210293287,0.02044141319918993,-0.001641603625146753,-0.006381074679859057,-0.03648865810450153,0.012966870984464987,-0.004091574990290364,-0.05513887587377864,0.00752886769491862,0.0028633552033126798,0.012214328517111746,-0.034098701367909934,0.06471845901425502,-0.05145057994429514,-0.0015448578281097001,0.028227941185685883,0.0037337136648314968,-0.0255072895285791,-0.002840675007971332,-0.005126579300805029,-0.02375183612475145,0.007399558934958487,0.0018987649954522975,-0.0033911581616777493,-0.0038696097981495634,0.011721092442367681,0.0009914212473785058,0.00841750738088127,-0.00660081400227697,0.013629576402219668,0.03758274318734963,-0.011251327209996938
2018-07-22,-0.002524547252506907,-0.00172943173107214,-0.013415317217302682,-0.01378339279415437,0.00016222025293034,0.009071701967746643,-0.014612255995014443,-0.020286578323229637,-0.005270009651880036,0.018696834690533057,0.024744086919056954,-0.0046589612136713225,0.001903691104518363,0.00206209868264182,-0.0044788541019578024,-0.0053591023665282836,-0.0025284607587546222,0.02173041311330178,-0.0005030608175637802,-0.013766383223041728,-0.00411006007316849,0.01165606654728152,0.026914569887828716,1.5957507435701568e-05,-0.0013990209599965883,0.00885488060053306,-0.040166797780301376,-0.005696150901420682,0.02535230156666638,0.006480554767375515,0.006444001279886834,0.0006820316283973485,0.0012670414909931363,-0.0031823635524331232,0.013843639142034828,0.03035428991377017,-0.00886118491993289,0.008242191143339411,-0.09859123305859203,-0.011098533569585298,-0.008716380386717187,-0.008584757770727623,-0.012935372490181164,-0.001498436104273586,-0.01071567080004773,-0.06459473557687223,0.01293391414251617,0.050671493082820616,-0.018688752301910805,-0.019980594311561323,-0.0038010201329676347,0.10042399358892048,0.006601291647904695,-0.011369766979266263,0.008025956339054664,0.004676152362440867,-0.003436176985694362,0.004501555285647353,0.004088161993654491,0.01811258188702166,0.001650906245834137,0.0026665691226405146,0.027501996985562806,0.0,0.0,0.012498709936956634,0.04179896633341516,0.0021879704728064255,0.0501863663131152,0.026918815101960175,0.028212207166909184,0.018639667467705515,-0.03348101073766778,-0.004672327819541172,2.12925132769895e-05,-0.009503064419789833,-0.005419940555888765,0.0019547059658530995,0.01673629261601181,-0.0023789428323557097,0.05521611962725208,0.008175105747228802,0.007681586835403598,0.0402244956651763,0.007158558741253169,0.036209590240286076,-0.011795473577346845,0.00331726682648095,-0.08443032893945955,-0.013097103889794091,-0.013318204246191267,0.00042921085246195483,-0.0027467156738202386,0.005591975516864826,-0.003656191455292364,-0.013317066841801246,-0.014678695656584174,0.031301620598406195,-0.005167103220857894,0.0020513917586528234
2018-07-29,-0.013022611907324082,0.004728318791865221,-0.007493449363865279,-0.009595068100539379,-0.0005391468098153995,0.016654994897353316,-0.010721392360020773,0.003120480971694246,0.030717789341588843,0.040531157522257236,0.04696584448445828,-0.0076702622108904845,-0.0022457346237299953,0.015431764668696946,-0.003674302058133284,0.014591997622828395,-0.003092345126391169,0.03323966954323305,0.005262533272733462,-0.004402214095484298,0.0031840505996097402,0.019278267016151766,-0.011955349960531318,0.004846119643312406,0.0059592300003616355,-0.0030874658643017232,-0.008563761168050969,-0.009396226972170962,0.020080662799704052,0.007610385851926377,-0.0027164922956148738,-0.005658755580107493,0.016440029476692382,-0.008645936879603178,0.005423998249417005,0.04500042968855007,-0.0071140080184252,0.0019128929218935199,-0.04025264424297432,0.007466885771706558,0.011831621632719166,-0.013270692604377373,-0.015923457151218633,-0.014802750911167502,-0.010959597318153689,0.08626232738962361,0.016899744838424862,0.004523426349078766,-0.0017587432647350716,-0.01545126545183859,-0.004670182923209046,-0.029416228878094603,0.02434434562549544,0.0005872018207535561,0.0013462944119406984,-0.0038206189443943414,-0.014720134566478894,0.002621506795444258,-0.011597925887541079,0.008039665126938685,-0.02227156697520894,0.009003017888662207,0.010003830504808943,0.0,0.0,0.0015270476262865644,-0.036001589577256535,-0.00580385499479936,0.16843213277904595,-0.003969190792511913,0.02059867247591098,0.007067410803309197,-0.005691526207143514,-0.0019021138544325243,0.021630002361796442,-0.02585251360610355,0.015325214571324106,-0.009726579786148899,0.0029872250490830207,0.01243912427267865,0.004547683446145553,-0.006665939068430042,-0.006055722316993591,0.0286237960971744,0.01609149817480364,0.008650764159672352,-0.001186671095590145,-0.010734793372583585,0.004032733743545116,0.00266556521854022,-0.010022000278072308,-0.001759798743200844,-0.00677998086353335,0.009063304204407523,-0.0014153869986166649,-0.02873596283873564,-0.0017686678573974267,-0.00021086343871480877,-0.004078564047468301,-0.007685848808063002
2018-08-05,-0.0009754475528934337,-0.012453903336892082,-0.002141785842333092,0.016604166504729616,0.0011819812012581112,-0.01455806611050583,-0.005459760053890786,-0.006268738512283533,0.026673602744189652,0.02588366972729797,0.010849899606292155,-0.013278448837253473,-0.0013367129006301485,-0.014928958985875602,0.0033351358930427287,0.0011820805580862116,-0.008160148839895947,0.003494597102540669,-0.0012938203643062052,0.0024166001392871917,0.006293553255870438,-0.00403673725598396,0.04333806999698433,0.004083133317831516,0.02449579279228069,0.007390971292258521,-0.00721595178724846,-0.015883308049867786,0.017139342617727378,-0.00666051157954534,0.00826289068755107,0.0008855011793046376,0.00891533164263517,-0.0031128724407014766,0.006389762853300955,0.025576983757458784,-0.008121190480672636,-0.007628521610638286,-0.09216810236941805,0.005989096826536117,-0.009313924861438741,0.002785611433829823,-0.007702814722572102,0.0007446626607159877,-0.007338255773964986,0.013611799332608483,0.008961514665603836,-0.004163435141776349,0.02112012945614554,0.0023769755109000522,0.0002515281961400931,-0.02706235181481996,-0.023651900860044046,-0.006115735111782473,-0.002018307552541906,0.0034932877370653648,0.0009304792605239055,-0.007378879532292367,0.006100481186389832,-0.033115407644769695,-0.006965742708139293,-0.0003451756753475945,0.010822031579385173,0.0,0.0,0.015580367837607533,0.02370045871224273,0.0035387534157228636,0.08470907095590785,0.016030741750351605,0.0001276169464205436,0.009273139176827377,0.005942521388490228,0.008824215606945766,0.008124344670317514,-0.013127048304888918,-0.0005252730062029407,0.00580462987038394,-0.007216650776211186,-0.008173692179489777,-0.009949834517481021,-0.0062432166585900326,-0.008110348027246701,0.028032211876676885,0.0035263090815933033,0.009136168883629506,0.017204335546913096,0.0003320217214671992,0.004418574861298732,-0.006504676198367196,0.004378467583068259,0.004597558098392087,0.0016001877166336696,-0.025226854553059536,-0.002207838115607801,-0.010145592751812824,-0.007401815356626776,0.02072308029804594,-0.002818609437384996,-0.0034152829445890506
2018-08-12,-0.00918586177970461,0.0022261919105914497,0.0032643036672860464,-0.0023903715864817955,0.010006496985033553,-0.004633337922905506,0.004588285029760269,0.014463195237746772,0.06290219937194254,0.021190360576313554,0.004588208590210943,-0.004585019351539269,0.00506997413478606,0.02168936027186882,-0.0010384571988220801,0.001318469083807354,0.0007296007110592062,0.04999635286627537,-0.023272649514653434,-0.014834699259437919,0.016624624337367264,0.013708057361770588,0.08172531560368784,0.0019850446216868028,0.01659683781542115,0.002520508172200236,-0.000784029478036958,-0.014718786339943541,-0.01707870074803311,0.00014717009079704985,0.005945620418763915,0.00197218037609441,0.010388707235114751,-0.0009148454982189556,-0.023731381488647882,0.05626139212961811,-0.007431525612947588,-0.00024057232379034023,-0.012507657500697331,0.012855103622883404,0.013434709027872561,-0.010794785911999274,0.0028551173810869033,-0.005775489166713465,0.004289516246450468,0.06982132323720021,0.037910412086219925,-9.262563390902839e-05,0.023293773264576115,-0.014282867253661818,-0.001203747083365265,-0.09630242798694114,-0.04415181550154499,0.011783651146742798,0.02040572237079168,0.002384972251817259,0.003252101122083365,0.01072984113345211,-0.004222807470728193,-0.023988020266047114,0.02614530772283963,-0.015570591419068368,-0.010184104676236936,0.0,0.0,0.011079399823132847,0.0067153699685353445,0.010025920393371237,0.0704893586328933,-0.009487963615635078,0.004065742095775203,0.014107141926425731,0.11471718038013261,0.002976293382066792,0.01940933249908038,-0.010150641915184697,0.013342598065238328,0.013559384095245989,0.009999390364229536,0.033081497136901054,0.00678913010275261,-0.07348626588509839,0.0047262682016876055,0.025567682269146456,0.008238397452179013,0.020595626166767415,-0.00790262011592503,0.0006504268049169356,-0.03655181038853724,-0.025880189209680472,-0.002189944924937511,-0.016499090173796395,0.0027211847174319157,0.008839382960364645,0.0012679723757405756,-0.01693494454231278,0.0002924810896435641,0.0012238137653327857,-0.006882584887724473,-0.007668493013086003
2018-08-19,-0.007156507740218325,0.005093035196862749,0.006970927796759968,-0.012543887534222102,0.0093859901993971,-0.011311311535456593,-0.010467250982659042,0.005964987795098119,0.011206140705567844,-0.004842791772134588,0.028101043490144063,0.000614780139493608,0.0017717939716146995,0.03454804612497276,-0.0011006012714682338,0.010147796787669867,-0.006034783148922578,0.01942615304572879,-0.02412288932233061,-0.00022029115637456267,0.005358580192969678,-0.012148023185210733,0.010980574747357209,0.0028421645064539516,-0.004345249851913709,0.028183740984078304,-0.027667411829633216,-0.007735254291012104,0.010373031519673186,0.0035410964697601224,-0.008452661619613284,0.006409619051981003,0.03275289122455627,-0.0013005419631832206,-0.05529123262460223,-0.020030497131573313,0.008956143721880456,-0.005172284498475371,0.0009578460731715396,0.012770626572478981,0.010649605968075123,-0.00429186468990782,-0.01577742947975704,0.005062020113383418,-0.0037944128296453373,0.03420740918894657,0.014239546977455221,-0.03298864648859055,-0.012084631886228901,0.011020727721417777,-0.008275601696875006,0.013705229758703478,0.006547090819737759,0.0022445802510728963,0.013539493646657401,0.0031978749228278726,-0.009259413552099202,0.01357293326948086,-0.03294792790160395,-0.03512263073189697,0.013340608399499862,-0.013133014693915654,-0.054882695533472546,0.0,0.0,0.02095778055005698,0.026852675034361683,0.00586701239660237,0.14306046631683533,0.005286597258618792,0.03903246605296749,0.01013504053268344,0.02423054450094866,-0.0001562166272347761,0.017856285451079895,-0.014440382656584295,-0.0012402312210217014,0.004959964322675162,0.0013473653706050138,0.011185280381423482,-0.03244077779742757,0.06914347526011863,-0.008290760646649272,-0.09840745566493576,-0.009334220029186928,0.023062587405100067,0.01842794755203994,-0.0015078043530999245,0.008952832130971783,0.010121832552590651,-0.0010077500943047012,0.014163979379305622,0.006012709106258096,-0.012198571376054948,0.004991589197331703,-0.011041731965921227,0.004073848940299274,0.021008067465373703,-0.025445280550686924,-0.003154117011330517
2018-08-26,-0.0014542049044568995,0.0007029423504750529,-0.0009249250781040478,-0.005904651030663233,-0.001524017826195169,-0.010695757608711961,0.006565047392983902,-0.024415806968822267,-0.00303551400157925,-0.016724041710926157,-0.03712218116656467,-0.0010602467543878837,-0.01033480949947589,0.0044524762108558045,0.0007076800790971343,-0.0015826452440632598,-0.0044207235692928885,0.006882372582050218,0.029662829361076275,0.01702542630084184,0.016568545028336372,-0.006494177723092812,0.004862582161175692,0.002429225814919179,0.006885615882294185,-0.006274980576286119,-0.038159405238918656,-0.021695956863701057,-0.0006271641875963989,0.006194933547130325,0.011821771707221509,0.0007782283963399966,0.027468522126199973,-0.002988400957308306,0.009939336849524225,0.06257588350043466,-0.005870149886240691,0.009546690770903742,0.007067792076538886,-0.005399576639534835,0.02388304762618029,-0.0018229750549396827,-0.0007099185846269523,-0.011597729496400559,-0.013838042980154267,-0.027922809598447507,-0.008038150711815285,0.005671816587949522,0.01239180220978284,-0.03437781379439617,0.006015674637704571,0.005032463011024446,-0.027768567624628156,-0.01544150249745752,0.006449186820036904,-0.005615142881932792,8.66061387708129e-06,0.005441874107622189,-0.06705765289285702,-0.04192247538012654,-0.011293752297435582,0.0028690639796834674,0.01121454143240051,0.0,0.0,0.0005411909318917205,0.03553528433909979,0.004475377785033411,-0.03933489699908494,-0.0072677070021938866,-0.028365019409689045,-0.007854579333695787,0.06162947159887259,-5.163717691283008e-06,0.005056376243244529,-0.020908744311689723,-0.015272582556383283,-0.011320252082043956,-0.015578467652664203,0.0042598905655680565,-0.059629245498704964,0.026499042108076496,-0.00766130994957372,-0.06997410432243265,-0.003908307372225486,0.013087286252567524,0.010219799243204819,-0.012230299871240708,0.03231040551527421,-0.00039883707220537447,-0.00037556152738594,-0.0006601197690955813,-0.009320192205311557,-0.0022990638202269854,-0.0017082521028764436,-0.006205291895775523,-0.02919870455548573,-0.011686716228626017,-0.019637698788701637,-0.0004364796285817544
2018-09-02,0.012812832631007342,0.01167634069322034,0.014344073156765492,0.015571967161480318,0.0018978617077080467,0.003733212667624834,-0.0029915541890527526,0.006429095433641872,0.011355353318473479,-0.0014353812682930782,-0.014111672707083238,0.005865639644545733,0.00016892778476556018,-0.0011228963316892195,0.002089002614361392,0.0008834154049213102,-0.0013248444758405418,-0.007485785380506377,-0.00508239963250059,-0.025560010083628848,-0.012400198829191848,0.010072414959269747,0.00878465975690512,0.0027175371349284277,0.014076207549938227,-0.0036484944969522714,0.035102162406870814,-0.02161073036284718,-0.0002812539957529874,0.0066385589226492375,0.005550000536556111,0.000553372881996596,0.004955637501250049,0.0017382635948192456,0.0062176417069530155,0.007759927778555111,0.005240003258693701,0.01148553357349911,-0.00560885122207999,0.009309919444893146,0.01623660357877179,0.0005553326305058571,0.003570562469539592,-0.006138777693181264,-0.00023719276865872218,0.033279406481543095,0.006283851076108456,0.01880191688202993,0.018840065706974014,-0.0014301586960368037,0.002783878481893555,-0.004030320768738686,0.001565399186473325,-0.0006203162964693717,0.005899301386056587,-0.008014870490170252,-0.001945446227402938,0.002671670801651008,-0.022263916016474497,-0.04929353424261644,-0.029045777322280787,-0.02604348529874783,0.009721417188793964,0.0,0.0,0.0033009079135920775,0.014756555787572054,0.0023726864478794264,0.03356471774404281,-0.0297916280806601,-0.01575914828682386,0.017793765556382922,-0.10385099742706032,0.00922332791888158,-0.0014366678624527073,-0.004548662974674206,0.01119106320993395,-0.019838256401262917,-0.018294491041610707,0.0030079503344709966,0.06616103835122117,-0.022382613924924626,0.06357428115606147,0.03195926077112541,-0.0016975108885965747,0.014806236997367214,-0.017340171861480732,0.0045098184636007356,0.033756538101509324,-0.02537884140397746,-0.0032313788345392823,-0.009214762236790294,-0.006952312212868776,-0.008524943167334625,-0.00039359318681158516,-0.0365472288387833,0.0027080114181781845,0.0017534639953281082,-0.02805042434344227,0.002527313924785554
