,1701.TW,2420.TW,4155.TW,3025.TW,4609.TWO,6292.TWO,3518.TW,8110.TW,6243.TW,6698.TW,6922.TWO,1414.TW,4510.TWO,2538.TW,6485.TWO,1570.TWO,6861.TW,2606.TW,6472.TW,6835.TW,4930.TW,2387.TW,2890.TW,8923.TWO,3037.TW,1580.TWO,2603.TW,2423.TW,6020.TWO,4729.TWO,2413.TW,1259.TWO,5205.TWO,8349.TWO,8255.TWO,8112.TW,6582.TW,3645.TW,3545.TW,6150.TWO,1525.TW,1614.TW,5439.TWO,6195.TWO,8928.TWO,6124.TWO,6150.TWO,6165.TW,8091.TWO,2485.TW,3115.TWO,2903.TW,6443.TW,2351.TW,6523.TWO,8908.TWO,6669.TW,3380.TW,5315.TWO,6762.TWO,2380.TW,1316.TW,4510.TWO,8066.TWO,3224.TWO,4188.TWO,6616.TWO,2397.TW,2643.TWO,6486.TWO,6123.TWO,2707.TW,5533.TW,5223.TWO,8462.TW,3023.TW,6514.TWO,1907.TW,6190.TWO,1336.TWO,6441.TWO,6535.TWO,6242.TWO,6579.TW,3060.TW,3373.TWO,8213.TW,3035.TW,1802.TW,4716.TWO,9940.TW,2369.TW,1786.TW,4943.TW,6895.TWO,2317.TW,5206.TWO,6141.TW,2006.TW,3017.TW
2020-01-16,-0.005325322710801715,-0.04718541129680573,-0.025057066841076905,-5.879613005286987e-05,-0.005285703628306657,-0.033179245283520106,-0.09498293268382307,-0.015674883046563996,-0.03958771926369662,-0.22155722772545933,,-0.004405474362867371,0.01269317410060416,-0.004512919065104326,0.00817790334516724,-0.015631571812283404,,-0.03344650104254424,,,0.002176497404664161,-0.25447431528708697,-0.023311810119406466,-0.00876404212178338,-0.1136425962166151,-0.09498269887665729,-0.00725549487561792,-0.03231110072520319,0.003483622232393775,0.006293416740951058,0.053158931317593944,-0.05780608547947945,0.0003243251367740248,0.013247168768966726,-0.07583412730941032,-0.02392347454910674,-0.0688439797854995,-0.08099298844282786,-0.020778226679959377,0.07252271013018884,0.001261813916832775,-0.07016679656095656,-0.00451196071926353,0.03271870499717667,-0.1026085804007497,-0.22366625246387825,0.07252271013018884,-0.06242363744629929,0.03924553126227494,-0.011361872907863177,0.0696668097311474,-0.06839970103026222,0.01582318644634095,-0.08253500335692021,-0.17877771529809972,-0.06053285724189741,-1.939950796194985,-0.07685140040665954,-0.00917572565096984,,0.004503178783697293,-0.03267169843904747,0.01269317410060416,0.13904588823574585,0.06510118877238748,0.030001964512258925,-0.10157457067156876,-0.17793890183178965,-0.05588796182788566,-0.16604345817377217,-0.06289084189829139,-0.4288430438562301,-0.0021946571654587344,-0.07718045221073086,-0.022944766930975004,-0.23173338914137367,-0.11763572995619348,-0.012141635550725411,0.017065675577254767,-0.0044620818547077045,-0.10384135087149081,-0.06844284750966732,0.027771350804981047,0.03284276175214725,-0.0022398102663601,-0.007663100626771318,-0.07043144462816352,-0.1412980231313917,0.0002620150176052999,-0.002862741272755625,-0.015232324175689548,-0.01372219821064055,-0.06131062061856093,-0.45563445112714057,,-0.16524483776717283,-0.03533328080665194,-0.030612017741607225,-0.0457535753483143,-0.09638816822477972
2020-02-03,-0.004204397544701406,-0.04377657440884341,-0.02992905731284412,0.011147758562769445,-0.006198511044944953,-0.03419901930541054,-0.09615346633768325,-0.014828341283189345,-0.04200410270160711,0.001070805648986218,,-0.004482318207553156,0.012688101112892756,-0.005039838588773382,-0.004221021551799354,-0.015073256772802614,,-0.03323240391412787,,,0.0029182012188311763,-0.24519589676372988,-0.02286983992931118,-0.008682409489969276,-0.12744648667597985,-0.09487235345683714,-0.006495866074172521,-0.027321794781902237,0.0024171511486692217,0.021244200417817827,0.07537554924070533,-0.056829949573686256,-0.006260214465142958,0.006444897407313385,-0.09636453397345984,-0.019858141467228006,-0.059669545863682616,-0.11563195176575773,-0.02066175513272225,0.08112021739895872,0.012863170939005363,-0.06501579223062827,0.07251171266094548,0.032107203359178896,-0.10108500802945432,-0.09797409593743021,0.08112021739895872,-0.06753943730073121,0.041064315223051144,-0.01226231006307737,0.0778961416651003,-0.06942706246966998,0.01644810437977448,-0.09496802162858795,-0.2040783033814735,-0.058574769175665245,-1.8322083852866125,-0.07360294289056553,0.0024981526941029,,0.002855915313619966,-0.02432780208091571,0.012688101112892756,0.14679568846993557,0.06430199142766743,0.029087398208950493,-0.08004448782552312,-0.17944209108937023,-0.060041315265430155,-0.17823062586153587,-0.05559022485481854,-0.39020283793929444,-0.001879231097479482,-0.05656324577108976,0.19506146165280294,-0.22845544057086833,-0.13270943537666824,-0.012659142268256082,0.016255120184694653,-0.008994751625978866,-0.1472040580913861,-0.052561741399079695,0.02813487123051893,0.022675610501148517,0.005758834547924511,-0.014458939114924815,-0.056759094932835846,-0.14430862352813564,-4.7472507065569165e-06,-0.022408034333107677,-0.014065205959646426,-0.012843355123148634,-0.07146652078298805,-0.5330943095325856,,-0.12705535531423215,-0.03632691340818136,-0.017637463709329435,-0.04552563007024552,-0.0802785400702216
2020-02-10,-0.0037579388958213335,-0.03956687988911667,-0.05243772128967704,-0.014547390747708472,-0.004638630762047844,-0.025264749668574976,-0.10310374041651896,-0.016094928441270227,-0.04216868592524222,0.20360213222024684,,-0.0036602391573353874,0.012617167317164541,-0.0059289354472081435,-0.00550913448961551,-0.01473933414716664,,-0.03145526685058706,,,0.003037502663108722,-0.2529521032210913,-0.022486461707586954,-0.008469720284037101,-0.17493478750804234,-0.09100823180977716,-0.0035231688444235672,-0.00971874776177937,0.0015758062263298747,0.029767461115748167,0.07766880670038431,-0.05349109922992541,-0.00922419523087224,0.08353899435682494,-0.10901441160449671,-0.018633372270273337,-0.05487808649116482,0.07069893410720096,-0.022914835045707797,0.08648111528011167,0.06805641739986171,-0.058156517638527666,-0.04387908829923218,0.03122100860486777,-0.09756540009048315,-0.11371896659432865,0.08648111528011167,-0.07188309560292204,0.05260885968335212,0.00223405873016425,0.07536162217695136,-0.06991288890262312,0.016555885396548477,-0.08140615460650495,-0.180848386214761,-0.07189319398204791,-1.8398214839963007,-0.07135316247028127,0.03323318472878853,,0.002042822540409646,-0.018207885594171556,0.012617167317164541,0.19023454493442998,0.0626767268784032,0.028882258553104414,-0.058400754866296894,-0.17824394965078114,-0.06434816644134315,-0.16149371829345852,-0.045426274122744414,-0.3359201636019118,-0.0019879243041676124,-0.04332478183287913,0.32282248704334304,-0.29996737758407316,-0.20983810201078965,-0.012847007032363493,0.015353362809512357,-0.009252085445506498,-0.16231033236895953,-0.048788528209187526,0.029012750171584823,0.0194959881893763,0.020399109054921555,-0.029520018348728076,-0.028851664336982923,-0.13904629315417916,0.014636302555189053,-0.03364239557557195,-0.011858507458485108,-0.012975753466898898,-0.01851951868189347,-0.5501440481617541,,-0.04805785563637615,-0.03783087919760811,-0.01534934747363806,-0.041966165403717684,-0.015746567002373535
2020-02-17,-0.0038213175068300695,-0.033650854190535436,-0.07289993903246018,-0.019470682022879337,-0.0043948805872749885,-0.02602963758117691,-0.1058035743108275,-0.017774890391223583,-0.035403596177553905,0.07421546328009343,,-0.003522856655720797,0.012726376281954431,-0.006646254266435907,-0.024502462915974185,-0.012275730346430976,,-0.026834221254189106,,,0.0049299422749560975,-0.24323119390224418,-0.021761780821004734,-0.008183707790597742,-0.19686341282777234,-0.09341044719553232,0.002996834706959416,-0.009635679726562362,0.001152799818284458,0.0274961806587471,0.07803072153360219,-0.04844972109924645,-0.0047826416161040036,0.0848589191004948,-0.12049924397639247,-0.0171850606737694,-0.048413932120640935,0.11861116559731069,-0.021674718780297482,0.10247052816508617,0.049332508253207216,-0.06839458830361725,-0.004203707188208744,0.03091907702827214,-0.09373643435362576,-0.09000208420978495,0.10247052816508617,-0.07399571795782749,0.07217622479717968,0.013131488840328052,0.0727283040685291,-0.06949669633546014,0.015263277850492096,-0.0858570090794389,-0.17275332111218128,-0.07076071679442517,-1.8991583611813672,-0.06787245488863883,0.031119112483320662,,0.000684398026758867,0.01372799334646662,0.012726376281954431,0.1876522944229419,0.06174270019793474,0.02933350366650711,-0.03985145884189751,-0.17044831826874007,-0.06595135094095841,-0.15955945857747825,-0.03837393070088301,-0.27728851917308917,-0.0019680584534918664,0.004419870803730926,0.44218734519715763,-0.30708885806206077,-0.26123535288621663,-0.010964534397019,0.014718148321724227,-0.00939786624647469,-0.21488348414557226,-0.015806006424273277,0.029042890897191257,0.01922873224738169,0.031367540379187396,-0.05316702634180945,-0.030369714455004495,-0.1252570132340217,0.01655535593733799,-0.03498318562304291,-0.008379636856963964,-0.014551624880838249,-0.039403398497140245,-0.5154173893516696,,-0.010816417021560772,-0.03875117575858408,-0.02747222194335879,-0.03722730765607147,-0.07340920556607367
2020-02-24,-0.003911591070598574,-0.015666489835126463,-0.08799479618116736,-0.021081400219865747,-0.004481829170405136,-0.026407293616623046,-0.1060717727739585,-0.021608486759184264,-0.02148869584337328,-0.1468437669745677,,-0.0032893916000892834,0.012935740582293579,-0.007255115694718672,-0.033663552972397204,-0.01961572537733602,,-0.01930393943762865,,,0.006313389413359083,-0.21009184536220257,-0.020728737336739803,-0.007772949421058702,-0.1886445678203863,-0.09338504076527215,0.009126573232885371,-0.009828563317496505,0.0007813818458658702,0.026837518337412634,0.08536545164258222,-0.041528133297523265,0.01873122725917244,0.09607496345100018,-0.14332409892382758,-0.01634353622186792,-0.04070130852180721,0.09791592251362181,-0.030476043636421007,0.07443239880302506,0.0932486061422819,-0.04669682719441007,0.00952245227007929,0.030255359167054584,-0.08863562906855388,-0.08194761178205565,0.07443239880302506,-0.08074989509443181,0.08348095888928332,0.022419575761589396,0.07887955542035932,-0.06879281406824297,0.011580963639964192,-0.08796174433175724,-0.19370087182972304,-0.06858771548914311,-1.9311678477685603,-0.06262483917719702,0.033674738885139874,,-0.00033750932060701543,0.022770984850525935,0.012935740582293579,0.17251573665416697,0.06537635041215005,0.030906461722522052,-0.0267260981226177,-0.15662797682155039,-0.065840531107899,-0.15705284764181493,-0.0311574079897914,-0.2222638754533474,-0.002031569388527109,0.07588990822298915,0.5349105724718565,-0.3623157196826811,-0.28445186821323293,-0.011076962560301004,0.014751101551861134,-0.00942033989490308,-0.20177237775814466,-0.013701061071187477,0.028910813419009578,0.02734725027602183,0.008435121467340764,-0.07564674639130212,-0.0128930235900781,-0.08808089126665833,0.018183495275289004,-0.03214650109138308,-0.0009739123057153688,-0.01710292073261048,-0.006770537383446658,-0.5537917172252295,,0.02310743253992902,-0.03902122692896725,-0.030676614717105727,-0.0324043292422781,-0.04476707077277525
2020-03-03,-0.004152812234086256,-0.014359264919603003,-0.09299681961715754,-0.018857436486512662,-0.004187731331668824,-0.026862399686296733,-0.08793472800301559,-0.024784112441577286,-0.008677038386745925,-0.17086942952183748,,-0.0031144703943275795,0.013022253671659956,-0.007887907232050819,-0.03304226281910361,-0.01799481108512868,,-0.006949125077762157,,,0.009312066317214278,-0.18592079768075523,-0.019413217903009913,-0.0072628721757864965,-0.1763633091151454,-0.08869290928013414,0.012255455034416522,-0.00979464924764566,0.0003545993438480227,0.025727146517268193,0.08891131170022883,-0.045530292734046456,0.020230130327554604,0.09773614926054358,-0.15340288438342342,-0.016805794299744645,-0.041302986299738116,0.058479068207792605,-0.03773384484755324,0.08491225110771015,0.12817428541551723,-0.03809236361631772,0.03478054393699249,0.029406279526324974,-0.08408651259132734,-0.07025153893912475,0.08491225110771015,-0.08919523020480212,0.04552984254164277,0.06924972416553844,0.07185439800771988,-0.06779199413410665,0.011966042261247875,-0.0820148461823556,-0.21450935297462223,-0.06327721866121568,-1.8009691977423994,-0.05510702661737724,0.043462246012919516,,0.001283136916059664,0.015416319773266303,0.013022253671659956,0.2194738669320157,0.06701420724615217,0.05278710019646167,-0.10703053575132272,-0.1397709172872353,-0.06579664097698076,-0.14945239508309102,-0.027645609300809657,-0.15010720636446578,-0.002117755225142926,0.0857297721066408,0.6104027703237211,-0.43220987695880675,-0.2843362961359018,-0.011135133945043044,0.014803537248603124,-0.009356393068185212,-0.22192004871315613,-0.03559973143029648,0.028640390112793714,0.039142739114797855,0.010326985160385998,-0.14901707293283653,-0.001266042245647776,-0.020084333403509135,0.01904157179219914,-0.026910754897618898,0.00903690115944401,-0.01954824960402051,0.07312196015995089,-0.4940755819582547,,0.018309167655281882,-0.037620909009888764,-0.010139980465280805,-0.02779758361325298,0.007354956760592476
2020-03-10,-0.011901557935756691,-0.013574124158822448,-0.09184197067350726,0.010928052851132065,-0.0028999931565404265,-0.03214464129291656,-0.06540559241572352,-0.027922907509722622,0.0016354630205733607,-0.1094547688237265,,-0.0029193682921658188,0.01251851219788056,-0.006821459133594712,-0.03697137537027101,-0.01262811980789022,,0.01074843238162159,,,0.009943870640720009,-0.1657730910981342,-0.01779893460942025,-0.006732235286909461,-0.1804421113274327,-0.0766960806563819,0.012207591524860338,-0.010439554645969367,-0.0004884740359360572,0.03034208507348649,0.08903126932212466,-0.049450713960552055,0.03614261196177298,0.10263889571421574,-0.1433680083240871,-0.01612091366891651,-0.0443777210268753,0.01131524248169011,-0.04396118967274377,0.08613361313442781,0.13676752067890383,-0.026316704663396192,0.02230024987643651,0.028369353524642916,-0.0779162543830359,-0.08018560657489225,0.08613361313442781,-0.09011311860165858,0.03900674516638842,0.07234206325076757,0.07163592278473808,-0.06640793641210897,0.012721694468708617,-0.06648750326881805,-0.16371582520197148,-0.06049481407060276,-2.0101813713894767,-0.05041349403877488,0.029966101916037834,,0.006744923909947322,0.010988887103357964,0.01251851219788056,0.2643940649824797,0.07309718792203586,0.055685282004227864,-0.09098988136829984,-0.12528422464842612,-0.05619883295458707,-0.1369186998858194,-0.03575848773417533,-0.07475449995412405,-0.0024210981461194724,0.05196222298227926,0.6813987861415536,-0.3222275860702854,-0.2786200661831023,-0.00961509807644542,0.014949580243001978,-0.009672660341675146,-0.25098105039878915,-0.07415959049970657,0.0282272725566496,0.04951492504590716,-0.00018055996670641894,-0.20728397584761812,0.004551780640794097,-0.00837648872111505,0.019181304399398462,-0.020712155078270077,0.016511643171516554,-0.019334071444434074,0.06541779676078116,-0.5294318578081373,,0.01421540046842164,-0.03158404752158358,0.0032014375734797777,-0.03603200262263168,0.04246077353566964
2020-03-17,-0.006046908662530565,-0.013416372074629389,-0.08578931390210898,0.0012239280460827414,0.004407052472778609,-0.033995193997263716,0.03532454214628969,-0.014028084030620927,0.028399136172280272,0.03216185636571174,,-0.002210762990101564,0.006144129079028757,-0.0049235517565918655,-0.026281285630248636,-0.011560551022834615,,0.029359951005114838,,,0.0068520369351259885,-0.12802716539677889,-0.014383507605686184,-0.007050882005081465,-0.14189710479036965,0.006269468174433365,0.01436179478502705,-0.02632227109292776,-1.3275456303737838e-17,0.041012424277666194,0.07951573402161413,-0.056045547837376385,0.03704076325851268,0.13007553484141485,-0.08737441954810873,-0.009434640058247633,-0.051490064999509325,0.07776702903615164,-0.05675212170592013,0.09940045844313487,0.10345324681110235,-0.026142891500667915,0.018074372728435165,0.03002441665624587,-0.06110362322731415,-0.028674470008729892,0.09940045844313487,-0.0781874065460733,0.055304804895952,0.07900768019158104,0.07604452291983871,-0.06420327230323215,0.009121161131215173,0.02120130993526969,-0.1054385856920264,-0.049794482296096836,-1.9951136656229167,-0.010273879109655689,0.03142000746167686,,0.012990690087099193,0.020946599148887714,0.006144129079028757,0.29435856187791404,0.05905261830590343,0.054990004009651414,-0.10124827136216613,-0.09594199013820581,-0.08270829774021517,-0.11099110822374816,-0.01894266672529116,0.05153447422660995,-0.0031877730450327957,0.07846458841352402,0.8741973066180381,-0.2861031180793941,-0.15420467499695895,-0.011640616451528541,0.015601977192900515,-0.010067131978185937,-0.2139108829968837,-0.05332158290422258,0.01977917233155727,0.0601928072961596,0.0005267412974443193,-0.18640524479138634,0.022916602088853717,0.04903540920420805,0.016868729422735897,-0.013264140828914712,0.02110310232087744,-0.01253533213959722,0.12410913658426775,-0.04916018867872497,,0.005657504805722178,-0.012431716881203854,0.024201606341957005,-0.03479989720746899,0.055243919057619426
2020-03-24,-0.008469358756229877,-0.010695100894179436,-0.06798887479342205,-0.0036744438756188334,0.023752741019533317,-0.029468487222984494,0.013781900111068474,0.008629232421791562,0.058942154024489664,0.35082060107002827,,0.005452401899175386,0.029258287731607692,0.017130856332624476,-0.017876670115464004,-0.00557652882057904,,0.043894502173971,,,0.01817323188057019,-0.0588535655001278,-0.01662682278482986,-0.007302629186468723,-0.07395961153629996,0.1621302161096031,0.01588920989983846,0.0029961036130454633,-8.129989730996087e-17,0.04294269140206674,0.09556263734904685,-0.07801878650200493,0.039249416741419595,0.12765138523955935,-0.06305206621290924,-0.011445708867018355,-0.06578110600957594,0.15912510559049714,-0.04770958394184316,0.1269498155807567,0.14300775936367444,-0.013618783783616618,0.05707788527389083,0.051419684329849794,0.0022601104432171284,0.034035643796187426,0.1269498155807567,-0.05998918516786099,0.10217478857577925,0.0742471933789546,0.078727035303254,-0.0598194736164934,0.023014843351636494,0.08787943899869369,-0.03354911710159834,-0.049740119238899295,-1.8736142513334453,0.03483751029479136,0.03444929794318661,,0.010810969430001649,0.03164419290914966,0.029258287731607692,0.2846607389299253,0.12283955557734386,0.06941779886910521,-0.03509348095543382,0.011950460654473635,-0.03567828274965528,-0.08392287578021895,-0.009740112756687335,0.30746896545068864,-0.003991632153556883,0.09255926268326765,1.004570547879812,-0.12436007693302267,-0.03782298230917201,-0.013573494584416498,0.012425923263311356,-0.0071682436954356174,-0.1922002548929026,0.009555360870244934,0.020032381779236944,0.10038238100733325,0.0032183767578030592,-0.20506015684077358,0.031043527767568854,0.10398162450164569,0.02385096207763471,-0.011174997902329323,0.044947773794428186,-0.01164901536337564,0.14471963772963822,0.7699399942285556,,0.0069203138846903114,0.022312149709434785,0.047041561441322766,-0.03276136676513896,0.05637044692810056
2020-03-31,-0.009222972832769075,0.023215420742650525,-0.048051089312547104,0.01130888742618213,0.041422976421507045,-0.03083234805252958,0.008492724348522824,0.020790504106881765,0.09612970116248437,0.3460568646736212,,0.0055967673115932684,0.029754807885223954,0.02081927052946445,0.00421873619312929,-0.0011282621066366324,,0.03875723619929948,,,0.017454472069860026,-0.019887689189663642,-0.008112806105010483,-0.006952838503788129,-0.00665144992658433,0.1951291174443624,0.013340910517465393,0.02636560452286188,-1.9240282660694514e-17,0.05398328501754848,0.09010526800599589,-0.04811729019191562,0.040925822396250186,0.08386137781300597,0.13221440845864896,-0.012410983114964937,-0.07439744272484092,0.15495681393124533,-0.04517517120473642,0.18066542833902227,0.13446422558517562,-0.001285715074432862,0.08423153335736965,0.03844587476911202,0.026108777963079276,0.08920964105906683,0.18066542833902227,-0.055407402072633914,0.16839028982373908,0.0810227314470786,0.07973904149508933,-0.05341674340224339,0.03220235327587165,0.1438655752701856,0.04210618861976917,-0.047446164323451875,-1.8126040922594167,0.035391227757995636,0.0336652293022531,,0.005445019600313979,0.03839940376420342,0.029754807885223954,0.3135094569680755,0.15048433506426054,0.09363479535198879,-0.02550730341291018,0.15571583261941355,-0.047644282432370254,-0.06792932468705332,0.0021893917830628426,0.41498563995759774,0.0008441018940618665,0.09989651276041481,0.9015720748454695,-0.13375368724337647,0.06434867037766709,-0.016270438281362525,0.011955338528495037,-0.004613828084222024,-0.18993409380059728,0.08215750598627752,0.04987702508781467,0.13066940456046047,0.028761898506241397,-0.20948723616574844,0.0674409183802627,0.13770755987223798,0.02491330152798606,-0.0012639434261288993,0.027177130837649523,-0.005643047638024429,0.21119960094398996,0.945958754189909,,0.01344236797964666,0.027280110266523695,0.05935104908571641,-0.023140154962380602,0.10817157879412309
