,DATE,TIME,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
173,2024.01.02,15:25:00,16661.1,16667.8,16659.0,16665.3,77,0,17
174,2024.01.02,15:30:00,16664.3,16686.0,16659.6,16686.0,117,0,17
175,2024.01.02,15:35:00,16686.6,16687.8,16669.1,16676.1,128,0,17
176,2024.01.02,15:40:00,16675.1,16684.3,16669.8,16683.0,147,0,17
177,2024.01.02,15:45:00,16682.3,16685.1,16678.1,16681.8,78,0,17
178,2024.01.02,15:50:00,16681.1,16685.1,16676.8,16685.1,73,0,17
179,2024.01.02,15:55:00,16685.3,16692.6,16684.8,16689.8,54,0,17
180,2024.01.02,16:00:00,16690.8,16691.7,16674.1,16674.6,92,0,17
181,2024.01.02,16:05:00,16673.8,16694.2,16672.3,16692.1,123,0,17
182,2024.01.02,16:10:00,16691.3,16702.7,16690.6,16699.0,87,0,17
183,2024.01.02,16:15:00,16699.7,16702.5,16698.8,16700.3,44,0,17
184,2024.01.02,16:20:00,16699.6,16715.0,16697.8,16707.3,85,0,17
185,2024.01.02,16:25:00,16703.1,16710.3,16698.3,16700.3,157,0,17
186,2024.01.02,16:30:00,16699.6,16710.8,16667.7,16669.3,2211,0,5
187,2024.01.02,16:35:00,16669.7,16679.6,16633.1,16637.8,1520,0,5
188,2024.01.02,16:40:00,16638.1,16639.3,16605.6,16615.2,1467,0,5
189,2024.01.02,16:45:00,16616.5,16619.5,16573.8,16574.3,1588,0,5
190,2024.01.02,16:50:00,16574.6,16594.8,16569.8,16570.6,1175,0,5
191,2024.01.02,16:55:00,16570.3,16601.6,16557.8,16600.8,1113,0,5
192,2024.01.02,17:00:00,16601.1,16626.1,16594.9,16616.2,1369,0,5
193,2024.01.02,17:05:00,16616.6,16618.2,16585.1,16598.6,1493,0,5
194,2024.01.02,17:10:00,16597.6,16608.1,16581.3,16586.1,1410,0,5
195,2024.01.02,17:15:00,16584.3,16591.6,16572.8,16573.1,1158,0,5
196,2024.01.02,17:20:00,16573.6,16596.6,16571.6,16593.3,914,0,5
197,2024.01.02,17:25:00,16593.7,16596.2,16554.8,16560.8,1036,0,5
198,2024.01.02,17:30:00,16560.3,16560.5,16539.8,16543.1,965,0,5
199,2024.01.02,17:35:00,16543.5,16544.1,16533.6,16537.8,818,0,5
200,2024.01.02,17:40:00,16537.3,16554.8,16534.8,16553.1,944,0,5
201,2024.01.02,17:45:00,16552.2,16560.5,16526.3,16527.3,919,0,5
202,2024.01.02,17:50:00,16527.7,16542.2,16522.8,16537.3,900,0,5
203,2024.01.02,17:55:00,16536.8,16549.6,16532.7,16548.3,654,0,5
204,2024.01.02,18:00:00,16547.8,16570.6,16546.6,16568.3,760,0,5
205,2024.01.02,18:05:00,16567.8,16575.0,16554.7,16573.3,846,0,5
206,2024.01.02,18:10:00,16572.6,16594.3,16572.6,16585.0,894,0,5
207,2024.01.02,18:15:00,16584.7,16594.5,16580.8,16593.0,752,0,5
208,2024.01.02,18:20:00,16592.2,16598.1,16581.6,16586.1,817,0,5
209,2024.01.02,18:25:00,16586.6,16599.3,16584.8,16598.5,611,0,5
210,2024.01.02,18:30:00,16596.7,16607.3,16596.7,16606.3,641,0,5
211,2024.01.02,18:35:00,16605.8,16610.0,16597.3,16601.3,453,0,5
212,2024.01.02,18:40:00,16601.6,16610.7,16598.6,16610.6,386,0,5
213,2024.01.02,18:45:00,16610.3,16625.2,16607.2,16622.8,587,0,5
214,2024.01.02,18:50:00,16622.4,16624.3,16609.8,16612.2,455,0,5
215,2024.01.02,18:55:00,16612.7,16620.9,16610.9,16618.1,433,0,5
216,2024.01.02,19:00:00,16618.4,16624.8,16615.3,16622.8,447,0,5
217,2024.01.02,19:05:00,16622.4,16626.9,16617.8,16620.7,427,0,5
218,2024.01.02,19:10:00,16620.4,16623.6,16613.3,16618.4,479,0,5
219,2024.01.02,19:15:00,16618.7,16618.7,16593.6,16601.8,659,0,5
220,2024.01.02,19:20:00,16601.3,16612.6,16598.9,16602.7,550,0,5
221,2024.01.02,19:25:00,16602.4,16608.7,16598.4,16602.9,437,0,5
222,2024.01.02,19:30:00,16603.2,16614.2,16594.9,16614.2,498,0,5
223,2024.01.02,19:35:00,16614.9,16619.8,16610.6,16619.2,462,0,5
224,2024.01.02,19:40:00,16619.6,16629.2,16616.8,16618.4,496,0,5
225,2024.01.02,19:45:00,16618.7,16619.7,16587.4,16594.2,586,0,5
226,2024.01.02,19:50:00,16593.9,16595.2,16577.3,16578.4,621,0,5
227,2024.01.02,19:55:00,16578.7,16580.6,16560.9,16563.1,618,0,5
228,2024.01.02,20:00:00,16563.7,16565.6,16553.1,16559.7,525,0,5
229,2024.01.02,20:05:00,16560.1,16563.2,16547.3,16550.3,495,0,5
230,2024.01.02,20:10:00,16550.7,16566.6,16548.4,16563.4,518,0,5
231,2024.01.02,20:15:00,16563.1,16570.1,16559.9,16568.4,419,0,5
232,2024.01.02,20:20:00,16568.7,16579.6,16567.2,16577.4,365,0,5
233,2024.01.02,20:25:00,16575.6,16587.9,16575.4,16577.4,360,0,5
234,2024.01.02,20:30:00,16577.7,16585.7,16573.2,16583.8,425,0,5
235,2024.01.02,20:35:00,16582.4,16587.7,16577.7,16587.4,413,0,5
236,2024.01.02,20:40:00,16586.9,16588.2,16576.9,16578.9,410,0,5
237,2024.01.02,20:45:00,16579.2,16588.2,16572.7,16573.6,460,0,5
238,2024.01.02,20:50:00,16573.3,16573.7,16555.2,16556.2,574,0,5
239,2024.01.02,20:55:00,16556.7,16558.1,16537.4,16545.4,561,0,5
240,2024.01.02,21:00:00,16545.9,16551.3,16527.8,16529.3,638,0,5
241,2024.01.02,21:05:00,16529.6,16533.6,16517.4,16527.6,610,0,5
242,2024.01.02,21:10:00,16526.6,16546.7,16523.2,16540.7,593,0,5
243,2024.01.02,21:15:00,16540.4,16542.2,16533.3,16537.9,405,0,5
244,2024.01.02,21:20:00,16537.4,16542.1,16534.4,16537.8,341,0,5
245,2024.01.02,21:25:00,16538.1,16550.2,16537.2,16548.1,357,0,5
246,2024.01.02,21:30:00,16547.7,16556.3,16539.7,16545.4,444,0,5
247,2024.01.02,21:35:00,16545.7,16547.2,16533.7,16534.1,318,0,5
248,2024.01.02,21:40:00,16533.7,16538.8,16529.8,16536.4,412,0,5
249,2024.01.02,21:45:00,16535.8,16540.4,16527.8,16528.9,337,0,5
250,2024.01.02,21:50:00,16528.6,16533.9,16512.8,16515.7,517,0,5
251,2024.01.02,21:55:00,16515.4,16516.1,16503.3,16503.9,441,0,5
252,2024.01.02,22:00:00,16504.2,16508.6,16473.4,16477.7,638,0,5
253,2024.01.02,22:05:00,16478.2,16491.3,16475.4,16482.1,656,0,5
254,2024.01.02,22:10:00,16482.8,16488.9,16471.9,16475.8,450,0,5
255,2024.01.02,22:15:00,16476.2,16494.6,16473.4,16491.2,609,0,5
256,2024.01.02,22:20:00,16490.9,16493.2,16479.9,16491.9,489,0,5
257,2024.01.02,22:25:00,16492.2,16496.6,16484.7,16494.4,417,0,5
258,2024.01.02,22:30:00,16494.7,16507.9,16493.6,16497.9,546,0,5
259,2024.01.02,22:35:00,16498.2,16498.2,16486.3,16489.1,466,0,5
260,2024.01.02,22:40:00,16488.8,16503.6,16487.7,16501.2,468,0,5
261,2024.01.02,22:45:00,16501.6,16515.8,16501.3,16514.4,488,0,5
262,2024.01.02,22:50:00,16518.8,16549.9,16518.8,16543.7,1083,0,5
263,2024.01.02,22:55:00,16544.2,16574.8,16544.2,16569.8,887,0,5
264,2024.01.02,23:00:00,16569.8,16585.1,16563.4,16580.9,133,0,17
265,2024.01.02,23:05:00,16581.7,16584.9,16579.1,16580.7,44,0,17
266,2024.01.02,23:10:00,16579.9,16584.8,16576.3,16576.7,41,0,17
267,2024.01.02,23:15:00,16578.1,16578.9,16576.6,16577.4,13,0,17
268,2024.01.02,23:20:00,16578.1,16579.1,16577.4,16579.1,10,0,17
269,2024.01.02,23:25:00,16579.8,16579.8,16578.2,16578.2,7,0,17
270,2024.01.02,23:30:00,16578.9,16578.9,16577.7,16578.8,10,0,17
271,2024.01.02,23:35:00,16579.6,16579.6,16575.9,16576.9,16,0,17
272,2024.01.02,23:40:00,16577.6,16580.4,16577.6,16580.2,25,0,17
273,2024.01.02,23:45:00,16581.2,16581.2,16578.7,16579.9,13,0,17
274,2024.01.02,23:50:00,16579.1,16581.0,16578.4,16579.7,22,0,17
275,2024.01.02,23:55:00,16578.9,16579.6,16578.2,16579.6,15,0,17
276,2024.01.03,01:00:00,16582.2,16583.5,16575.2,16582.5,189,0,17
277,2024.01.03,01:05:00,16582.2,16582.7,16580.8,16580.8,16,0,17
278,2024.01.03,01:10:00,16581.5,16582.2,16576.3,16577.2,14,0,17
279,2024.01.03,01:15:00,16576.5,16576.5,16569.6,16569.6,20,0,17
280,2024.01.03,01:20:00,16570.3,16572.5,16564.2,16568.0,33,0,17
281,2024.01.03,01:25:00,16569.0,16571.8,16567.3,16568.7,28,0,17
282,2024.01.03,01:30:00,16569.6,16571.1,16568.1,16571.1,9,0,17
283,2024.01.03,01:35:00,16570.7,16570.7,16570.2,16570.2,2,0,17
284,2024.01.03,01:40:00,16570.0,16571.0,16568.8,16568.8,9,0,17
285,2024.01.03,01:45:00,16568.0,16570.3,16568.0,16570.3,10,0,17
286,2024.01.03,01:50:00,16569.6,16570.7,16569.6,16570.5,7,0,17
287,2024.01.03,01:55:00,16571.2,16572.0,16571.2,16572.0,2,0,17
288,2024.01.03,02:00:00,16571.3,16572.0,16568.0,16570.5,18,0,17
289,2024.01.03,02:05:00,16569.8,16570.3,16568.7,16570.3,8,0,17
290,2024.01.03,02:10:00,16570.5,16573.2,16570.1,16573.2,16,0,17
291,2024.01.03,02:15:00,16574.1,16574.8,16572.5,16572.5,5,0,17
292,2024.01.03,02:20:00,16573.3,16575.0,16572.5,16574.3,8,0,17
293,2024.01.03,02:25:00,16575.0,16576.0,16573.0,16573.0,14,0,17
294,2024.01.03,02:30:00,16572.1,16573.5,16571.2,16573.5,7,0,17
295,2024.01.03,02:35:00,16572.3,16573.7,16569.2,16569.2,16,0,17
296,2024.01.03,02:40:00,16568.3,16568.3,16566.0,16566.7,7,0,17
297,2024.01.03,02:45:00,16567.5,16567.5,16566.8,16567.5,5,0,17
298,2024.01.03,02:50:00,16566.8,16566.8,16562.3,16565.7,13,0,17
299,2024.01.03,02:55:00,16566.5,16566.5,16564.1,16564.1,12,0,17
300,2024.01.03,03:00:00,16563.3,16567.5,16562.3,16563.8,17,0,17
301,2024.01.03,03:05:00,16563.1,16564.8,16560.5,16560.5,14,0,17
302,2024.01.03,03:10:00,16559.7,16560.8,16557.1,16558.7,11,0,17
303,2024.01.03,03:15:00,16558.0,16560.3,16555.3,16560.3,26,0,17
304,2024.01.03,03:20:00,16561.2,16561.2,16557.8,16557.8,16,0,17
305,2024.01.03,03:25:00,16557.1,16559.3,16556.6,16558.6,15,0,17
306,2024.01.03,03:30:00,16559.3,16560.0,16554.8,16556.3,18,0,17
307,2024.01.03,03:35:00,16557.1,16560.2,16555.3,16557.1,24,0,17
308,2024.01.03,03:40:00,16557.8,16557.8,16555.3,16557.1,15,0,17
309,2024.01.03,03:45:00,16556.3,16558.6,16554.8,16557.8,11,0,17
310,2024.01.03,03:50:00,16558.5,16562.6,16558.3,16562.6,9,0,17
311,2024.01.03,03:55:00,16561.8,16563.6,16558.2,16558.2,16,0,17
312,2024.01.03,04:00:00,16559.0,16561.0,16557.3,16561.0,12,0,17
313,2024.01.03,04:05:00,16560.3,16561.8,16558.7,16558.7,9,0,17
314,2024.01.03,04:10:00,16558.0,16559.5,16558.0,16559.0,9,0,17
315,2024.01.03,04:15:00,16558.3,16558.3,16553.8,16553.8,12,0,17
316,2024.01.03,04:20:00,16553.1,16553.7,16550.8,16550.8,13,0,17
317,2024.01.03,04:25:00,16551.5,16551.5,16547.3,16548.7,13,0,17
318,2024.01.03,04:30:00,16549.7,16551.2,16548.3,16549.8,11,0,17
319,2024.01.03,04:35:00,16549.1,16552.7,16549.1,16551.3,12,0,17
320,2024.01.03,04:40:00,16552.0,16552.7,16551.3,16552.1,9,0,17
321,2024.01.03,04:45:00,16551.3,16552.2,16549.0,16551.3,9,0,17
322,2024.01.03,04:50:00,16550.6,16553.5,16550.6,16550.6,10,0,17
323,2024.01.03,04:55:00,16549.7,16551.1,16547.3,16549.6,17,0,17
324,2024.01.03,05:00:00,16550.5,16552.8,16550.5,16552.7,12,0,17
325,2024.01.03,05:05:00,16553.6,16556.1,16553.5,16554.8,11,0,17
326,2024.01.03,05:10:00,16555.5,16555.5,16552.3,16552.3,7,0,17
327,2024.01.03,05:15:00,16553.1,16553.1,16548.5,16550.0,11,0,17
328,2024.01.03,05:20:00,16550.8,16550.8,16549.0,16550.1,14,0,17
329,2024.01.03,05:25:00,16549.3,16549.8,16548.6,16549.8,11,0,17
330,2024.01.03,05:30:00,16549.1,16555.3,16549.1,16555.3,13,0,17
331,2024.01.03,05:35:00,16554.6,16554.6,16551.3,16552.0,12,0,17
332,2024.01.03,05:40:00,16552.8,16553.5,16551.1,16552.7,7,0,17
333,2024.01.03,05:45:00,16551.8,16552.6,16551.8,16551.8,5,0,17
334,2024.01.03,05:50:00,16552.6,16552.6,16550.6,16550.6,3,0,17
335,2024.01.03,05:55:00,16551.3,16552.0,16551.1,16551.1,9,0,17
336,2024.01.03,06:00:00,16550.2,16551.2,16548.1,16548.8,7,0,17
337,2024.01.03,06:05:00,16548.1,16548.1,16546.6,16546.6,7,0,17
