Date,MMM,AOS,ABT,ABBV,ACN,ADBE,AMD,AES,AFL,A,APD,ABNB,AKAM,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,AME,AMGN,APH,ADI,ANSS,AON,APA,AAPL,AMAT,APTV,ACGL,ADM,ANET,AJG,AIZ,T,ATO,ADSK
2024-01-08,0.01894130616286579,-0.016690213480189512,0.007906844118745468,-0.034889439335671395,0.0016477998396488233,-0.001971013196158014,0.014508094343777408,0.005365108932338792,0.009290174946720957,0.006486635940509515,0.0006797491865273068,-0.021855995487229708,-0.008437211774855038,0.0013158797554103365,0.015400238329079621,0.026855209367739448,0.007245860157780944,0.01260018973751353,0.012942382948357882,0.01287382594097554,0.0032860598408290414,0.006231583277968857,-0.011453402197043066,0.012048714844250552,-0.008351253026252689,0.010387713619923068,0.022780674507404213,-0.015773485245856315,0.0043542678927848055,0.04742371239371783,-0.1617132337964885,0.014531879159645796,0.022937663464562608,-0.0034646161713362,-0.02588687341721075,0.07555134592419233,-0.007048166197141745,0.015680398240043553,-0.008894966195098188,0.02460477661985434,-0.039497488089275765,0.029017804888098853,-0.02412945833747695,0.016535256643281152,-0.0013457669807708649,0.014587613395800402,-0.07940922367426552,-0.02814613367538336,-0.0010420597222964038,0.025981235579651367
2024-01-09,0.018929135517574545,-0.01756912096705497,0.008034666360202117,-0.03432290830585161,0.0011037254532781644,-0.0017397084911490552,0.014497261846268452,0.005280005842000008,0.00984019946882115,0.006239607816754702,0.0005373389381551025,-0.02159902789811329,-0.00888090859883418,0.000658854664076808,0.015411548800650368,0.026879791774485334,0.007270784061061062,0.013268654560714448,0.013016743256854106,0.012926834232039847,0.002897100677126084,0.005906443008721554,-0.011321538532429445,0.012402598581028266,-0.008493234192485339,0.011074061293550768,0.022580408834052292,-0.015860880970932353,0.004413264370836673,0.04427676403102606,-0.16146943361471483,0.014542394648124705,0.022935352819311156,-0.003387944525463078,-0.02576888679841745,0.07597746482171536,-0.006373405061937358,0.015594751320443944,-0.009870784088985998,0.02477758434527906,-0.03783448824277041,0.030017242007597245,-0.023711403314122925,0.016382168027840927,-0.002109343058240373,0.014135028221668395,-0.08115214356294584,-0.028135853833832117,-0.00039898594171950563,0.028192220398741287
2024-01-10,0.019028709658035773,-0.017776333088729942,0.007718570272525578,-0.03395067911123484,0.0005897453247448652,-0.0010911404628593984,0.01454450156457658,0.005435383072124917,0.010117234516565425,0.0061633078672038285,0.0006951304512554539,-0.024129148405388667,-0.008958605515745595,0.00021404550569575808,0.015482391490089249,0.027244203783562532,0.00732332331758812,0.014077305400937113,0.013069765651223532,0.012963043770797407,0.0025542502565419475,0.005584152974860294,-0.011419954324744798,0.011985158248046674,-0.00842277566047292,0.011186555096921867,0.022788623194674732,-0.015645272037593853,0.004387173871930658,0.04366629241132188,-0.16229205443618935,0.014644699786298156,0.022861395449798896,-0.003242455480020785,-0.02554451280523527,0.07732210810904801,-0.005686760497752947,0.01560397340579687,-0.010301735828490822,0.024989241925695804,-0.03652600657488635,0.027957275282231884,-0.019345552993172043,0.016313512964495448,-0.0030921628168027525,0.013714997994842593,-0.08320926404012195,-0.02799456093566821,-0.0013710249848895224,0.02977392738056813
2024-01-11,0.02035334881868564,-0.017599746150086807,0.00789898439631513,-0.03274496692078384,0.00034087502705783935,-0.0005411801000613163,0.014620079135652183,0.00571249006521238,0.010274178988067944,0.006188186600803595,0.0010303330318093987,-0.024525380081487937,-0.008870078128599105,3.748209433992131e-05,0.015494334821305565,0.02715791497048134,0.007278844109646551,0.014660089175260734,0.013131897649982694,0.013045884249114622,0.0024216754936200523,0.005570270198496392,-0.010935787491182089,0.012383197678874294,-0.008965200618802968,0.010799946465706749,0.022398904539760803,-0.014959979092943677,0.004797941170338359,0.042075653901666586,-0.16003531032931506,0.014167625077204734,0.022791715539009157,-0.002654712836833485,-0.024604674620876652,0.07730190590128277,-0.004616505033415101,0.01536651912631854,-0.010280784706024252,0.02501877299609933,-0.03357919757537438,0.027405046214460025,-0.0194662116680359,0.01610983679882373,-0.003721773504973133,0.013413000132015516,-0.09330689731776827,-0.027313383510852118,-0.0012782303125838813,0.03075306563258718
2024-01-12,0.02029533246677551,-0.01796334399882321,0.007998401058015112,-0.03248413017978431,-0.00010316109248380673,-1.208252906269201e-05,0.014533767603786668,0.0057697455212663675,0.010117955055072793,0.006012343793561141,0.0009669047926409481,-0.024500531332538718,-0.009035025538978553,-0.00026553162567143773,0.015458842345673435,0.027203588798654456,0.007297284841801339,0.015106626873642864,0.013141660227913774,0.013028349433301807,0.0022281631872380714,0.005399565984801413,-0.01117878886415407,0.012877136877587533,-0.009049656726786192,0.008643716589236298,0.02210266231897789,-0.01462804012476657,0.005025418999891851,0.04164320089387291,-0.1573664912755042,0.014127530883793862,0.022612804116084625,-0.002090235213888516,-0.02417933514233094,0.07963914796324707,-0.003822494108971227,0.015184553918798529,-0.010530170298788255,0.025021793463287187,-0.03281775831154075,0.027434114852823783,-0.019684680542494143,0.01589084301268288,-0.004472068688178347,0.013358617595088745,-0.09660113703793576,-0.027330951066256753,-0.0018843863010615922,0.03187992653048096
2024-01-16,0.020433043467972475,-0.018483851797432383,0.008383094878671988,-0.03248134687270208,-0.0005831280518744272,5.774748634057168e-05,0.014509717162364644,0.00579597624125532,0.009892120038346873,0.005950048232897864,0.0008670917572490876,-0.02415271717508163,-0.009488409676874173,-0.0006834832170878521,0.015469981413651619,0.02744803711585566,0.007195543270842106,0.008511480171028573,0.013157880436928478,0.013046660884807623,0.0019348323986587332,0.005317086379088801,-0.011307318901618938,0.015777951056204796,-0.00930278026978054,0.009109037048462446,0.021985622459288957,-0.01468519432407473,0.005134035158206933,0.045109784884787396,-0.15947693162189405,0.014122182787663183,0.02280996236422869,0.0008759466193304543,-0.02391407915424845,0.08168203095799371,-0.0032683326985526147,0.015110507958604818,-0.010790661960455623,0.025238743162667897,-0.02600455679096732,0.026630773824080044,-0.020399882257652064,0.01564867206699809,-0.004924784385216062,0.013766581471732616,-0.10020302346547921,-0.027873660336016327,-0.001975857042991499,0.029027826843789486
2024-01-17,0.020157268097069633,-0.018686717927745088,0.00842786764058629,-0.03207038387458563,-0.0010497127891733206,0.00017632898882324983,0.014223110769900866,0.005911045196789588,0.010052956864088084,0.005702020024444493,0.0007257866443969443,-0.023927492331375675,-0.009678663448108374,-0.0011070036677245767,0.015178363385356492,0.02710883716328529,0.007011282075852288,0.008136394016594347,0.012920935848521803,0.010538309854224841,0.0016552380702305953,0.005143885222191446,-0.011431669846309793,0.01579836637378255,-0.00943101388796061,0.018268333025011376,0.02127058271496989,-0.01445917103921474,0.0053310882938258485,0.04069841281027244,-0.15850339579611017,0.013837447750523386,0.022383624319659578,0.0015261429790036718,-0.023287735680901513,0.08238239674690931,-0.0022766673727604822,0.01477423290362856,-0.01065135283621701,0.024925041207866774,-0.025886443147186293,0.026038821414505378,-0.020373252515330408,0.015131450006742557,-0.005186602268453557,0.014438493728117084,-0.10076907394744762,-0.02820599906232135,-0.003017648561073885,0.030125935862825633
2024-01-18,0.019740332913794206,-0.018863555876963,0.008706214641475064,-0.03185465061808333,-0.0015397695615348996,0.000327612982006446,0.013793477098345268,0.007101685987318998,0.009361404408368771,0.005317670508224278,0.0003322309845836402,-0.018613436185732496,-0.00986996048128639,-0.0016952572605912987,0.014756179214281753,0.02531794039465658,0.00662604346847908,0.015383568997186927,0.01257542016144103,0.010117552164623147,0.0012442751114809872,0.004809966596021506,-0.011901665895308031,0.01613458314646212,-0.009754444346156821,0.01823229157634343,0.020877643126794757,-0.014603620088940153,0.005166264031462605,0.03984414738718675,-0.1600630201118083,0.013445271374377725,0.021907161566071066,0.0020216313406719684,-0.022795462502562928,0.08278328182285802,-0.0019167685612279058,0.014341816285264986,-0.007078127221589925,0.02364648953708563,-0.02654413173970778,0.026122773066387016,-0.02121502115095155,0.014508404212151856,-0.005671474302518954,0.015089730706937657,-0.10348554501278039,-0.028946101037319864,-0.003587988044935973,0.03036693518765669
2024-01-19,0.019623707570393414,-0.019257357729345285,0.00894530309408698,-0.03144632301258645,-0.0017830012521410016,0.00023111269947757783,0.014217897379753342,0.007486692802992575,0.008875559764959481,0.005119592532262197,0.00023995699559972348,-0.018726033889305355,-0.010027815326269252,-0.002215014300994159,0.014514156472381143,0.024693280477750813,0.00631804094023821,0.01573125848001155,0.012393485965438508,0.00993409923597845,0.0009291137390857996,0.0046652116164620705,-0.01200727613751973,0.01642270189464326,-0.006741546226057561,0.01859267603410646,0.02050146182176951,-0.01566596486589849,0.0031136799877411647,0.03942867615436438,-0.15999529716248084,0.013241934039835295,0.021895178968544423,0.002536765694876072,-0.022766875619743016,0.08369614922379733,-0.001133879873763992,0.014043206882151415,-0.010831734330728805,0.023411468645158414,-0.026250597516720698,0.026236365826620686,-0.021524060922487123,0.014119254591503346,0.0005135149867894976,0.01632100172846044,-0.10525250854450657,-0.029704103765057648,-0.004670609524394012,0.032007493752766424
2024-01-22,0.01911371652849299,-0.019675500017217098,0.009186377271357517,-0.031188070175979563,-0.0021306725246259648,0.0010977226368879304,0.013226864180140544,0.008720044405765922,0.007901452188170595,0.004623234955183907,-0.0001361338110771785,-0.01815243029770535,-0.010361067333375225,-0.0031373364570431266,0.013967808095178353,0.023942611102431503,0.005815491291805566,0.015888726173610007,0.011753391135223536,0.009444269193087922,0.0005266814325082992,0.005250298597088344,-0.012757900062305151,0.016257675170125326,-0.007112374783228063,0.01829814290277418,0.020077903091614505,-0.015507197896775833,0.0027221045963266377,0.03882451813569116,-0.159761807324518,0.012769700597894179,0.021471871025816328,0.0027934252807645756,-0.019584104183415885,0.09125227068462295,-0.0017302815743931775,0.014546629121289085,-0.006202666953819557,0.02290778557781987,-0.02723171351002747,0.02611812996596284,-0.021875570653955286,0.013386616382410555,-0.00042699203483952266,0.015885629161821763,-0.10735971109060653,-0.030511721687184207,-0.005156747627907934,0.032228909118133
