<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.02.24	25296.1	25296.1	25296.1	25296.1	1	0	0
2018.02.26	25340.3	25767.9	25291.9	25751.4	193119	260096	0
2018.02.27	25755.9	25806.2	25381.7	25411.9	365928	514294	0
2018.02.28	25408.9	25570.6	25012.4	25085.6	329833	461986	0
2018.03.01	25085.4	25179.0	24426.7	24628.3	547613	784873	0
2018.03.02	24625.4	24664.8	24200.3	24533.5	516928	725717	0
2018.03.05	24466.8	24952.4	24307.3	24877.0	362396	511106	0
2018.03.06	24882.3	25045.0	24693.1	24851.0	315947	431284	0
2018.03.07	24564.8	24842.4	24406.7	24783.2	361284	518487	0
2018.03.08	24790.7	24954.6	24702.3	24879.9	234414	320429	0
2018.03.09	24869.2	25342.7	24836.9	25334.5	120167	156568	0
2018.03.12	25333.5	25506.8	25149.8	25201.4	125511	177625	0
2018.03.13	25187.1	25376.7	24943.8	25009.4	148098	195783	0
2018.03.14	24972.1	25151.3	24665.8	24777.8	182967	433890	0
2018.03.15	24783.1	25052.5	24669.9	24925.3	163216	315212	0
2018.03.16	24924.1	25028.5	24824.6	24941.6	131784	209359	0
2018.03.19	24943.1	24945.1	24439.8	24653.9	175959	438288	0
2018.03.20	24647.1	24791.5	24585.9	24751.4	149090	302974	0
2018.03.21	24754.1	24973.2	24639.2	24705.8	148014	342360	0
2018.03.22	24709.1	24781.1	23910.5	23978.6	236250	692224	0
2018.03.23	23965.1	24081.2	23474.2	23559.8	309141	891260	0
2018.03.26	23570.1	24200.8	23529.1	24181.9	239769	529491	0
2018.03.27	24177.1	24413.5	23669.0	23819.1	237395	693106	0
2018.03.28	23823.1	24053.5	23685.3	23849.4	334520	1081265	0
2018.03.29	23868.1	24267.2	23774.4	24071.4	209263	545604	0
2018.04.02	24040.1	24125.6	23285.3	23597.8	236945	581867	0
2018.04.03	23592.1	23986.5	23523.4	23962.9	216484	590587	0
2018.04.04	23957.1	24259.3	23339.4	24230.4	255202	660764	0
2018.04.05	24237.1	24574.2	24211.9	24460.4	204156	387641	0
2018.04.06	24460.1	24484.1	23680.5	23893.3	318315	693158	0
2018.04.09	23956.1	24326.5	23890.6	23973.9	200221	378575	0
2018.04.10	23984.1	24462.0	23925.8	24337.8	258560	611078	0
2018.04.11	24335.4	24344.8	24041.9	24157.8	184819	394451	0
2018.04.12	24160.1	24540.7	24120.9	24458.4	164556	320276	0
2018.04.13	24422.1	24607.1	24187.8	24324.1	169982	334141	0
2018.04.16	24466.1	24623.0	24361.6	24539.9	150594	248740	0
2018.04.17	24539.1	24808.2	24529.9	24687.8	132336	211149	0
2018.04.18	24672.1	24788.8	24662.2	24721.4	110890	169157	0
2018.04.19	24717.1	24761.1	24496.0	24612.8	131828	267478	0
2018.04.20	24613.1	24644.8	24318.2	24411.6	141814	256558	0
2018.04.23	24518.1	24529.1	24272.0	24411.4	135747	239033	0
2018.04.24	24413.1	24581.4	23768.3	23977.9	178071	482795	0
2018.04.25	23982.1	24088.5	23764.8	24068.3	202018	416957	0
2018.04.26	24072.1	24343.2	23993.8	24270.4	149317	271166	0
2018.04.27	24287.1	24296.8	24129.2	24260.4	127531	221423	0
2018.04.30	24251.5	24438.8	24080.6	24093.1	127710	232268	0
2018.05.01	24106.1	24168.9	23734.8	24062.4	141337	271944	0
2018.05.02	24083.1	24117.5	23778.9	23794.1	147195	290139	0
2018.05.03	23798.1	23921.5	23449.8	23894.8	179609	454395	0
2018.05.04	23895.1	24261.2	23702.2	24215.6	165431	293214	0
2018.05.07	24210.1	24406.5	24186.2	24266.8	130080	221317	0
2018.05.08	24270.1	24338.2	24117.8	24285.3	149275	297226	0
2018.05.09	24280.1	24526.5	24248.9	24485.9	120076	208830	0
2018.05.10	24493.1	24750.5	24454.9	24660.4	109237	205045	0
2018.05.11	24663.1	24833.2	24663.1	24796.3	107945	180821	0
2018.05.14	24842.1	24956.5	24819.8	24853.8	92979	146145	0
2018.05.15	24855.1	24880.1	24590.3	24646.9	134558	267037	0
2018.05.16	24655.1	24767.0	24600.6	24722.9	101284	154727	0
2018.05.17	24728.6	24826.5	24620.3	24697.4	103311	176339	0
2018.05.18	24688.1	24792.1	24645.8	24700.4	109349	190131	0
2018.05.21	24894.6	25070.0	24883.3	24998.3	93049	147197	0
2018.05.22	24987.6	25056.6	24797.2	24825.4	80526	134539	0
2018.05.23	24820.1	24870.5	24617.9	24844.8	129315	237571	0
2018.05.24	24844.1	24858.8	24576.2	24793.1	121639	224237	0
2018.05.25	24795.1	24895.8	24666.8	24740.3	112823	184664	0
2018.05.28	24826.1	24831.1	24697.7	24762.5	64376	52092	0
2018.05.29	24767.6	24778.3	24222.0	24384.8	166458	363986	0
2018.05.30	24390.6	24708.7	24317.4	24650.6	138058	231221	0
2018.05.31	24612.3	24698.5	24336.3	24429.5	136124	277662	0
2018.06.01	24432.7	24674.3	24412.2	24633.6	112991	190937	0
2018.06.04	24598.9	24858.8	24566.3	24805.0	94229	136281	0
2018.06.05	24797.7	24855.0	24703.8	24822.5	90765	141223	0
2018.06.06	24823.9	25156.2	24807.5	25146.3	89742	161493	0
2018.06.07	25144.5	25323.4	25115.3	25269.0	115459	222763	0
2018.06.08	25254.0	25325.8	25071.8	25320.4	117804	154586	0
2018.06.11	25248.7	25398.5	25235.5	25321.9	91216	117062	0
2018.06.12	25306.1	25384.1	25238.2	25331.3	99540	120548	0
2018.06.13	25322.1	25359.5	25182.4	25192.3	87906	148961	0
2018.06.14	25185.1	25334.5	25127.4	25198.1	98372	167566	0
2018.06.15	25169.1	25188.3	24891.3	25075.4	123325	214494	0
2018.06.18	25051.1	25130.4	24822.8	24992.8	102474	150473	0
2018.06.19	24991.1	25000.1	24552.9	24705.8	164703	272592	0
2018.06.20	24706.1	24841.4	24615.8	24654.8	115814	172316	0
2018.06.21	24650.1	24777.6	24387.3	24448.6	139913	261389	0
2018.06.22	24439.1	24648.5	24427.9	24565.1	105385	126553	0
2018.06.25	24569.1	24598.1	24060.8	24255.8	177978	347016	0
2018.06.26	24263.1	24358.5	24200.3	24246.8	142530	246656	0
2018.06.27	24268.1	24548.2	24061.8	24115.9	186467	396965	0
2018.06.28	24104.1	24278.2	23962.3	24233.4	193628	404874	0
2018.06.29	24234.8	24480.5	24190.4	24254.4	154710	264440	0
2018.07.02	24271.1	24308.1	24008.9	24272.4	170111	272369	0
2018.07.03	24270.1	24428.1	24112.2	24147.8	126927	194603	0
2018.07.04	24125.1	24235.3	24107.8	24184.7	80672	58689	0
2018.07.05	24184.1	24345.3	24098.4	24319.8	143914	242567	0
2018.07.06	24298.1	24491.5	24223.9	24447.3	141606	218463	0
2018.07.09	24458.1	24775.4	24455.6	24768.9	96931	137633	0
2018.07.10	24762.1	24921.5	24728.0	24783.9	103230	144833	0
2018.07.11	24743.1	24789.2	24595.9	24698.8	167504	264011	0
2018.07.12	24696.1	24912.2	24663.6	24882.4	114508	171593	0
2018.07.13	24893.1	25013.5	24853.8	25003.8	99925	147585	0
2018.07.16	25038.1	25074.4	24947.3	25035.8	91709	137183	0
2018.07.17	25028.1	25126.2	24955.5	25096.6	99874	157596	0
2018.07.18	25105.1	25180.5	25066.2	25141.6	83231	129047	0
2018.07.19	25148.1	25189.2	25018.3	25038.9	102205	175168	0
2018.07.20	25033.1	25095.7	24894.9	25042.8	118265	186814	0
2018.07.23	25063.1	25064.1	24937.6	25010.3	99669	146982	0
2018.07.24	25008.1	25255.2	25007.6	25177.8	109246	195316	0
2018.07.25	25180.1	25433.4	25074.8	25429.8	113947	194180	0
2018.07.26	25399.1	25554.5	25377.3	25488.1	114000	179188	0
2018.07.27	25478.1	25558.1	25335.3	25413.6	113587	230420	0
2018.07.30	25405.1	25461.2	25250.3	25290.4	107753	185142	0
2018.07.31	25293.1	25471.4	25257.4	25453.8	100307	179580	0
2018.08.01	25448.8	25457.8	25234.8	25305.4	108029	176385	0
2018.08.02	25295.1	25316.6	25073.5	25310.4	113352	210025	0
2018.08.03	25314.1	25423.5	25245.8	25408.8	91007	150412	0
2018.08.06	25425.8	25495.5	25332.2	25449.8	80788	126251	0
2018.08.07	25454.1	25648.5	25446.8	25599.1	70433	107181	0
2018.08.08	25596.1	25619.8	25489.8	25490.8	69685	104904	0
2018.08.09	25493.1	25591.0	25447.1	25461.4	71106	104003	0
2018.08.10	25465.8	25477.8	25203.2	25342.8	111496	214476	0
2018.08.13	25293.1	25362.3	25134.3	25207.9	135873	215095	0
2018.08.14	25212.6	25324.6	25184.8	25300.8	104037	155936	0
2018.08.15	25300.1	25308.1	24946.2	25190.1	129457	275299	0
2018.08.16	25190.1	25601.5	25137.9	25582.8	114136	174332	0
2018.08.17	25568.1	25725.5	25499.9	25692.1	110433	182682	0
2018.08.20	25688.8	25785.3	25655.4	25744.9	84698	96394	0
2018.08.21	25736.9	25880.3	25714.6	25740.9	79711	92190	0
2018.08.22	25717.9	25831.3	25670.9	25722.9	99673	115822	0
2018.08.23	25725.9	25761.5	25602.5	25669.1	89078	107273	0
2018.08.24	25672.1	25823.0	25647.8	25798.1	84050	95191	0
2018.08.27	25807.1	26082.9	25800.8	26077.9	73914	84962	0
2018.08.28	26074.9	26151.2	26039.0	26087.9	72486	82741	0
2018.08.29	26091.9	26181.8	26046.8	26147.4	74184	91738	0
2018.08.30	26150.4	26164.4	25942.8	25982.4	94158	133846	0
2018.08.31	25972.4	26044.8	25892.5	26032.4	100356	132199	0
2018.09.03	26016.4	26075.4	25956.1	26021.4	55387	43854	0
2018.09.04	26022.4	26064.4	25813.3	25991.8	107172	157358	0
2018.09.05	25988.5	26023.9	25839.2	25981.0	110579	179424	0
2018.09.06	25969.7	26098.1	25892.8	26014.7	119392	243576	0
2018.09.07	26005.9	26035.9	25831.3	25940.6	130800	287940	0
2018.09.10	25948.9	26059.1	25872.2	25894.9	101073	182792	0
2018.09.11	25897.1	26034.5	25763.2	26007.8	92827	150748	0
2018.09.12	26012.1	26162.0	25938.2	26001.3	107656	205476	0
2018.09.13	25993.1	26202.0	25978.9	26157.6	100099	170545	0
2018.09.14	26157.1	26235.3	26077.3	26155.9	87457	131157	0
2018.09.17	26146.1	26194.3	26040.8	26077.4	83260	125553	0
2018.09.18	26060.1	26329.5	25962.9	26291.3	100292	128942	0
2018.09.19	26291.1	26476.5	26236.9	26442.8	80471	112018	0
2018.09.20	26447.1	26715.1	26428.9	26713.9	80984	121691	0
2018.09.21	26703.1	26793.1	26686.5	26719.8	85417	135547	0
2018.09.24	26699.1	26713.1	26550.3	26595.8	87340	139673	0
2018.09.25	26591.1	26677.1	26475.2	26500.4	76994	113948	0
2018.09.26	26496.1	26600.7	26342.3	26381.9	85444	136333	0
2018.09.27	26387.1	26550.2	26330.8	26467.9	96683	143014	0
2018.09.28	26474.1	26506.5	26320.8	26475.1	100815	158703	0
2018.10.01	26504.1	26727.2	26502.9	26643.8	94178	146295	0
2018.10.02	26647.8	26811.5	26526.1	26791.3	99183	164143	0
2018.10.03	26784.1	26938.2	26748.8	26789.1	96845	161369	0
2018.10.04	26797.3	26798.8	26456.8	26659.9	136983	320178	0
2018.10.05	26650.3	26709.3	26285.2	26472.1	150893	353423	0
2018.10.08	26496.1	26522.4	26199.3	26505.9	145343	319735	0
2018.10.09	26505.1	26534.3	26312.8	26448.8	144220	305059	0
2018.10.10	26443.1	26497.1	25406.1	25418.8	202145	613610	0
2018.10.11	25432.4	25655.5	24868.8	25226.3	426096	1289590	0
2018.10.12	25192.1	25519.8	24967.3	25324.4	302864	878328	0
2018.10.15	25300.1	25446.5	25086.1	25162.1	233706	409101	0
2018.10.16	25146.1	25780.5	25141.1	25741.1	171755	260047	0
2018.10.17	25716.1	25820.1	25436.2	25718.4	182104	545839	0
2018.10.18	25693.0	25699.1	25194.5	25363.8	218584	755832	0
2018.10.19	25362.1	25573.5	25314.3	25410.9	200236	583433	0
2018.10.22	25304.8	25541.3	25197.2	25282.1	208671	594995	0
2018.10.23	25273.1	25286.3	24727.3	25211.8	265699	909431	0
2018.10.24	25219.1	25314.1	24488.3	24692.1	282150	1001065	0
2018.10.25	24675.1	25055.5	24548.6	24816.6	282428	884415	0
2018.10.26	24750.9	24862.5	24392.5	24670.1	376828	1165514	0
2018.10.29	24704.3	24983.2	24063.0	24362.9	295835	916505	0
2018.10.30	24363.3	24874.6	24307.9	24863.9	303918	858767	0
2018.10.31	24839.1	25280.5	24800.9	25025.8	206238	605568	0
2018.11.01	25026.1	25339.5	25023.4	25254.1	193442	525025	0
2018.11.02	25178.1	25661.1	25014.5	25200.6	256580	725259	0
2018.11.05	25193.1	25443.2	25107.8	25418.4	296258	474021	0
2018.11.06	25418.1	25636.3	25342.6	25614.3	257340	402408	0
2018.11.07	25597.1	26176.8	25510.8	26164.8	329999	533204	0
2018.11.08	26152.1	26247.5	26048.2	26166.9	252881	394262	0
2018.11.09	26155.1	26215.6	25854.8	25947.1	317081	496712	0
2018.11.12	25947.1	26077.1	25317.3	25373.4	394417	626020	0
2018.11.13	25386.1	25549.6	25164.5	25315.1	444411	734771	0
2018.11.14	25351.1	25473.5	24907.2	25060.4	514715	827714	0
2018.11.15	25041.1	25335.2	24768.2	25302.8	530666	879622	0
2018.11.16	25285.8	25490.7	25081.4	25431.9	398655	644504	0
2018.11.19	25374.1	25478.1	24877.5	25026.8	407087	663480	0
2018.11.20	25018.1	25029.1	24342.0	24411.8	572790	931540	0
2018.11.21	24419.1	24648.2	24367.9	24460.4	322375	513204	0
2018.11.22	24459.1	24527.9	24277.0	24313.8	92559	149510	0
2018.11.23	24329.1	24415.1	24234.5	24244.5	184935	290550	0
2018.11.26	24261.1	24655.0	24258.3	24493.9	236673	375850	0
2018.11.27	24507.1	24771.1	24395.0	24761.4	332171	532785	0
2018.11.28	24771.1	25360.8	24716.8	25329.1	314633	503120	0
2018.11.29	25301.1	25476.5	25199.2	25364.9	285938	455907	0
2018.11.30	25361.1	25594.6	25215.8	25581.6	213463	339858	0
2018.12.03	25898.2	26080.8	25679.4	25833.6	340132	539360	0
2018.12.04	25824.5	25827.6	24993.8	25030.0	530904	847508	0
2018.12.05	25020.8	25185.0	24999.1	25153.2	52881	88109	0
2018.12.06	25116.7	25121.5	24251.2	24924.5	691493	1203561	0
2018.12.07	24928.7	25111.1	24292.8	24427.7	593292	938169	0
2018.12.10	24341.7	24514.6	23891.4	24473.3	646764	1082806	0
2018.12.11	24484.0	24820.2	24228.4	24330.7	480126	804941	0
2018.12.12	24339.2	24841.7	24338.7	24536.2	380031	623092	0
2018.12.13	24568.5	24749.6	24479.4	24564.9	373251	611559	0
2018.12.14	24586.7	24606.9	24039.4	24056.2	226977	341269	0
2018.12.17	24020.5	24222.8	23462.3	23699.8	241783	417847	0
2018.12.18	23707.3	23937.5	23523.5	23569.1	193787	353624	0
2018.12.19	23567.3	24069.2	23165.0	23303.0	241152	469495	0
2018.12.20	23324.1	23448.1	22634.3	23040.9	397923	832761	0
2018.12.21	23019.1	23245.2	22365.6	22459.6	453878	936445	0
2018.12.24	22317.6	22568.3	21677.8	21699.0	347313	721671	0
2018.12.26	21751.6	22966.8	21440.0	22857.9	453964	958483	0
2018.12.27	22884.6	23196.6	22239.5	23092.8	515446	1006474	0
2018.12.28	23119.1	23367.8	22953.9	23046.3	457203	903987	0
2018.12.31	23186.6	23348.8	23087.7	23311.6	249222	466213	0
2019.01.02	23299.6	23413.6	22783.1	23124.8	481796	875345	0
2019.01.03	23024.6	23119.6	22611.8	22682.5	500971	892262	0
2019.01.04	22673.2	23499.6	22560.7	23384.0	454510	799251	0
2019.01.07	23419.7	23664.8	23276.4	23531.4	340972	572193	0
2019.01.08	23538.5	23844.6	23493.4	23737.9	323892	523453	0
2019.01.09	23710.4	23962.9	23710.2	23834.3	311591	502857	0
2019.01.10	23820.6	23996.0	23636.8	23959.5	299009	478690	0
2019.01.11	23949.1	23990.8	23764.9	23949.5	209670	327447	0
2019.01.14	23908.8	23933.2	23693.6	23873.1	189597	298344	0
2019.01.15	23866.1	24070.4	23821.6	23986.6	252591	404764	0
2019.01.16	23978.8	24256.4	23956.5	24167.6	183990	296788	0
2019.01.17	24158.6	24446.5	24007.5	24344.1	236120	385284	0
2019.01.18	24331.8	24740.8	24295.5	24735.0	223420	362608	0
2019.01.21	24691.8	24699.3	24525.0	24608.3	64191	103158	0
2019.01.22	24603.9	24640.6	24214.3	24415.2	246012	398769	0
2019.01.23	24381.9	24669.3	24274.3	24538.9	254939	413003	0
2019.01.24	24519.9	24605.6	24383.3	24489.2	247206	391608	0
2019.01.25	24480.9	24827.3	24454.9	24721.1	193927	306113	0
2019.01.26	24721.9	24721.9	24721.9	24721.9	1	0	0
2019.01.28	24682.9	24705.8	24281.3	24458.9	226461	364575	0
2019.01.29	24448.9	24636.3	24346.6	24616.6	193490	311684	0
2019.01.30	24643.9	25065.3	24537.6	24976.2	240009	386878	0
2019.01.31	24913.9	25039.9	24793.3	25032.6	216042	346126	0
2019.02.01	25029.9	25139.3	24930.8	24997.9	223645	353281	0
2019.02.04	24948.9	25194.9	24921.3	25168.7	130140	206052	0
2019.02.05	25163.9	25370.4	25138.7	25319.3	119501	191606	0
2019.02.06	25317.5	25384.4	25254.8	25319.3	133663	214813	0
2019.02.07	25302.0	25327.5	24964.0	25120.3	241749	392270	0
2019.02.08	25108.1	25120.3	24859.5	25094.4	208531	338065	0
2019.02.11	25115.1	25222.1	24979.5	25021.3	156487	255683	0
2019.02.12	25010.3	25436.7	24999.6	25406.5	123317	201725	0
2019.02.13	25394.3	25604.8	25383.0	25489.4	130819	210180	0
2019.02.14	25486.4	25618.4	25302.5	25411.7	216465	353131	0
2019.02.15	25391.2	25902.7	25272.1	25891.6	173449	282900	0
2019.02.18	25913.1	25932.6	25844.2	25901.2	53188	84234	0
2019.02.19	25885.5	25955.1	25786.5	25874.3	109087	179765	0
2019.02.20	25864.5	25982.2	25822.5	25959.2	155607	257920	0
2019.02.21	25955.8	26079.7	25751.2	25832.8	177883	286996	0
2019.02.22	25829.5	26042.1	25803.2	26038.2	131352	214862	0
2019.02.25	26072.5	26236.5	26037.3	26080.1	121256	196360	0
2019.02.26	26086.6	26148.0	25951.6	26017.8	140897	227269	0
2019.02.27	26001.6	26053.6	25870.7	26026.9	126161	202997	0
2019.02.28	26017.6	26026.5	25875.9	25925.1	134432	217080	0
2019.03.01	25910.8	26141.2	25892.6	26042.5	122664	196039	0
2019.03.04	26109.8	26167.3	25603.7	25804.8	201621	332220	0
2019.03.05	25796.3	25888.2	25720.1	25798.8	157662	250212	0
2019.03.06	25774.0	25831.4	25623.4	25665.0	162093	257591	0
2019.03.07	25667.0	25705.0	25336.1	25458.7	200471	324043	0
2019.03.08	25448.0	25520.0	25210.8	25516.2	156523	248370	0
2019.03.11	25428.5	25691.1	25214.2	25664.4	132476	225509	0
2019.03.12	25663.4	25756.8	25511.2	25573.1	128643	248203	0
2019.03.13	25562.9	25776.5	25458.4	25746.3	128733	244456	0
2019.03.14	25751.6	25793.1	25617.3	25712.1	117642	212646	0
2019.03.15	25711.4	25926.5	25644.3	25855.1	112583	231656	0
2019.03.18	25836.6	25941.8	25774.9	25924.8	99611	171813	0
2019.03.19	25931.4	26113.5	25815.5	25880.1	111928	231971	0
2019.03.20	25877.3	25933.8	25663.1	25673.1	143820	335048	0
2019.03.21	25669.1	26010.3	25575.8	25953.8	139321	263860	0
2019.03.22	25934.4	26004.1	25496.4	25503.6	180276	473544	0
2019.03.23	25505.1	25505.1	25505.1	25505.1	1	0	0
2019.03.25	25577.1	25615.1	25345.4	25552.1	191624	447597	0
2019.03.26	25548.6	25789.2	25528.8	25635.3	150093	303971	0
2019.03.27	25623.1	25748.5	25409.3	25601.8	166215	379920	0
2019.03.28	25591.1	25729.0	25493.4	25713.1	149282	294324	0
2019.03.29	25708.6	25930.3	25693.1	25918.1	128765	236807	0
2019.04.01	25970.1	26255.2	25966.4	26213.8	121340	214127	0
2019.04.02	26196.4	26247.1	26094.2	26110.4	105111	175498	0
2019.04.03	26113.6	26270.1	26100.8	26210.4	111916	215662	0
2019.04.04	26280.1	26379.5	26163.9	26364.1	119455	203315	0
2019.04.05	26350.9	26477.1	26330.1	26348.4	103002	179604	0
2019.04.08	26355.1	26379.8	26218.3	26313.4	95393	158962	0
2019.04.09	26311.4	26318.8	26074.2	26121.4	94481	171484	0
2019.04.10	26117.3	26203.1	26077.2	26143.6	95353	159680	0
2019.04.11	26144.1	26199.5	26031.2	26125.4	96892	159595	0
2019.04.12	26120.0	26411.5	26111.1	26386.1	97241	161303	0
2019.04.15	26389.9	26445.8	26287.3	26349.9	81217	134582	0
2019.04.16	26360.1	26524.1	26347.4	26402.8	96425	157500	0
2019.04.17	26391.3	26487.6	26354.9	26402.1	95501	190908	0
2019.04.18	26409.1	26571.5	26280.9	26544.4	103677	199040	0
2019.04.22	26525.1	26601.1	26420.2	26490.4	86724	125057	0
2019.04.23	26483.3	26661.5	26435.4	26616.3	83043	146558	0
2019.04.24	26620.6	26666.8	26489.9	26501.3	94327	156085	0
2019.04.25	26495.1	26549.8	26264.2	26388.6	97506	182661	0
2019.04.26	26371.9	26501.3	26317.8	26465.4	106834	190029	0
2019.04.29	26484.6	26556.5	26456.4	26535.4	79927	129996	0
2019.04.30	26543.3	26625.4	26370.5	26613.8	94466	184484	0
2019.05.01	26618.1	26663.1	26309.8	26313.8	96272	204434	0
2019.05.02	26313.1	26433.1	26122.2	26248.4	136225	281633	0
2019.05.03	26249.3	26489.8	26217.1	26488.8	97525	177274	0
2019.05.06	26072.6	26420.2	25905.8	26365.8	205650	402155	0
2019.05.07	26193.4	26366.1	25726.2	25936.8	201854	544242	0
2019.05.08	25935.6	26053.2	25773.4	25963.4	195894	516389	0
2019.05.09	25956.3	25968.8	25476.2	25782.9	207232	565625	0
2019.05.10	25768.1	25992.0	25442.2	25938.1	295369	736366	0
2019.05.13	25692.1	25794.3	25197.3	25265.4	223968	658719	0
2019.05.14	25266.1	25661.5	25198.3	25560.9	161292	369513	0
2019.05.15	25560.6	25699.5	25311.2	25652.4	160902	408386	0
2019.05.16	25642.6	25940.5	25538.8	25860.4	146267	324742	0
2019.05.17	25862.9	25934.2	25614.2	25754.4	173287	460018	0
2019.05.20	25759.3	25887.4	25540.8	25707.6	178113	452002	0
2019.05.21	25724.9	25883.7	25699.9	25850.6	127877	284748	0
2019.05.22	25851.4	25891.9	25721.4	25756.4	123150	283095	0
2019.05.23	25762.3	25767.6	25310.2	25486.9	164980	425787	0
2019.05.24	25486.9	25652.7	25445.4	25598.3	128469	288557	0
2019.05.27	25604.3	25685.9	25571.4	25636.5	71805	91317	0
2019.05.28	25629.8	25706.5	25319.3	25354.4	130974	292183	0
2019.05.29	25342.8	25367.1	24928.7	25100.4	168184	388356	0
2019.05.30	25095.6	25206.5	25047.4	25179.4	131075	240873	0
2019.05.31	25166.9	25183.1	24781.4	24798.3	172581	377693	0
2019.06.03	24727.9	24932.2	24602.4	24899.6	195881	494727	0
2019.06.04	24912.9	25357.8	24819.1	25354.1	148717	341530	0
2019.06.05	25358.6	25566.7	25337.8	25561.0	143419	324696	0
2019.06.06	25491.4	25802.9	25431.9	25687.6	140868	322899	0
2019.06.07	25681.8	26080.9	25678.1	26024.8	122920	272521	0
2019.06.10	26233.3	26233.7	26043.6	26097.4	123668	235228	0
2019.06.11	26098.1	26259.7	26007.3	26069.3	117501	250886	0
2019.06.12	26054.1	26097.5	25959.9	26017.3	114457	228102	0
2019.06.13	26020.4	26152.5	25888.8	26134.8	132610	250806	0
2019.06.14	26127.3	26175.7	26001.5	26132.1	116933	240922	0
2019.06.17	26131.8	26210.8	26056.8	26139.8	89474	121866	0
2019.06.18	26145.1	26536.2	26066.9	26488.9	123527	281508	0
2019.06.19	26471.3	26577.0	26419.7	26513.8	121564	289117	0
2019.06.20	26506.9	26802.0	26505.6	26751.8	120294	248606	0
2019.06.21	26747.1	26911.5	26658.3	26663.3	123839	231274	0
2019.06.24	26670.4	26805.0	26664.8	26745.1	94091	151261	0
2019.06.25	26748.8	26815.1	26529.3	26555.4	120204	243278	0
2019.06.26	26548.9	26692.1	26497.9	26514.3	116010	228295	0
2019.06.27	26512.4	26654.8	26434.8	26540.8	113915	197460	0
2019.06.28	26582.9	26661.3	26511.2	26640.9	98680	157154	0
2019.07.01	26792.4	26884.3	26599.0	26688.9	119186	226298	0
2019.07.02	26691.1	26793.3	26610.8	26787.8	102859	162173	0
2019.07.03	26789.1	26971.5	26739.8	26959.5	75686	122316	0
2019.07.04	26979.6	26987.1	26928.3	26978.8	46097	46754	0
2019.07.05	26977.4	26994.1	26718.2	26887.1	97604	183467	0
2019.07.08	26902.1	26908.3	26732.2	26781.3	101299	156130	0
2019.07.09	26771.6	26798.0	26646.9	26775.6	96446	148923	0
2019.07.10	26763.1	26974.0	26678.3	26847.8	108722	198661	0
