<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.02.14	1495.144	1523.534	1468.886	1520.512	1381561	137687	0
2018.02.15	1520.387	1541.157	1513.542	1539.109	1079477	95494	0
2018.02.16	1539.025	1551.180	1532.635	1542.765	1042952	94496	0
2018.02.19	1543.508	1549.840	1529.041	1534.691	17237	18919	0
2018.02.20	1538.074	1546.414	1524.833	1530.256	87165	94543	0
2018.02.21	1530.157	1556.498	1522.991	1526.268	1130329	93916	0
2018.02.22	1526.218	1548.683	1515.577	1536.697	1228148	95093	0
2018.02.23	1536.751	1550.972	1529.474	1548.448	930329	73562	0
2018.02.26	1551.068	1562.195	1542.495	1559.323	61717	66735	0
2018.02.27	1558.868	1566.793	1534.314	1536.965	1129910	108501	0
2018.02.28	1536.803	1543.885	1507.557	1512.107	1172539	120719	0
2018.03.01	1512.156	1523.330	1490.893	1505.442	1814008	199950	0
2018.03.02	1505.056	1535.114	1489.495	1528.092	1590545	159302	0
2018.03.05	1525.536	1550.237	1514.027	1542.466	122672	132791	0
2018.03.06	1542.341	1562.043	1535.242	1556.995	111500	119254	0
2018.03.07	1556.896	1577.525	1538.679	1572.027	1398285	125733	0
2018.03.08	1571.928	1582.250	1562.508	1572.762	963011	92953	0
2018.03.09	1572.712	1597.891	1569.372	1595.942	809805	67550	0
2018.03.12	1598.001	1606.276	1592.938	1599.697	864232	73304	0
2018.03.13	1600.571	1611.319	1589.530	1590.057	90081	95759	0
2018.03.14	1594.506	1604.625	1582.025	1583.777	127473	151997	0
2018.03.15	1583.777	1589.418	1571.342	1577.380	117567	138474	0
2018.03.16	1578.029	1591.133	1575.338	1586.575	92995	118710	0
2018.03.19	1585.507	1587.133	1551.512	1573.548	137967	174806	0
2018.03.20	1574.097	1578.684	1565.123	1570.939	101918	123093	0
2018.03.21	1572.212	1590.733	1567.348	1579.588	122802	159144	0
2018.03.22	1580.285	1586.279	1537.686	1544.375	210890	263757	0
2018.03.23	1543.401	1551.710	1509.756	1516.145	265880	333976	0
2018.03.26	1514.350	1543.701	1512.979	1541.431	1452707	230811	0
2018.03.27	1541.131	1554.253	1506.263	1513.127	207007	265702	0
2018.03.28	1514.325	1523.655	1503.148	1516.805	279012	363763	0
2018.03.29	1514.908	1540.445	1511.152	1526.923	162224	205549	0
2018.03.30	1526.923	1526.923	1526.923	1526.923	2	0	0
2018.04.02	1522.597	1529.733	1479.682	1489.741	1488548	276456	0
2018.04.03	1493.087	1514.682	1487.495	1510.094	194352	236280	0
2018.04.04	1511.815	1534.485	1481.465	1529.198	171529	207382	0
2018.04.05	1529.794	1544.823	1529.198	1542.812	125780	143607	0
2018.04.06	1541.614	1542.812	1499.645	1514.519	193189	232270	0
2018.04.09	1517.568	1534.746	1510.788	1514.109	1159676	159392	0
2018.04.10	1513.859	1548.714	1511.568	1541.804	167006	195638	0
2018.04.11	1542.327	1552.116	1527.673	1545.935	136447	156564	0
2018.04.12	1545.935	1562.968	1545.935	1555.183	110667	126997	0
2018.04.13	1555.857	1562.072	1543.836	1551.050	87965	125230	0
2018.04.16	1556.772	1567.863	1550.281	1563.126	903768	109005	0
2018.04.17	1563.198	1584.579	1562.649	1579.636	92738	106836	0
2018.04.18	1579.414	1593.502	1579.316	1584.146	77395	92160	0
2018.04.19	1585.793	1588.525	1567.777	1570.705	120228	150385	0
2018.04.20	1570.705	1576.325	1560.229	1564.052	129485	148623	0
2018.04.23	1570.123	1572.123	1554.551	1561.721	848295	116125	0
2018.04.24	1561.721	1575.681	1540.757	1550.224	200333	236897	0
2018.04.25	1546.628	1557.721	1538.314	1553.808	183482	223777	0
2018.04.26	1552.459	1563.508	1547.966	1558.520	106826	136718	0
2018.04.27	1557.641	1562.612	1546.408	1555.857	105766	124788	0
2018.04.30	1555.961	1565.425	1539.067	1540.616	792150	131500	0
2018.05.01	1540.465	1552.988	1525.285	1550.469	112134	146274	0
2018.05.02	1551.490	1566.333	1544.749	1549.593	121322	154033	0
2018.05.03	1549.232	1556.393	1529.255	1545.925	178409	226630	0
2018.05.04	1548.471	1573.404	1535.785	1565.191	119889	156132	0
2018.05.07	1564.471	1587.057	1564.123	1578.196	826772	126258	0
2018.05.08	1578.969	1588.399	1573.373	1587.127	126618	160439	0
2018.05.09	1587.924	1599.249	1581.835	1596.508	96013	122353	0
2018.05.10	1596.756	1609.852	1594.581	1602.144	85154	123912	0
2018.05.11	1602.292	1609.439	1598.303	1606.551	81890	103857	0
2018.05.14	1607.706	1615.002	1597.051	1600.850	656182	96786	0
2018.05.15	1601.774	1604.153	1589.711	1599.991	108916	140216	0
2018.05.16	1600.964	1621.409	1598.643	1616.718	79628	100140	0
2018.05.17	1616.618	1628.245	1614.938	1623.254	84458	104394	0
2018.05.18	1625.100	1631.281	1622.354	1624.965	74598	94183	0
2018.05.21	1635.166	1640.494	1629.710	1639.304	626247	93290	0
2018.05.22	1638.504	1642.623	1623.752	1623.954	71481	90152	0
2018.05.23	1623.752	1631.004	1616.952	1628.241	105412	135184	0
2018.05.24	1628.614	1631.421	1613.702	1628.531	110911	140861	0
2018.05.25	1628.131	1635.308	1622.136	1624.946	83429	105475	0
2018.05.28	1630.151	1630.991	1622.060	1623.560	375965	24851	0
2018.05.29	1623.997	1630.093	1606.194	1623.650	157804	201470	0
2018.05.30	1623.699	1651.983	1620.343	1647.280	101542	131296	0
2018.05.31	1647.913	1653.487	1630.830	1636.259	110474	140977	0
2018.06.01	1636.609	1651.486	1636.259	1649.668	83509	106188	0
2018.06.04	1646.727	1655.569	1640.582	1652.467	652762	83020	0
2018.06.05	1652.736	1667.053	1650.771	1664.753	63764	80633	0
2018.06.06	1664.324	1678.915	1663.305	1676.443	64476	82906	0
2018.06.07	1676.266	1680.559	1659.406	1670.385	90874	116725	0
2018.06.08	1669.419	1673.194	1660.482	1670.473	39400	51774	0
2018.06.11	1667.109	1678.419	1666.084	1675.749	529372	37054	0
2018.06.12	1675.749	1686.505	1671.845	1677.590	38570	50981	0
2018.06.13	1679.240	1685.919	1673.362	1675.165	50569	59593	0
2018.06.14	1674.462	1686.853	1670.698	1683.391	63130	79908	0
2018.06.15	1684.986	1686.529	1671.462	1682.767	95242	127089	0
2018.06.18	1682.222	1694.758	1672.229	1694.036	722021	91526	0
2018.06.19	1693.466	1694.908	1670.728	1694.387	1125656	166659	0
2018.06.20	1694.115	1708.920	1689.934	1707.302	799607	111155	0
2018.06.21	1706.931	1715.715	1684.415	1688.605	999798	161439	0
2018.06.22	1688.333	1698.239	1679.577	1685.686	883894	129438	0
2018.06.25	1684.895	1685.844	1647.609	1659.137	1227755	233944	0
2018.06.26	1659.513	1673.218	1652.932	1666.967	964468	150756	0
2018.06.27	1668.540	1671.367	1639.037	1639.988	1167288	217646	0
2018.06.28	1639.266	1647.939	1628.204	1646.829	1219428	205036	0
2018.06.29	1646.397	1656.283	1641.607	1641.732	981701	137843	0
2018.07.02	1643.454	1656.667	1629.183	1656.295	1078454	138743	0
2018.07.03	1655.275	1668.951	1651.275	1662.896	808137	104575	0
2018.07.04	1661.011	1669.717	1660.039	1666.862	406536	27672	0
2018.07.05	1666.348	1681.259	1659.972	1679.491	906587	130915	0
2018.07.06	1678.371	1697.649	1674.634	1697.355	882442	113098	0
2018.07.09	1697.978	1706.981	1696.092	1706.560	621510	70902	0
2018.07.10	1706.311	1711.034	1686.529	1689.273	708215	88140	0
2018.07.11	1687.903	1698.340	1679.753	1685.431	1053763	128174	0
2018.07.12	1684.960	1694.181	1677.834	1688.028	833850	98985	0
2018.07.13	1688.404	1698.943	1685.112	1688.205	695577	84115	0
2018.07.16	1688.656	1691.957	1670.911	1679.199	658435	74680	0
2018.07.17	1679.126	1691.810	1676.726	1687.059	681420	71072	0
2018.07.18	1688.059	1691.699	1676.691	1690.529	567638	62233	0
2018.07.19	1690.006	1703.822	1683.627	1701.707	722381	85606	0
2018.07.20	1701.011	1704.171	1694.157	1695.695	815257	91484	0
2018.07.23	1697.297	1702.431	1688.722	1698.968	698017	67835	0
2018.07.24	1698.446	1708.562	1672.909	1677.711	822620	95446	0
2018.07.25	1677.934	1687.789	1671.854	1687.016	748588	88359	0
2018.07.26	1685.371	1704.575	1684.802	1694.130	806996	90786	0
2018.07.27	1694.706	1700.289	1658.183	1659.067	863889	113512	0
2018.07.30	1658.718	1670.534	1650.551	1653.075	892439	103923	0
2018.07.31	1654.075	1676.853	1650.578	1675.116	844127	101660	0
2018.08.01	1673.994	1674.619	1654.938	1667.478	902148	93638	0
2018.08.02	1667.055	1682.979	1654.176	1682.355	926125	111673	0
2018.08.03	1682.383	1686.883	1665.622	1674.417	821746	90625	0
2018.08.06	1674.421	1685.047	1668.561	1684.355	55373	79268	0
2018.08.07	1683.983	1694.879	1683.411	1689.799	641102	72109	0
2018.08.08	1689.127	1689.770	1674.257	1683.009	612105	68416	0
2018.08.09	1683.086	1696.804	1682.681	1689.401	607373	65599	0
2018.08.10	1689.429	1696.160	1678.250	1685.383	880251	120367	0
2018.08.13	1681.990	1689.716	1667.822	1675.322	987078	118590	0
2018.08.14	1676.148	1695.662	1675.523	1694.801	817364	97370	0
2018.08.15	1694.378	1695.307	1660.427	1672.625	938876	155658	0
2018.08.16	1671.953	1690.972	1668.982	1686.461	850543	102317	0
2018.08.17	1686.189	1695.528	1678.355	1694.929	790497	102164	0
2018.08.20	1694.833	1701.169	1687.450	1696.580	678932	69139	0
2018.08.21	1696.682	1723.000	1694.190	1711.417	649244	64948	0
2018.08.22	1711.020	1724.142	1706.726	1721.960	756934	67433	0
2018.08.23	1722.261	1724.595	1711.009	1717.740	682924	69194	0
2018.08.24	1717.617	1727.071	1716.298	1724.861	650890	59800	0
2018.08.27	1726.066	1738.692	1725.413	1729.114	593616	58604	0
2018.08.28	1729.416	1734.146	1720.137	1728.466	604292	58591	0
2018.08.29	1728.568	1736.910	1723.582	1735.813	598784	61379	0
2018.08.30	1736.015	1741.455	1726.960	1731.994	699028	84966	0
2018.08.31	1731.371	1742.711	1726.581	1742.514	734354	77646	0
2018.09.03	1741.122	1744.150	1738.711	1742.862	366084	23348	0
2018.09.04	1742.274	1745.192	1719.500	1733.928	869448	109284	0
2018.09.05	1733.930	1735.337	1712.052	1728.658	882071	110795	0
2018.09.06	1727.586	1733.318	1712.509	1714.341	943498	148838	0
2018.09.07	1714.144	1722.801	1704.856	1713.818	989829	162101	0
2018.09.10	1714.498	1725.332	1712.214	1718.522	816761	121614	0
2018.09.11	1718.549	1724.586	1708.164	1720.773	777237	113294	0
2018.09.12	1721.000	1721.947	1701.516	1715.226	866746	142773	0
2018.09.13	1714.653	1723.985	1710.576	1713.678	766704	115521	0
2018.09.14	1714.305	1727.690	1712.065	1721.853	664453	112468	0
2018.09.17	1720.159	1723.518	1701.383	1704.086	712221	114424	0
2018.09.18	1703.613	1715.158	1697.216	1713.855	774949	107729	0
2018.09.19	1713.683	1719.251	1698.415	1706.253	732685	80310	0
2018.09.20	1705.731	1724.229	1704.226	1723.805	750303	105330	0
2018.09.21	1722.736	1726.323	1709.595	1711.765	764932	115208	0
2018.09.24	1710.126	1712.554	1694.804	1705.413	780638	112309	0
2018.09.25	1705.590	1713.039	1703.778	1710.500	612191	79782	0
2018.09.26	1710.329	1714.758	1688.433	1691.502	713011	104578	0
2018.09.27	1691.529	1698.650	1688.931	1693.747	777754	95875	0
2018.09.28	1693.874	1701.616	1682.409	1699.233	822902	101653	0
2018.10.01	1701.010	1707.479	1668.310	1674.748	808580	118529	0
2018.10.02	1675.124	1676.070	1652.498	1657.441	803915	121378	0
2018.10.03	1656.619	1678.111	1654.928	1670.659	842746	125833	0
2018.10.04	1670.539	1670.539	1641.418	1650.307	1029471	185827	0
2018.10.05	1649.162	1653.509	1616.528	1636.139	1171073	224447	0
2018.10.08	1637.612	1638.436	1615.523	1629.802	1091778	192330	0
2018.10.09	1629.779	1637.596	1619.721	1623.565	1064348	184959	0
2018.10.10	1623.018	1625.719	1562.595	1563.244	1427926	273864	0
2018.10.11	1564.120	1582.436	1540.912	1554.310	2361004	509510	0
2018.10.12	1551.992	1572.241	1527.356	1548.796	1819047	384685	0
2018.10.15	1547.817	1561.677	1532.394	1546.614	1509454	260770	0
2018.10.16	1546.391	1598.330	1545.293	1595.438	1193183	209535	0
2018.10.17	1595.540	1598.826	1567.554	1591.120	1196824	252867	0
2018.10.18	1589.600	1590.524	1552.286	1560.901	1318714	286405	0
2018.10.19	1560.803	1572.287	1536.066	1540.487	1344048	263500	0
2018.10.22	1534.941	1553.491	1529.831	1539.528	1386790	245182	0
2018.10.23	1538.808	1539.905	1497.437	1528.020	1645817	325667	0
2018.10.24	1527.872	1531.426	1465.124	1474.508	1726104	341608	0
2018.10.25	1474.236	1506.169	1466.705	1489.228	1805644	326637	0
2018.10.26	1484.763	1502.194	1454.720	1483.808	2285145	498802	0
2018.10.29	1487.193	1514.381	1458.305	1475.455	1887869	397780	0
2018.10.30	1475.257	1511.542	1472.265	1511.169	2042837	447830	0
2018.10.31	1510.247	1526.828	1505.968	1508.094	1549341	319413	0
2018.11.01	1508.396	1545.679	1507.844	1538.319	1379376	283023	0
2018.11.02	1535.126	1557.095	1532.217	1546.928	1689728	361280	0
2018.11.05	1546.126	1554.645	1531.258	1548.143	151143	230000	0
2018.11.06	1547.271	1560.097	1541.401	1556.004	141014	215837	0
2018.11.07	1554.708	1583.513	1548.096	1582.416	177209	284787	0
2018.11.08	1581.819	1587.049	1571.348	1578.843	149880	227751	0
2018.11.09	1577.472	1580.772	1536.989	1549.002	176433	274935	0
2018.11.12	1549.049	1559.845	1516.256	1520.252	199603	308304	0
2018.11.13	1521.128	1538.841	1510.655	1517.351	254284	404797	0
2018.11.14	1517.778	1532.592	1492.119	1499.217	267693	418764	0
2018.11.15	1498.345	1526.505	1488.362	1525.259	271940	448610	0
2018.11.16	1523.563	1530.599	1507.589	1528.177	205478	322513	0
2018.11.19	1524.200	1531.812	1490.471	1500.143	219376	355071	0
2018.11.20	1499.870	1499.970	1462.610	1464.121	318830	514001	0
2018.11.21	1464.148	1500.399	1461.972	1486.145	174895	288252	0
2018.11.22	1486.272	1491.172	1473.840	1475.742	53065	93954	0
2018.11.23	1476.925	1499.663	1471.032	1484.679	117346	192267	0
2018.11.26	1485.152	1510.890	1484.809	1497.511	135363	211154	0
2018.11.27	1497.588	1509.795	1489.330	1494.059	188392	304074	0
2018.11.28	1494.035	1530.951	1483.074	1525.057	174866	278268	0
2018.11.29	1523.261	1534.094	1510.976	1525.128	161125	253644	0
2018.11.30	1525.105	1535.441	1516.915	1534.118	124265	200236	0
2018.12.03	1550.659	1561.416	1526.552	1546.001	183306	276452	0
2018.12.04	1545.530	1548.307	1477.229	1482.979	289385	439272	0
2018.12.05	1481.882	1493.480	1480.633	1492.655	36949	60941	0
2018.12.06	1488.573	1489.098	1439.827	1476.946	330865	561331	0
2018.12.07	1476.523	1488.273	1438.078	1449.677	314856	492453	0
2018.12.10	1444.393	1455.815	1419.857	1445.460	312876	526556	0
2018.12.11	1446.036	1467.860	1429.452	1438.355	252060	429260	0
2018.12.12	1438.582	1473.608	1438.582	1452.194	207997	343511	0
2018.12.13	1454.547	1464.310	1430.539	1433.968	208061	344795	0
2018.12.14	1434.318	1437.547	1405.966	1411.067	114628	190639	0
2018.12.17	1410.303	1419.633	1371.320	1387.221	156830	304336	0
2018.12.18	1387.148	1401.899	1367.743	1370.915	136672	256848	0
2018.12.19	1370.740	1397.286	1340.687	1344.781	229139	476253	0
2018.12.20	1346.605	1360.623	1311.877	1338.257	313841	626507	0
2018.12.21	1336.367	1340.636	1289.251	1299.439	260142	501176	0
2018.12.24	1286.025	1303.082	1261.777	1262.448	186350	380720	0
2018.12.26	1264.845	1331.478	1250.131	1327.158	256906	514796	0
2018.12.27	1328.409	1335.295	1287.126	1331.800	288566	534151	0
2018.12.28	1332.476	1358.576	1324.300	1339.139	230766	424793	0
2018.12.29	1338.723	1339.013	1338.723	1339.013	2	0	0
2018.12.31	1347.347	1353.061	1326.264	1351.689	154725	267088	0
2019.01.02	1349.989	1360.644	1321.884	1346.914	218826	371003	0
2019.01.03	1340.822	1355.346	1324.755	1330.829	259201	442996	0
2019.01.04	1329.805	1385.512	1323.465	1379.920	226900	386189	0
2019.01.07	1381.565	1412.849	1374.160	1404.986	212580	359788	0
2019.01.08	1405.014	1427.584	1402.955	1422.491	208132	350001	0
2019.01.09	1421.377	1443.440	1421.220	1434.476	200617	335709	0
2019.01.10	1433.353	1446.985	1422.656	1444.840	190940	316387	0
2019.01.11	1443.891	1449.204	1435.690	1445.835	136882	229842	0
2019.01.14	1443.562	1444.361	1429.768	1433.320	118629	196839	0
2019.01.15	1433.030	1446.003	1430.289	1440.985	146435	246562	0
2019.01.16	1440.887	1462.008	1439.292	1453.045	119864	200674	0
2019.01.17	1452.250	1472.227	1443.817	1468.408	142137	239864	0
2019.01.18	1467.359	1488.134	1465.112	1484.317	139655	232508	0
2019.01.21	1481.895	1482.071	1471.120	1474.720	32662	57431	0
2019.01.22	1474.625	1477.749	1449.242	1459.436	156458	258386	0
2019.01.23	1457.664	1470.569	1443.069	1453.341	165202	269798	0
2019.01.24	1452.193	1466.224	1448.971	1462.107	154038	247948	0
2019.01.25	1461.912	1485.211	1459.710	1482.663	130773	210151	0
2019.01.28	1479.866	1481.213	1461.973	1473.020	151908	242315	0
2019.01.29	1472.371	1477.607	1465.880	1473.893	120093	198064	0
2019.01.30	1475.019	1492.153	1464.917	1488.013	156508	253198	0
2019.01.31	1486.135	1503.421	1483.178	1502.772	144562	236560	0
2019.02.01	1501.548	1505.464	1494.150	1501.997	141887	225678	0
2019.02.04	1499.424	1518.359	1497.116	1516.712	92076	151558	0
2019.02.05	1515.738	1524.550	1510.836	1517.066	93427	149833	0
2019.02.06	1516.863	1522.176	1509.384	1517.011	94332	150533	0
2019.02.07	1516.088	1517.114	1491.921	1503.394	170253	269443	0
2019.02.08	1503.021	1508.866	1492.970	1508.789	135494	217018	0
2019.02.11	1510.591	1519.758	1503.772	1519.136	101536	158830	0
2019.02.12	1518.311	1540.518	1517.412	1537.950	80863	131586	0
2019.02.13	1536.927	1545.845	1535.021	1541.075	83282	132340	0
2019.02.14	1540.650	1551.568	1531.646	1543.099	128219	203091	0
2019.02.15	1542.251	1571.860	1536.261	1571.061	109906	175897	0
2019.02.18	1571.663	1571.864	1565.958	1568.960	23959	39462	0
2019.02.19	1568.066	1579.184	1561.957	1574.713	70530	118383	0
2019.02.20	1573.790	1583.956	1570.903	1583.011	100221	165166	0
2019.02.21	1582.738	1590.114	1568.315	1576.264	110054	177778	0
2019.02.22	1575.366	1591.660	1574.344	1591.660	78098	129407	0
2019.02.25	1594.313	1602.929	1588.715	1588.914	75406	124185	0
2019.02.26	1588.640	1589.855	1574.572	1574.744	86950	140470	0
2019.02.27	1573.571	1582.893	1568.664	1582.318	78071	127010	0
2019.02.28	1581.295	1582.016	1570.689	1576.546	77592	128146	0
2019.03.01	1575.096	1590.442	1574.297	1589.744	73799	125493	0
2019.03.04	1593.496	1597.496	1562.647	1573.950	121280	204541	0
2019.03.05	1573.126	1578.836	1566.419	1567.777	96121	153031	0
2019.03.06	1566.253	1568.869	1535.202	1536.756	110800	183243	0
2019.03.07	1537.182	1541.498	1519.783	1523.984	125093	204247	0
2019.03.08	1522.910	1526.382	1512.301	1525.658	84409	141419	0
2019.03.11	1522.682	1550.260	1519.062	1548.891	785315	86231	0
2019.03.12	1548.768	1555.809	1543.996	1549.341	734383	101104	0
2019.03.13	1548.718	1563.160	1542.774	1558.413	731714	100419	0
2019.03.14	1558.090	1560.707	1546.151	1547.947	745163	127133	0
2019.03.15	1548.027	1564.462	1547.402	1554.802	729567	138542	0
2019.03.18	1552.765	1570.468	1550.233	1564.799	714935	134575	0
2019.03.19	1565.026	1572.630	1551.390	1554.383	738427	144394	0
2019.03.20	1554.160	1564.224	1533.589	1540.003	1015592	219106	0
2019.03.21	1539.507	1570.750	1533.980	1561.764	1033347	189961	0
2019.03.22	1561.690	1564.985	1503.865	1503.987	1277353	300763	0
2019.03.25	1508.176	1522.296	1492.954	1515.652	1352971	262454	0
2019.03.26	1515.056	1537.826	1514.161	1527.518	1115240	182221	0
2019.03.27	1527.046	1532.350	1503.626	1520.040	1240572	228238	0
2019.03.28	1519.618	1538.498	1513.143	1536.194	1133578	188149	0
2019.03.29	1536.496	1548.920	1530.155	1540.584	1011945	160662	0
2019.04.01	1544.227	1558.250	1544.101	1555.545	986302	170547	0
2019.04.02	1554.671	1558.545	1543.815	1549.064	801046	124941	0
2019.04.03	1549.340	1570.596	1548.522	1562.829	907120	162838	0
2019.04.04	1563.329	1569.586	1557.185	1567.220	881682	144879	0
2019.04.05	1566.873	1584.001	1565.830	1583.331	865415	135448	0
2019.04.08	1583.910	1584.238	1569.555	1580.244	764654	122208	0
2019.04.09	1579.981	1580.900	1557.747	1561.067	681333	111586	0
2019.04.10	1560.546	1582.918	1558.259	1582.542	728383	109548	0
2019.04.11	1582.046	1585.674	1576.996	1578.230	724355	108597	0
2019.04.12	1578.157	1590.360	1577.215	1585.067	735169	112240	0
2019.04.15	1586.894	1589.796	1573.713	1579.934	606774	80833	0
2019.04.16	1579.837	1587.728	1578.451	1583.179	656903	95319	0
2019.04.17	1582.509	1590.000	1560.050	1566.891	755298	119549	0
2019.04.18	1567.268	1572.437	1554.804	1565.396	832543	133430	0
2019.04.22	1564.380	1568.573	1553.521	1561.260	688914	93407	0
2019.04.23	1560.587	1589.227	1557.825	1586.662	739804	115373	0
2019.04.24	1586.288	1595.560	1581.247	1584.868	749737	113904	0
2019.04.25	1584.995	1587.608	1562.548	1573.940	817373	147605	0
2019.04.26	1573.167	1593.179	1569.408	1589.469	827232	123352	0
2019.04.29	1590.868	1604.611	1589.849	1599.703	663069	102186	0
2019.04.30	1600.079	1602.182	1577.680	1593.916	826136	134511	0
2019.05.01	1593.918	1597.684	1570.456	1570.956	846333	161432	0
2019.05.02	1570.884	1589.163	1564.207	1584.286	1123838	211246	0
2019.05.03	1584.039	1615.813	1582.000	1615.713	903304	142893	0
2019.05.06	1590.908	1619.264	1574.965	1613.300	1654215	250437	0
2019.05.07	1602.695	1613.072	1570.065	1586.694	1426984	298697	0
2019.05.08	1586.645	1591.586	1573.521	1577.159	1430866	287239	0
2019.05.09	1576.861	1577.339	1544.393	1569.871	1519199	333295	0
2019.05.10	1568.401	1580.364	1543.448	1576.777	2010558	385434	0
2019.05.13	1561.465	1566.720	1516.944	1518.794	1587865	395648	0
2019.05.14	1519.270	1548.576	1514.685	1544.161	1153642	211397	0
2019.05.15	1544.437	1550.919	1527.342	1548.658	1175381	248327	0
2019.05.16	1547.910	1568.423	1540.726	1557.647	1082215	190137	0
2019.05.17	1558.096	1559.752	1532.801	1534.750	1278265	327869	0
2019.05.20	1536.451	1545.548	1520.376	1526.984	1295913	304094	0
2019.05.21	1527.858	1547.051	1525.832	1543.543	996309	227099	0
2019.05.22	1543.684	1546.376	1526.278	1531.181	981530	213620	0
2019.05.23	1531.399	1532.233	1491.415	1500.810	1240710	327656	0
2019.05.24	1501.486	1516.880	1500.064	1514.869	969156	226705	0
2019.05.27	1515.397	1520.412	1513.204	1515.637	531075	66712	0
2019.05.28	1516.219	1522.474	1501.503	1504.504	1040416	220222	0
2019.05.29	1503.756	1505.059	1479.261	1488.016	1247973	297291	0
2019.05.30	1487.671	1501.215	1475.518	1484.417	1026709	198405	0
2019.05.31	1483.645	1485.168	1458.269	1464.305	1241994	255269	0
2019.06.03	1459.654	1477.204	1453.310	1474.568	1422944	353535	0
2019.06.04	1474.969	1508.171	1470.230	1505.749	1139677	249236	0
2019.06.05	1506.376	1515.621	1491.193	1505.198	1138701	240395	0
2019.06.06	1500.453	1512.076	1487.846	1498.002	1172667	241123	0
2019.06.07	1497.479	1520.229	1496.981	1513.194	990498	201138	0
2019.06.10	1523.217	1536.625	1514.570	1524.140	990720	173155	0
2019.06.11	1524.042	1537.570	1510.784	1517.942	982509	186400	0
2019.06.12	1516.895	1523.057	1511.155	1521.740	890816	153290	0
2019.06.13	1521.542	1536.803	1513.953	1535.586	1036856	180757	0
2019.06.14	1535.262	1539.053	1521.838	1524.165	934435	147839	0
2019.06.17	1525.517	1539.283	1523.987	1533.989	12189	140940	0
2019.06.18	1534.191	1561.977	1529.437	1550.842	950709	163462	0
2019.06.19	1549.896	1557.041	1544.146	1554.375	884286	133831	0
2019.06.20	1554.131	1571.835	1553.629	1561.700	960482	184787	0
2019.06.21	1561.078	1562.891	1545.470	1547.202	1028984	173665	0
2019.06.24	1547.713	1555.137	1529.796	1532.790	850401	133940	0
2019.06.25	1532.679	1536.588	1519.710	1520.985	925266	160077	0
2019.06.26	1520.737	1531.889	1516.413	1516.712	938569	156293	0
2019.06.27	1516.814	1547.978	1516.142	1547.408	869500	143068	0
2019.06.28	1547.883	1571.370	1544.700	1570.198	884926	145998	0
2019.07.01	1577.969	1589.571	1561.217	1570.950	970914	157862	0
2019.07.02	1571.252	1573.534	1551.084	1562.687	873072	138377	0
2019.07.03	1562.489	1574.721	1558.977	1574.597	597623	84237	0
2019.07.04	1575.541	1577.978	1571.531	1575.364	322230	25748	0
2019.07.05	1575.846	1576.810	1557.116	1576.312	813322	131349	0
2019.07.08	1577.273	1577.997	1557.525	1560.123	794231	111497	0
2019.07.09	1559.752	1563.432	1552.260	1561.913	764048	105913	0
