<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.03.23	6664.9	6696.9	6494.1	6523.2	95700	1043186	0
2018.03.26	6516.2	6755.6	6499.8	6752.9	74486	763274	0
2018.03.27	6751.4	6825.1	6466.6	6525.4	80571	931647	0
2018.03.28	6526.7	6557.9	6397.6	6464.7	124821	1301881	0
2018.03.29	6465.1	6630.0	6420.6	6545.5	81160	818486	0
2018.04.02	6535.7	6563.6	6303.4	6389.3	86309	850137	0
2018.04.03	6384.4	6473.1	6328.1	6447.0	81017	801936	0
2018.04.04	6442.6	6569.3	6282.6	6558.8	88748	772382	0
2018.04.05	6562.9	6631.2	6539.0	6585.7	71223	557172	0
2018.04.06	6583.4	6590.1	6388.3	6435.1	104520	754701	0
2018.04.09	6449.6	6597.8	6439.0	6472.2	65093	491194	0
2018.04.10	6469.1	6631.4	6450.6	6603.6	83645	701816	0
2018.04.11	6604.9	6643.1	6529.7	6573.7	61828	492582	0
2018.04.12	6575.1	6673.6	6568.8	6655.0	52963	364952	0
2018.04.13	6645.7	6692.6	6586.0	6621.0	54864	410533	0
2018.04.16	6669.5	6700.3	6619.1	6685.3	49241	311316	0
2018.04.17	6683.6	6824.4	6677.3	6805.2	41215	253330	0
2018.04.18	6797.4	6846.9	6776.6	6825.7	39633	253440	0
2018.04.19	6833.6	6845.2	6735.0	6757.3	47232	367591	0
2018.04.20	6757.4	6768.9	6625.9	6654.8	51255	348654	0
2018.04.23	6687.7	6707.6	6596.6	6641.1	52690	371978	0
2018.04.24	6640.4	6696.6	6447.1	6506.3	63107	654623	0
2018.04.25	6504.4	6555.1	6409.1	6550.6	70842	604551	0
2018.04.26	6569.9	6727.7	6538.3	6721.9	54501	411929	0
2018.04.27	6723.2	6751.0	6602.6	6649.6	52897	410235	0
2018.04.30	6647.3	6697.6	6575.3	6582.6	48146	398569	0
2018.05.01	6588.9	6718.7	6558.6	6694.9	51142	377153	0
2018.05.02	6694.6	6708.2	6605.1	6608.3	52298	430485	0
2018.05.03	6609.7	6650.6	6518.6	6647.1	60410	630838	0
2018.05.04	6647.7	6769.1	6591.3	6758.1	52954	410880	0
2018.05.07	6756.7	6831.9	6752.2	6798.3	45140	340108	0
2018.05.08	6798.2	6817.9	6752.8	6803.2	49454	440309	0
2018.05.09	6802.9	6883.6	6791.1	6879.1	39665	295691	0
2018.05.10	6880.1	6954.9	6870.6	6936.1	35788	306258	0
2018.05.11	6932.9	6962.4	6913.2	6941.5	35786	261630	0
2018.05.14	6951.6	6998.3	6939.4	6952.0	31687	210562	0
2018.05.15	6953.6	6960.6	6841.2	6877.2	45870	379656	0
2018.05.16	6879.4	6942.9	6861.3	6923.6	35895	236711	0
2018.05.17	6924.9	6953.1	6866.3	6896.3	36372	257912	0
2018.05.18	6894.2	6926.3	6855.4	6866.3	40693	279219	0
2018.05.21	6924.0	6950.1	6874.6	6907.7	33544	215626	0
2018.05.22	6906.4	6948.1	6883.5	6900.3	30195	203326	0
2018.05.23	6898.2	6955.1	6822.3	6950.3	44374	324093	0
2018.05.24	6950.4	6967.3	6879.6	6950.7	42955	327456	0
2018.05.25	6951.2	6998.0	6939.3	6962.2	40641	270169	0
2018.05.28	6985.9	7003.4	6966.2	6989.8	21969	73065	0
2018.05.29	6985.4	6990.8	6887.6	6944.3	57608	541565	0
2018.05.30	6945.2	6992.9	6914.8	6980.5	45106	305782	0
2018.05.31	6971.6	7022.3	6957.0	6977.5	42862	368605	0
2018.06.01	6979.0	7089.2	6975.0	7083.2	36583	240122	0
2018.06.04	7074.0	7150.1	7069.4	7146.9	32210	206731	0
2018.06.05	7147.3	7185.2	7135.2	7182.6	29933	187837	0
2018.06.06	7179.5	7220.2	7140.9	7216.5	31494	209323	0
2018.06.07	7214.4	7232.1	7115.6	7160.0	40300	315229	0
2018.06.08	7157.7	7162.6	7075.8	7147.9	39916	196817	0
2018.06.11	7126.5	7188.6	7126.3	7163.8	31961	151983	0
2018.06.12	7163.4	7216.5	7154.3	7215.4	34140	120078	0
2018.06.13	7214.2	7262.9	7192.1	7205.2	31049	200368	0
2018.06.14	7204.2	7294.6	7177.1	7284.6	36031	250023	0
2018.06.15	7276.9	7291.3	7218.8	7250.8	42759	320567	0
2018.06.18	7249.0	7262.1	7182.6	7247.7	35612	227274	0
2018.06.19	7248.4	7251.4	7131.7	7228.8	57280	423298	0
2018.06.20	7227.6	7309.9	7199.7	7287.2	40089	286391	0
2018.06.21	7289.7	7330.9	7201.1	7202.8	50091	443766	0
2018.06.22	7200.7	7248.1	7173.2	7192.9	39923	309918	0
2018.06.25	7194.6	7196.6	6970.3	7042.4	63604	650794	0
2018.06.26	7042.2	7104.6	7014.3	7063.8	54834	469475	0
2018.06.27	7071.9	7126.4	6962.2	6971.8	66791	644477	0
2018.06.28	6968.9	7051.7	6929.9	7033.3	68553	645614	0
2018.06.29	7032.6	7099.0	7020.1	7042.2	53005	407934	0
2018.07.02	7049.6	7095.1	6963.1	7091.9	56206	429050	0
2018.07.03	7086.9	7139.8	6999.2	6999.7	44454	319307	0
2018.07.04	6994.4	7028.7	6991.1	7019.1	25476	77916	0
2018.07.05	7019.2	7103.6	6993.1	7101.7	49532	390077	0
2018.07.06	7094.7	7216.3	7077.1	7208.7	48883	340145	0
2018.07.09	7215.4	7281.3	7211.1	7280.5	35138	228793	0
2018.07.10	7276.9	7313.1	7237.3	7249.2	36266	238477	0
2018.07.11	7239.4	7268.6	7182.4	7234.5	55504	384592	0
2018.07.12	7234.4	7365.6	7227.3	7361.2	38697	266199	0
2018.07.13	7360.4	7391.9	7345.8	7374.1	33283	244746	0
2018.07.16	7384.7	7391.4	7293.8	7298.6	33894	250859	0
2018.07.17	7298.4	7414.6	7270.6	7402.0	36208	281782	0
2018.07.18	7402.9	7415.6	7360.3	7377.1	31580	222464	0
2018.07.19	7377.9	7394.1	7332.8	7345.9	38412	288562	0
2018.07.20	7358.4	7392.4	7328.8	7343.6	41886	278771	0
2018.07.23	7351.4	7410.6	7290.3	7399.8	39638	264711	0
2018.07.24	7396.1	7468.6	7365.3	7387.7	40557	348723	0
2018.07.25	7388.2	7507.6	7375.1	7459.7	37644	304970	0
2018.07.26	7382.9	7428.0	7338.0	7402.8	48394	371335	0
2018.07.27	7409.4	7445.6	7243.1	7279.2	46542	487557	0
2018.07.30	7273.2	7288.6	7146.6	7186.4	50100	461032	0
2018.07.31	7189.9	7276.7	7168.8	7272.6	47138	399140	0
2018.08.01	7272.1	7283.6	7220.8	7264.6	47975	366749	0
2018.08.02	7265.2	7373.2	7193.1	7371.6	46309	397943	0
2018.08.03	7370.4	7393.9	7342.1	7384.8	39184	302428	0
2018.08.06	7390.7	7428.6	7367.3	7423.7	174593	272154	0
2018.08.07	7420.2	7468.4	7419.1	7460.1	30582	243209	0
2018.08.08	7457.2	7478.4	7425.3	7444.7	29515	215028	0
2018.08.09	7444.9	7488.1	7440.6	7452.8	28217	205508	0
2018.08.10	7453.6	7454.4	7373.3	7414.4	41506	356170	0
2018.08.13	7395.7	7466.6	7360.7	7404.9	48093	395086	0
2018.08.14	7406.6	7453.1	7385.8	7449.5	39150	285683	0
2018.08.15	7449.4	7452.7	7307.4	7370.9	50181	518285	0
2018.08.16	7368.1	7426.4	7353.3	7373.8	43941	318880	0
2018.08.17	7373.4	7399.1	7314.1	7381.7	41836	339799	0
2018.08.20	7381.4	7412.4	7347.2	7377.3	36489	219802	0
2018.08.21	7375.3	7448.2	7364.0	7372.7	32401	174168	0
2018.08.22	7366.5	7440.7	7347.0	7428.3	38114	211287	0
2018.08.23	7429.2	7471.2	7407.7	7419.2	35385	214299	0
2018.08.24	7422.7	7495.7	7418.2	7491.5	31822	174999	0
2018.08.27	7496.0	7564.5	7494.3	7563.0	27910	172739	0
2018.08.28	7567.0	7593.5	7560.7	7577.0	28622	168738	0
2018.08.29	7577.3	7671.1	7576.9	7668.1	26967	169044	0
2018.08.30	7669.8	7694.8	7623.9	7640.8	35519	267731	0
2018.08.31	7637.6	7680.0	7631.0	7670.0	36090	231583	0
2018.09.03	7669.8	7684.5	7655.4	7679.8	18052	53143	0
2018.09.04	7678.0	7690.2	7584.5	7640.8	41911	316558	0
2018.09.05	7637.6	7640.5	7501.5	7533.8	46120	394509	0
2018.09.06	7530.3	7542.0	7406.1	7453.6	51820	550497	0
2018.09.07	7452.6	7493.7	7391.6	7432.2	54220	620377	0
2018.09.10	7431.2	7482.1	7413.3	7459.0	42248	428383	0
2018.09.11	7459.9	7524.0	7403.8	7512.9	38771	353198	0
2018.09.12	7514.7	7539.5	7424.2	7481.4	46132	498899	0
2018.09.13	7479.9	7582.4	7469.1	7564.4	39802	357474	0
2018.09.14	7562.4	7597.6	7515.1	7543.2	36149	221594	0
2018.09.17	7532.4	7546.0	7429.2	7434.1	38822	227467	0
2018.09.18	7431.1	7534.7	7392.5	7499.6	40756	213860	0
2018.09.19	7498.9	7518.7	7443.5	7500.1	36420	287200	0
2018.09.20	7501.6	7588.6	7485.8	7586.6	34110	271153	0
2018.09.21	7573.9	7609.3	7519.7	7519.7	35366	287903	0
2018.09.24	7510.4	7565.9	7446.6	7563.7	38871	350511	0
2018.09.25	7563.4	7575.3	7523.3	7570.2	33198	264655	0
2018.09.26	7569.7	7640.6	7549.3	7561.9	34042	306940	0
2018.09.27	7563.4	7659.1	7558.2	7636.2	34674	256562	0
2018.09.28	7636.4	7649.3	7589.1	7639.7	38549	324163	0
2018.10.01	7647.1	7701.4	7624.7	7644.7	34698	285986	0
2018.10.02	7645.6	7685.5	7602.3	7629.2	39743	367947	0
2018.10.03	7625.4	7677.3	7613.6	7622.2	39270	350496	0
2018.10.04	7621.0	7621.6	7430.3	7496.8	54456	629304	0
2018.10.05	7493.6	7512.7	7320.8	7411.2	66090	784755	0
2018.10.08	7420.4	7425.3	7260.3	7364.7	65685	819886	0
2018.10.09	7363.1	7431.1	7310.1	7370.0	59235	688895	0
2018.10.10	7370.4	7386.9	6975.0	6978.8	83236	1264018	0
2018.10.11	6987.1	7113.2	6883.7	7026.7	156202	1673422	0
2018.10.12	7017.4	7174.1	7009.1	7159.1	110037	1071981	0
2018.10.15	7151.2	7151.2	7037.1	7047.9	88227	861362	0
2018.10.16	7046.4	7331.3	7039.8	7316.1	64352	643787	0
2018.10.17	7315.9	7344.4	7198.2	7290.1	70482	853661	0
2018.10.18	7283.4	7285.1	7071.3	7130.8	77298	947308	0
2018.10.19	7129.9	7220.8	7069.5	7080.5	73367	856647	0
2018.10.22	7046.2	7187.1	7033.1	7133.8	76099	933667	0
2018.10.23	7132.2	7140.4	6920.7	7113.3	98095	1176603	0
2018.10.24	7112.1	7150.2	6762.4	6850.4	102401	1345128	0
2018.10.25	6854.4	7052.2	6792.8	6864.2	109873	1175014	0
2018.10.26	6853.7	6963.1	6710.3	6844.4	145371	1807559	0
2018.10.29	6870.0	6967.6	6557.3	6697.8	115550	1450045	0
2018.10.30	6692.1	6825.0	6637.7	6818.2	129665	1577899	0
2018.10.31	6832.1	7016.9	6792.8	6934.7	87890	1178968	0
2018.11.01	6935.2	7056.6	6914.4	6997.1	79467	1001581	0
2018.11.02	6955.9	7120.3	6888.9	6953.0	100154	1255655	0
2018.11.05	6947.9	6975.4	6842.7	6925.6	415078	745999	0
2018.11.06	6924.6	7012.4	6883.8	6993.1	387618	691275	0
2018.11.07	6987.9	7203.6	6948.6	7198.7	475815	855984	0
2018.11.08	7192.9	7209.9	7112.0	7135.5	418552	725506	0
2018.11.09	7125.7	7145.2	6970.8	7010.1	459983	822556	0
2018.11.12	7007.7	7084.6	6810.7	6825.2	587969	1066035	0
2018.11.13	6828.9	6946.2	6785.0	6841.6	651265	1248926	0
2018.11.14	6846.1	6916.1	6732.9	6767.2	675931	1266874	0
2018.11.15	6764.4	6909.4	6700.9	6871.8	655746	1262227	0
2018.11.16	6857.4	6904.6	6794.1	6887.6	552339	1003346	0
2018.11.19	6862.4	6925.2	6624.2	6665.1	646457	1205190	0
2018.11.20	6658.7	6660.7	6441.3	6516.4	853212	1619373	0
2018.11.21	6516.2	6639.4	6499.8	6568.3	522294	972220	0
2018.11.22	6572.2	6588.8	6498.9	6513.9	104478	197663	0
2018.11.23	6517.9	6593.6	6486.6	6523.1	277285	509460	0
2018.11.26	6525.9	6688.4	6522.1	6633.1	404630	725580	0
2018.11.27	6632.4	6715.7	6606.1	6711.6	467090	852990	0
2018.11.28	6719.1	6915.4	6701.2	6908.4	455984	827146	0
2018.11.29	6898.1	6936.9	6836.3	6899.2	427531	774291	0
2018.11.30	6896.6	6960.1	6864.2	6958.5	305539	551034	0
2018.12.03	7048.0	7131.7	7009.4	7050.3	475035	821694	0
2018.12.04	7043.0	7047.9	6776.1	6794.4	714889	1262577	0
2018.12.05	6789.9	6854.6	6784.5	6842.8	65320	116154	0
2018.12.06	6828.1	6849.1	6624.4	6837.2	766190	1513532	0
2018.12.07	6835.6	6851.1	6591.8	6627.1	725891	1325159	0
2018.12.10	6596.8	6712.5	6533.3	6691.8	663577	1317367	0
2018.12.11	6691.7	6806.1	6649.0	6680.0	507341	979711	0
2018.12.12	6683.4	6870.1	6683.4	6757.9	447909	852220	0
2018.12.13	6771.3	6836.6	6721.4	6744.2	422726	811056	0
2018.12.14	6745.9	6758.2	6581.7	6582.2	326872	599817	0
2018.12.17	6575.1	6634.1	6400.8	6469.8	353641	699569	0
2018.12.18	6468.4	6555.4	6435.3	6442.3	265774	568181	0
2018.12.19	6443.9	6589.3	6280.6	6326.2	403145	936526	0
2018.12.20	6333.7	6385.4	6161.3	6302.1	633560	1490317	0
2018.12.21	6299.7	6316.9	6009.8	6059.4	558423	1278081	0
2018.12.24	6014.7	6102.2	5868.3	5870.4	398394	877572	0
2018.12.26	5888.1	6287.9	5799.4	6255.6	524552	1160203	0
2018.12.27	6263.3	6311.9	6033.5	6288.8	650504	1385736	0
2018.12.28	6293.3	6382.4	6223.3	6274.5	581835	1249983	0
2018.12.31	6307.1	6356.2	6262.7	6331.0	332932	656291	0
2019.01.02	6323.7	6389.3	6132.8	6245.9	575380	1138932	0
2019.01.03	6209.9	6284.9	6129.4	6150.9	625417	1225657	0
2019.01.04	6143.9	6444.8	6116.7	6413.7	540586	1053396	0
2019.01.07	6426.2	6518.3	6385.0	6485.9	453204	842182	0
2019.01.08	6487.6	6568.9	6449.9	6536.6	485616	880503	0
2019.01.09	6529.6	6627.5	6529.0	6584.2	476657	877274	0
2019.01.10	6577.6	6623.4	6510.2	6609.6	445739	809615	0
2019.01.11	6604.8	6614.3	6554.8	6596.9	323028	575529	0
2019.01.14	6581.9	6582.2	6504.5	6530.2	283938	496408	0
2019.01.15	6525.7	6671.1	6524.3	6661.1	356795	643275	0
2019.01.16	6656.7	6718.8	6645.9	6653.7	294307	527553	0
2019.01.17	6651.8	6742.5	6594.1	6713.2	338581	612573	0
2019.01.18	6704.1	6810.4	6694.2	6787.9	337087	607273	0
2019.01.21	6774.4	6775.2	6724.1	6745.4	84644	148618	0
2019.01.22	6744.9	6759.9	6594.3	6637.2	379773	681142	0
2019.01.23	6632.4	6706.5	6575.0	6653.2	380592	684070	0
2019.01.24	6647.3	6701.0	6635.0	6667.0	375096	662164	0
2019.01.25	6666.1	6792.9	6658.8	6777.6	292481	513863	0
2019.01.28	6766.1	6772.8	6631.1	6680.7	336839	612345	0
2019.01.29	6676.2	6702.9	6599.5	6663.6	287952	521661	0
2019.01.30	6677.4	6828.1	6639.6	6823.3	344199	614006	0
2019.01.31	6830.9	6926.6	6822.3	6915.3	324512	577587	0
2019.02.01	6887.2	6911.0	6844.3	6861.6	335464	590403	0
2019.02.04	6843.7	6964.1	6841.1	6924.6	195317	346879	0
2019.02.05	6918.2	7017.4	6911.3	6996.7	192797	344247	0
2019.02.06	6994.7	7022.4	6957.1	6974.3	216908	382781	0
2019.02.07	6970.9	6978.9	6843.1	6890.7	350457	636905	0
2019.02.08	6884.6	6913.1	6828.8	6911.2	289697	524877	0
2019.02.11	6920.6	6956.4	6883.2	6899.8	247623	441623	0
2019.02.12	6896.1	7017.1	6891.1	7009.1	184094	324185	0
2019.02.13	7003.9	7058.4	7000.1	7008.7	195771	344768	0
2019.02.14	7006.2	7045.4	6960.8	7008.8	304706	546417	0
2019.02.15	7003.1	7084.9	6964.3	7054.7	257604	450116	0
2019.02.18	7067.1	7073.8	7045.7	7071.7	72151	116788	0
2019.02.19	7065.1	7085.7	7025.8	7058.7	164422	292741	0
2019.02.20	7055.2	7097.8	7025.1	7064.2	234999	422103	0
2019.02.21	7062.7	7105.6	6998.8	7030.4	267075	476686	0
2019.02.22	7021.9	7096.3	7012.3	7094.6	196644	347363	0
2019.02.25	7108.6	7163.5	7096.5	7115.2	187694	328646	0
2019.02.26	7114.8	7146.3	7067.7	7105.5	207117	363228	0
2019.02.27	7100.4	7127.0	7043.3	7118.6	196465	341777	0
2019.02.28	7114.0	7126.2	7067.1	7105.5	193124	337420	0
2019.03.01	7100.0	7160.5	7093.2	7153.8	180908	322585	0
2019.03.04	7176.5	7207.2	7070.4	7139.7	280035	507035	0
2019.03.05	7137.5	7177.7	7120.2	7153.9	226211	394499	0
2019.03.06	7146.5	7166.2	7102.6	7105.5	234041	416054	0
2019.03.07	7104.7	7118.4	7000.1	7024.3	281035	502144	0
2019.03.08	7020.8	7030.2	6935.2	7027.0	239926	404517	0
2019.03.11	7009.8	7175.6	6994.4	7172.2	39818	310172	0
2019.03.12	7168.9	7223.7	7159.8	7211.9	41583	387374	0
2019.03.13	7209.7	7297.7	7184.1	7271.8	40382	381565	0
2019.03.14	7273.2	7291.5	7238.6	7243.9	40515	358704	0
2019.03.15	7245.3	7335.6	7242.8	7319.3	35157	354523	0
2019.03.18	7314.3	7355.1	7297.5	7337.6	32414	297914	0
2019.03.19	7339.0	7397.0	7326.8	7353.5	36610	388176	0
2019.03.20	7351.8	7434.2	7326.6	7376.2	46738	505383	0
2019.03.21	7378.6	7516.6	7343.9	7505.9	45633	483742	0
2019.03.22	7501.9	7520.6	7329.8	7334.3	61568	755473	0
2019.03.25	7355.2	7366.4	7266.1	7337.7	66447	771706	0
2019.03.26	7333.8	7424.1	7317.1	7359.6	52841	547755	0
2019.03.27	7356.7	7381.4	7252.8	7301.7	57539	685249	0
2019.03.28	7298.7	7349.2	7265.6	7330.1	53200	553002	0
2019.03.29	7329.8	7391.3	7326.2	7388.1	43459	430783	0
2019.04.01	7409.5	7484.1	7409.1	7474.8	40443	415398	0
2019.04.02	7470.5	7510.0	7460.6	7493.8	32485	312072	0
2019.04.03	7493.1	7594.9	7490.1	7559.1	37767	387341	0
2019.04.04	7560.3	7576.5	7500.9	7541.1	41252	372317	0
2019.04.05	7539.9	7592.2	7533.9	7591.3	36166	320217	0
2019.04.08	7589.9	7609.6	7542.0	7605.2	33029	276373	0
2019.04.09	7606.6	7613.3	7559.5	7570.8	31991	293872	0
2019.04.10	7570.6	7625.6	7555.7	7624.3	31949	271733	0
2019.04.11	7622.7	7640.7	7582.3	7598.9	32494	284381	0
2019.04.12	7595.1	7644.8	7591.0	7633.4	31552	259279	0
2019.04.15	7633.4	7639.8	7579.7	7630.0	26135	225817	0
2019.04.16	7632.0	7674.9	7628.8	7656.7	29568	260982	0
2019.04.17	7656.1	7714.4	7648.6	7666.3	34173	331848	0
2019.04.18	7670.4	7702.7	7640.2	7695.4	35347	314276	0
2019.04.22	7690.9	7725.7	7649.7	7720.2	30070	217421	0
2019.04.23	7716.5	7823.3	7704.5	7813.1	29178	275049	0
2019.04.24	7812.5	7832.6	7782.6	7820.2	32624	298918	0
2019.04.25	7835.1	7859.4	7772.8	7774.8	36869	379114	0
2019.04.26	7775.8	7825.3	7736.3	7817.1	40201	402643	0
2019.04.29	7818.9	7849.4	7786.7	7788.3	30860	266563	0
2019.04.30	7784.8	7837.9	7721.8	7832.6	36945	373783	0
2019.05.01	7829.0	7849.0	7717.3	7719.2	36535	428789	0
2019.05.02	7718.9	7787.6	7665.2	7719.0	51403	588667	0
2019.05.03	7717.7	7854.3	7716.9	7854.2	37556	328241	0
2019.05.06	7769.9	7800.1	7649.3	7782.4	77337	751184	0
2019.05.07	7730.2	7785.9	7564.1	7651.3	72818	1026931	0
2019.05.08	7650.8	7679.9	7582.3	7622.6	74388	859512	0
2019.05.09	7621.3	7626.4	7465.9	7577.7	78226	1018220	0
2019.05.10	7572.7	7638.3	7422.6	7596.9	107025	1268115	0
2019.05.13	7514.6	7537.0	7293.1	7301.2	85889	1308024	0
2019.05.14	7303.6	7449.4	7277.9	7414.6	63921	783214	0
2019.05.15	7415.0	7529.3	7342.7	7517.3	61312	739781	0
2019.05.16	7513.9	7633.1	7463.4	7594.7	59039	667390	0
2019.05.17	7588.6	7612.1	7499.3	7504.6	69204	910722	0
2019.05.20	7510.2	7552.2	7355.3	7399.7	75439	999040	0
2019.05.21	7403.2	7480.1	7395.1	7457.2	54078	571647	0
2019.05.22	7455.8	7469.1	7385.6	7421.3	53298	610572	0
2019.05.23	7423.3	7428.6	7263.6	7308.9	67682	914446	0
2019.05.24	7312.9	7375.1	7296.1	7307.0	50914	562722	0
2019.05.27	7312.2	7333.0	7287.7	7313.4	26680	141720	0
2019.05.28	7308.7	7366.9	7276.0	7286.7	53181	628505	0
2019.05.29	7283.0	7290.8	7178.7	7210.6	62983	710107	0
2019.05.30	7209.1	7266.6	7203.5	7249.5	49999	485111	0
2019.05.31	7246.1	7251.4	7126.6	7134.5	65086	700239	0
2019.06.03	7102.9	7130.7	6939.2	7004.4	76890	1096679	0
2019.06.04	7007.9	7183.5	6979.0	7182.4	56697	674803	0
2019.06.05	7186.4	7242.4	7148.2	7229.9	58478	688746	0
2019.06.06	7201.0	7298.0	7178.4	7259.4	56167	585374	0
2019.06.07	7260.7	7452.1	7255.9	7426.6	49532	559528	0
2019.06.10	7471.7	7578.1	7430.3	7517.8	52184	508000	0
2019.06.11	7518.3	7600.4	7492.6	7519.3	49001	553173	0
2019.06.12	7515.0	7529.8	7460.8	7475.4	46825	452693	0
2019.06.13	7475.6	7535.6	7419.8	7509.8	52873	510940	0
2019.06.14	7495.6	7519.8	7450.6	7482.7	46141	435223	0
2019.06.17	7480.8	7550.2	7479.7	7538.0	35316	230111	0
2019.06.18	7540.3	7694.4	7513.6	7647.9	49706	557006	0
2019.06.19	7644.2	7683.9	7602.0	7667.4	45710	515561	0
2019.06.20	7664.5	7791.9	7663.7	7734.6	49400	492647	0
2019.06.21	7733.1	7774.9	7697.1	7717.2	49597	451444	0
2019.06.24	7713.9	7765.2	7713.3	7728.1	38498	304626	0
2019.06.25	7727.9	7751.5	7582.9	7605.6	48949	462573	0
2019.06.26	7605.4	7691.6	7588.3	7615.1	48612	419686	0
2019.06.27	7617.4	7686.0	7615.2	7656.6	44937	363177	0
2019.06.28	7659.6	7698.9	7636.9	7696.0	39286	303065	0
2019.07.01	7779.9	7823.6	7732.8	7765.3	49044	396319	0
2019.07.02	7765.4	7815.9	7736.1	7814.3	39353	288348	0
2019.07.03	7812.0	7867.4	7797.6	7861.7	27934	201043	0
2019.07.04	7873.9	7883.4	7855.2	7877.4	16692	63744	0
2019.07.05	7875.7	7885.2	7774.1	7830.8	38820	311055	0
2019.07.08	7833.7	7838.9	7754.3	7777.5	39632	289784	0
2019.07.09	7774.7	7835.1	7719.1	7823.3	37564	275363	0
2019.07.10	7821.2	7926.1	7787.4	7901.1	45591	396632	0
2019.07.11	7901.6	7938.9	7871.1	7894.3	41060	337351	0
2019.07.12	7891.3	7943.5	7887.8	7933.4	33033	240918	0
2019.07.15	7933.8	7968.8	7917.2	7960.7	30638	213039	0
2019.07.16	7958.5	7977.3	7900.8	7915.2	33064	241196	0
2019.07.17	7917.2	7942.4	7844.1	7845.9	33438	248041	0
2019.07.18	7845.4	7930.4	7809.1	7925.7	43101	383344	0
2019.07.19	7928.9	7956.7	7791.1	7795.4	49468	454386	0
2019.07.22	7804.9	7912.9	7802.3	7902.7	42820	390929	0
2019.07.23	7905.6	7961.6	7884.8	7917.2	37674	341260	0
2019.07.24	7920.2	8028.2	7901.4	7978.9	38913	334152	0
2019.07.25	7980.9	8011.2	7893.9	7957.8	46709	475465	0
2019.07.26	7972.7	8018.3	7964.7	7992.4	34746	308626	0
2019.07.29	7998.0	8008.4	7929.3	7982.1	32586	293477	0
2019.07.30	7979.8	7996.9	7905.3	7963.8	42331	416121	0
2019.07.31	7970.7	7978.3	7760.1	7819.1	56385	760309	0
2019.08.01	7808.1	7992.1	7754.6	7769.7	77951	1120634	0
2019.08.02	7776.3	7782.9	7627.8	7684.8	94055	1252208	0
2019.08.05	7664.1	7682.6	7337.8	7347.2	101217	1270970	0
2019.08.06	7323.9	7528.6	7202.2	7497.2	121928	1476687	0
2019.08.07	7496.8	7557.1	7367.2	7530.7	104930	1570664	0
2019.08.08	7526.5	7717.9	7504.9	7709.2	71952	763523	0
2019.08.09	7679.7	7703.3	7579.4	7650.5	76666	949112	0
2019.08.12	7646.7	7692.1	7520.6	7556.8	74699	882065	0
2019.08.13	7555.6	7775.1	7498.9	7736.2	83703	1173403	0
2019.08.14	7731.3	7752.3	7464.4	7464.4	91660	1306830	0
2019.08.15	7458.8	7557.3	7375.2	7497.4	112934	1474706	0
2019.08.16	7496.8	7624.1	7491.5	7601.7	64181	674300	0
2019.08.19	7624.3	7742.1	7616.3	7712.5	50676	464602	0
2019.08.20	7709.7	7743.1	7647.3	7651.2	53073	556487	0
2019.08.21	7644.6	7758.4	7644.1	7749.1	45047	431670	0
2019.08.22	7746.4	7773.9	7647.2	7699.2	56384	635112	0
2019.08.23	7699.9	7754.5	7441.0	7483.0	85258	1285035	0
2019.08.26	7403.2	7618.2	7344.9	7581.3	108412	1024864	0
2019.08.27	7583.7	7641.6	7530.3	7558.0	71207	772206	0
2019.08.28	7554.5	7598.9	7497.3	7572.1	64799	689033	0
2019.08.29	7574.7	7723.4	7541.1	7698.4	59318	588993	0
2019.08.30	7688.6	7762.8	7640.8	7669.7	56053	598589	0
2019.09.02	7592.4	7689.2	7575.8	7608.4	42787	247241	0
2019.09.03	7603.9	7671.3	7582.2	7612.1	76768	803846	0
2019.09.04	7604.1	7724.6	7602.3	7717.1	49613	459287	0
2019.09.05	7716.1	7882.1	7711.4	7846.7	52656	537823	0
2019.09.06	7849.4	7889.7	7835.9	7861.4	47478	454804	0
2019.09.09	7860.3	7883.5	7796.0	7830.9	43572	421447	0
2019.09.10	7831.9	7854.3	7741.9	7815.1	54521	594707	0
2019.09.11	7815.4	7901.5	7783.4	7889.7	51461	486700	0
2019.09.12	7890.2	7979.8	7883.9	7907.2	61999	671504	0
2019.09.13	7920.0	7955.1	7881.5	7886.8	43338	449763	0
2019.09.16	7843.4	7872.5	7775.3	7862.1	58900	500075	0
2019.09.17	7866.6	7896.4	7827.0	7891.9	43139	270503	0
2019.09.18	7889.9	7902.5	7789.2	7899.2	42214	495049	0
2019.09.19	7900.1	7949.4	7827.1	7893.6	48311	482916	0
2019.09.20	7890.9	7927.2	7786.7	7807.0	46634	594108	0
2019.09.23	7844.6	7872.3	7784.3	7843.7	50373	452440	0
2019.09.24	7845.9	7878.3	7678.3	7714.1	58988	769303	0
2019.09.25	7711.5	7820.6	7640.3	7798.9	59021	657835	0
2019.09.26	7797.3	7818.6	7711.4	7761.3	53940	588253	0
2019.09.27	7762.0	7797.8	7617.5	7692.7	61072	780846	0
2019.09.30	7727.3	7764.6	7681.8	7761.7	51412	425814	0
2019.10.01	7758.8	7819.4	7668.7	7686.1	56577	630297	0
2019.10.02	7685.1	7707.0	7504.3	7533.9	67532	789598	0
2019.10.03	7534.9	7639.2	7454.2	7638.3	72772	854050	0
2019.10.04	7632.3	7754.1	7603.0	7747.2	57236	561622	0
