<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.01.04	19:00:00	10968.4	10979.8	10923.8	10924.3	7299	0	15
2023.01.04	20:00:00	10924.0	10966.0	10897.0	10934.1	6947	0	15
2023.01.04	21:00:00	10934.1	10984.0	10822.5	10914.5	20176	0	15
2023.01.04	22:00:00	10914.0	10942.2	10827.4	10916.5	12768	0	15
2023.01.04	23:00:00	10917.0	10924.4	10893.4	10902.7	664	0	15
2023.01.05	01:00:00	10916.4	10924.7	10906.1	10915.9	1138	0	27
2023.01.05	02:00:00	10915.7	10918.6	10901.2	10901.6	1597	0	27
2023.01.05	03:00:00	10901.7	10915.4	10896.6	10899.6	1740	0	27
2023.01.05	04:00:00	10899.7	10900.8	10854.2	10872.9	2017	0	27
2023.01.05	05:00:00	10872.6	10882.3	10860.4	10872.5	1296	0	27
2023.01.05	06:00:00	10872.4	10906.9	10872.4	10903.3	828	0	27
2023.01.05	07:00:00	10902.4	10909.5	10894.9	10902.3	908	0	27
2023.01.05	08:00:00	10903.1	10912.5	10871.9	10871.9	1366	0	27
2023.01.05	09:00:00	10872.2	10888.3	10862.1	10871.4	2401	0	27
2023.01.05	10:00:00	10871.8	10895.3	10851.3	10882.1	4869	0	27
2023.01.05	11:00:00	10881.9	10903.8	10865.5	10903.4	3082	0	27
2023.01.05	12:00:00	10903.8	10935.6	10896.9	10922.9	2761	0	27
2023.01.05	13:00:00	10923.5	10959.6	10923.5	10943.9	2002	0	27
2023.01.05	14:00:00	10943.7	10965.6	10923.6	10927.8	2011	0	27
2023.01.05	15:00:00	10928.5	10940.1	10832.9	10849.5	7918	0	27
2023.01.05	16:00:00	10848.8	10848.8	10735.5	10788.5	12828	0	15
2023.01.05	17:00:00	10788.9	10847.0	10755.2	10762.6	15991	0	15
2023.01.05	18:00:00	10762.2	10809.0	10751.4	10778.0	9785	0	15
2023.01.05	19:00:00	10777.6	10808.8	10758.3	10759.9	7675	0	15
2023.01.05	20:00:00	10760.4	10837.4	10745.0	10797.3	10144	0	15
2023.01.05	21:00:00	10798.6	10836.4	10782.8	10802.5	8040	0	15
2023.01.05	22:00:00	10802.9	10803.0	10729.6	10743.9	8165	0	15
2023.01.05	23:00:00	10744.5	10763.2	10740.0	10759.7	686	0	15
2023.01.06	01:00:00	10764.2	10770.9	10753.8	10763.5	829	0	27
2023.01.06	02:00:00	10762.5	10776.2	10762.5	10775.0	910	0	27
2023.01.06	03:00:00	10775.9	10791.5	10770.4	10787.5	1023	0	27
2023.01.06	04:00:00	10787.8	10791.5	10785.6	10789.1	689	0	27
2023.01.06	05:00:00	10788.9	10808.6	10787.9	10793.4	699	0	27
2023.01.06	06:00:00	10794.5	10801.8	10788.0	10798.0	461	0	27
2023.01.06	07:00:00	10798.1	10798.4	10767.2	10772.8	809	0	27
2023.01.06	08:00:00	10773.1	10779.7	10767.2	10773.0	798	0	27
2023.01.06	09:00:00	10773.1	10787.3	10741.5	10743.8	1812	0	27
2023.01.06	10:00:00	10743.8	10758.7	10735.1	10751.9	3802	0	27
2023.01.06	11:00:00	10750.5	10752.8	10702.1	10727.1	2471	0	27
2023.01.06	12:00:00	10727.7	10745.3	10713.4	10714.5	2160	0	27
2023.01.06	13:00:00	10714.3	10736.5	10706.6	10716.5	1787	0	27
2023.01.06	14:00:00	10716.1	10730.7	10702.3	10718.4	1908	0	27
2023.01.06	15:00:00	10719.1	10892.3	10675.0	10866.8	12553	0	27
2023.01.06	16:00:00	10866.8	10874.0	10691.5	10738.6	16667	0	15
2023.01.06	17:00:00	10752.4	10923.5	10752.3	10910.4	21762	0	15
2023.01.06	18:00:00	10911.4	10967.5	10894.1	10948.4	11188	0	15
2023.01.06	19:00:00	10948.1	10963.4	10922.1	10937.1	7477	0	15
2023.01.06	20:00:00	10938.1	10999.3	10932.9	10996.4	6107	0	15
2023.01.06	21:00:00	10997.1	11073.6	10994.5	11062.9	6900	0	15
2023.01.06	22:00:00	11062.5	11089.1	11031.1	11039.6	8024	0	15
2023.01.06	23:00:00	11038.4	11043.3	11017.5	11030.9	964	0	15
2023.01.09	01:00:00	11053.6	11083.4	11052.6	11066.4	2111	0	27
2023.01.09	02:00:00	11067.1	11076.1	11047.1	11074.4	1243	0	27
2023.01.09	03:00:00	11074.3	11075.3	11054.8	11061.9	1918	0	27
2023.01.09	04:00:00	11062.7	11074.7	11061.7	11069.2	1152	0	27
2023.01.09	05:00:00	11069.3	11072.2	11061.8	11070.9	406	0	27
2023.01.09	06:00:00	11070.8	11101.2	11070.3	11097.7	480	0	27
2023.01.09	07:00:00	11096.9	11097.4	11083.8	11090.8	855	0	27
2023.01.09	08:00:00	11090.6	11091.9	11075.8	11082.8	835	0	27
2023.01.09	09:00:00	11084.4	11091.7	11048.1	11054.6	2082	0	27
2023.01.09	10:00:00	11054.6	11074.3	11044.6	11051.7	4116	0	27
2023.01.09	11:00:00	11051.8	11109.7	11049.7	11088.9	2540	0	27
2023.01.09	12:00:00	11090.1	11101.2	11074.9	11084.4	1914	0	27
2023.01.09	13:00:00	11084.6	11092.4	11064.8	11074.1	1720	0	27
2023.01.09	14:00:00	11073.8	11108.7	11071.6	11093.9	1752	0	27
2023.01.09	15:00:00	11094.1	11119.4	11070.1	11098.3	2456	0	27
2023.01.09	16:00:00	11097.4	11235.4	11094.3	11234.7	12322	0	15
2023.01.09	17:00:00	11235.3	11288.2	11204.6	11258.9	12568	0	15
2023.01.09	18:00:00	11259.3	11309.4	11258.2	11293.9	8193	0	15
2023.01.09	19:00:00	11294.2	11297.7	11255.3	11278.7	6969	0	15
2023.01.09	20:00:00	11278.3	11291.4	11188.3	11206.7	8227	0	15
2023.01.09	21:00:00	11205.7	11232.6	11144.7	11150.1	8887	0	15
2023.01.09	22:00:00	11150.8	11162.9	11086.2	11111.4	11241	0	15
2023.01.09	23:00:00	11111.8	11114.8	11094.8	11107.3	836	0	15
2023.01.10	01:00:00	11106.8	11109.7	11090.3	11095.9	631	0	27
2023.01.10	02:00:00	11097.4	11099.2	11066.6	11077.6	1695	0	27
2023.01.10	03:00:00	11076.7	11102.6	11076.4	11097.6	1357	0	27
2023.01.10	04:00:00	11098.2	11101.1	11048.7	11065.6	1659	0	27
2023.01.10	05:00:00	11065.8	11077.7	11053.8	11065.9	1350	0	27
2023.01.10	06:00:00	11065.8	11072.1	11063.6	11069.3	672	0	27
2023.01.10	07:00:00	11068.4	11089.8	11062.6	11083.6	847	0	27
2023.01.10	08:00:00	11084.3	11095.7	11077.3	11092.7	946	0	27
2023.01.10	09:00:00	11092.6	11097.6	11074.8	11083.2	1883	0	27
2023.01.10	10:00:00	11084.6	11119.3	11079.1	11094.9	3648	0	27
2023.01.10	11:00:00	11095.1	11112.6	11079.2	11112.2	2591	0	27
2023.01.10	12:00:00	11111.8	11129.2	11100.1	11120.1	1928	0	27
2023.01.10	13:00:00	11120.2	11123.3	11060.3	11070.6	1923	0	27
2023.01.10	14:00:00	11070.8	11072.6	11017.8	11041.2	3369	0	27
2023.01.10	15:00:00	11040.8	11054.9	11020.3	11051.2	2044	0	27
2023.01.10	16:00:00	11050.8	11169.9	11041.3	11134.4	17245	0	15
2023.01.10	17:00:00	11134.7	11207.2	11045.1	11132.2	18074	0	15
2023.01.10	18:00:00	11131.9	11147.2	11092.2	11119.4	11709	0	15
2023.01.10	19:00:00	11118.6	11161.6	11085.4	11147.4	7834	0	15
2023.01.10	20:00:00	11147.9	11176.4	11136.1	11173.3	5967	0	15
2023.01.10	21:00:00	11173.9	11199.8	11164.4	11177.6	6046	0	15
2023.01.10	22:00:00	11177.1	11213.8	11145.9	11213.8	7120	0	15
2023.01.10	23:00:00	11213.3	11216.3	11205.5	11208.3	414	0	15
2023.01.11	01:00:00	11209.4	11214.3	11197.3	11212.3	438	0	27
2023.01.11	02:00:00	11213.0	11228.7	11212.3	11223.5	539	0	27
2023.01.11	03:00:00	11224.2	11224.3	11200.5	11211.4	715	0	27
2023.01.11	04:00:00	11210.8	11218.3	11203.5	11203.5	501	0	27
2023.01.11	05:00:00	11203.8	11209.2	11198.3	11207.8	384	0	27
2023.01.11	06:00:00	11208.1	11214.8	11201.0	11204.7	417	0	27
2023.01.11	07:00:00	11204.3	11218.8	11200.3	11205.9	568	0	27
2023.01.11	08:00:00	11206.1	11211.7	11193.8	11194.9	675	0	27
2023.01.11	09:00:00	11194.0	11194.4	11167.8	11178.3	1331	0	27
2023.01.11	10:00:00	11178.4	11197.1	11171.9	11194.4	2663	0	27
2023.01.11	11:00:00	11194.6	11243.7	11189.2	11232.2	1699	0	27
2023.01.11	12:00:00	11232.3	11251.8	11215.8	11220.3	2212	0	27
2023.01.11	13:00:00	11220.1	11245.8	11212.6	11226.7	1620	0	27
2023.01.11	14:00:00	11226.6	11233.8	11203.5	11225.7	1866	0	27
2023.01.11	15:00:00	11225.6	11255.7	11224.7	11251.3	1720	0	27
2023.01.11	16:00:00	11250.5	11291.4	11219.5	11265.0	10766	0	15
2023.01.11	17:00:00	11266.4	11316.6	11241.9	11249.6	11540	0	15
2023.01.11	18:00:00	11250.1	11312.6	11246.6	11304.8	6980	0	15
2023.01.11	19:00:00	11305.1	11346.9	11304.1	11329.8	5793	0	15
2023.01.11	20:00:00	11330.4	11369.3	11314.6	11337.4	5801	0	15
2023.01.11	21:00:00	11337.8	11360.9	11323.5	11349.3	4260	0	15
2023.01.11	22:00:00	11349.6	11407.4	11347.9	11403.8	5555	0	15
2023.01.11	23:00:00	11404.1	11404.9	11391.4	11402.5	364	0	15
2023.01.12	01:00:00	11404.0	11404.4	11393.9	11402.8	306	0	27
2023.01.12	02:00:00	11403.5	11404.3	11391.0	11397.4	486	0	27
2023.01.12	03:00:00	11398.2	11403.9	11389.8	11398.0	645	0	27
2023.01.12	04:00:00	11397.8	11401.7	11390.0	11392.2	407	0	27
2023.01.12	05:00:00	11392.9	11400.0	11391.5	11396.9	280	0	27
2023.01.12	06:00:00	11397.3	11419.1	11397.3	11414.7	192	0	27
2023.01.12	07:00:00	11413.5	11416.2	11409.5	11409.5	288	0	27
2023.01.12	08:00:00	11410.2	11413.3	11396.6	11396.8	432	0	27
2023.01.12	09:00:00	11397.5	11399.2	11378.9	11392.2	805	0	27
2023.01.12	10:00:00	11392.8	11400.7	11379.6	11398.7	2200	0	27
2023.01.12	11:00:00	11398.6	11416.0	11393.5	11410.8	1274	0	27
2023.01.12	12:00:00	11410.0	11410.0	11377.3	11391.4	1408	0	27
2023.01.12	13:00:00	11390.7	11400.2	11386.8	11391.9	1123	0	27
2023.01.12	14:00:00	11393.0	11424.0	11389.8	11423.3	826	0	27
2023.01.12	15:00:00	11424.0	11489.3	11219.5	11473.0	16125	0	27
2023.01.12	16:00:00	11473.4	11506.4	11239.6	11285.4	23161	0	15
2023.01.12	17:00:00	11285.9	11439.4	11283.6	11358.1	21482	0	15
2023.01.12	18:00:00	11357.8	11424.6	11316.9	11417.9	15217	0	15
2023.01.12	19:00:00	11417.6	11479.9	11402.6	11465.1	8131	0	15
2023.01.12	20:00:00	11464.6	11499.1	11380.6	11493.6	10547	0	15
2023.01.12	21:00:00	11494.6	11502.4	11445.5	11464.4	9274	0	15
2023.01.12	22:00:00	11464.1	11466.4	11412.5	11459.5	9576	0	15
2023.01.12	23:00:00	11458.9	11466.3	11447.6	11450.3	459	0	15
2023.01.13	01:00:00	11452.5	11454.3	11442.7	11452.0	434	0	27
2023.01.13	02:00:00	11453.1	11463.4	11445.5	11447.2	1241	0	27
2023.01.13	03:00:00	11447.3	11455.2	11414.8	11422.3	2458	0	27
2023.01.13	04:00:00	11421.5	11422.1	11399.3	11416.2	1451	0	27
2023.01.13	05:00:00	11417.3	11424.2	11405.9	11413.3	899	0	27
2023.01.13	06:00:00	11413.1	11419.4	11409.5	11419.2	373	0	27
2023.01.13	07:00:00	11418.6	11421.4	11410.5	11418.6	813	0	27
2023.01.13	08:00:00	11419.0	11437.3	11416.9	11434.8	935	0	27
2023.01.13	09:00:00	11434.8	11453.2	11428.3	11452.4	1763	0	27
2023.01.13	10:00:00	11453.2	11455.4	11428.0	11452.9	3981	0	27
2023.01.13	11:00:00	11453.8	11455.3	11422.0	11446.6	2291	0	27
2023.01.13	12:00:00	11446.8	11461.3	11435.7	11441.4	2116	0	27
2023.01.13	13:00:00	11440.8	11441.7	11387.3	11401.8	3694	0	27
2023.01.13	14:00:00	11401.8	11410.5	11333.3	11340.5	4951	0	27
2023.01.13	15:00:00	11341.6	11351.4	11322.2	11332.8	3923	0	27
2023.01.13	16:00:00	11334.0	11405.3	11317.1	11385.2	11804	0	15
2023.01.13	17:00:00	11385.4	11466.4	11368.9	11445.3	13746	0	15
2023.01.13	18:00:00	11445.0	11453.4	11382.3	11412.8	9667	0	15
2023.01.13	19:00:00	11412.4	11456.4	11408.6	11453.6	5949	0	15
2023.01.13	20:00:00	11454.3	11496.4	11433.5	11488.9	5378	0	15
2023.01.13	21:00:00	11489.4	11506.4	11477.1	11493.9	4947	0	15
2023.01.13	22:00:00	11494.4	11547.4	11491.1	11535.9	5739	0	15
2023.01.13	23:00:00	11535.3	11538.9	11514.5	11529.4	563	0	15
2023.01.16	01:00:00	11535.1	11547.3	11510.5	11514.7	1341	0	27
2023.01.16	02:00:00	11515.4	11536.2	11511.3	11532.8	1231	0	27
2023.01.16	03:00:00	11532.5	11565.7	11529.5	11560.4	1901	0	27
2023.01.16	04:00:00	11561.1	11563.2	11549.8	11554.7	1003	0	27
2023.01.16	05:00:00	11555.7	11555.9	11544.9	11554.2	518	0	27
2023.01.16	06:00:00	11555.2	11555.7	11545.0	11545.9	320	0	27
2023.01.16	07:00:00	11545.2	11546.8	11531.1	11532.8	543	0	27
2023.01.16	08:00:00	11532.6	11534.7	11511.4	11518.8	936	0	27
2023.01.16	09:00:00	11517.8	11519.2	11508.3	11518.7	1175	0	27
2023.01.16	10:00:00	11517.6	11518.3	11460.3	11465.3	2611	0	27
2023.01.16	11:00:00	11465.3	11469.7	11438.0	11442.8	2302	0	27
2023.01.16	12:00:00	11443.8	11482.4	11442.9	11480.7	1369	0	27
2023.01.16	13:00:00	11481.4	11509.3	11479.3	11491.2	775	0	27
2023.01.16	14:00:00	11490.0	11499.8	11483.5	11496.3	1160	0	27
2023.01.16	15:00:00	11496.3	11523.5	11494.8	11515.4	1045	0	27
2023.01.16	16:00:00	11515.3	11539.1	11512.5	11527.5	1885	0	15
2023.01.16	17:00:00	11527.9	11536.4	11510.5	11523.5	1643	0	15
2023.01.16	18:00:00	11523.2	11526.8	11494.8	11498.8	1300	0	15
2023.01.16	19:00:00	11498.0	11512.8	11489.1	11491.9	1375	0	15
2023.01.17	01:00:00	11500.1	11525.7	11497.8	11513.2	1112	0	27
2023.01.17	02:00:00	11512.8	11529.0	11497.1	11515.2	2068	0	27
2023.01.17	03:00:00	11514.8	11518.9	11480.0	11485.5	2291	0	27
2023.01.17	04:00:00	11483.7	11498.2	11470.0	11479.9	1532	0	27
2023.01.17	05:00:00	11479.8	11484.9	11471.0	11480.2	811	0	27
2023.01.17	06:00:00	11479.3	11483.4	11472.9	11473.8	612	0	27
2023.01.17	07:00:00	11473.0	11476.2	11462.5	11471.4	665	0	27
2023.01.17	08:00:00	11470.5	11479.2	11464.1	11465.7	705	0	27
2023.01.17	09:00:00	11466.1	11484.0	11458.3	11477.8	1511	0	27
2023.01.17	10:00:00	11477.0	11496.5	11474.0	11488.7	3130	0	27
2023.01.17	11:00:00	11489.4	11504.3	11466.9	11483.8	2114	0	27
2023.01.17	12:00:00	11482.8	11506.4	11474.5	11497.9	1956	0	27
2023.01.17	13:00:00	11498.9	11500.0	11484.5	11497.9	1650	0	27
2023.01.17	14:00:00	11498.1	11516.2	11479.4	11488.2	2594	0	27
2023.01.17	15:00:00	11488.9	11513.2	11470.3	11491.8	3506	0	27
2023.01.17	16:00:00	11493.4	11555.0	11478.3	11542.8	10588	0	15
2023.01.17	17:00:00	11544.1	11613.1	11514.1	11538.6	12529	0	15
2023.01.17	18:00:00	11537.8	11555.4	11483.3	11545.9	8429	0	15
2023.01.17	19:00:00	11546.3	11562.4	11516.9	11554.4	5402	0	15
2023.01.17	20:00:00	11554.1	11577.5	11546.6	11573.3	4198	0	15
2023.01.17	21:00:00	11573.8	11578.3	11532.9	11554.6	4872	0	15
2023.01.17	22:00:00	11554.9	11572.1	11531.4	11554.6	5138	0	15
2023.01.17	23:00:00	11555.0	11564.8	11546.5	11550.3	399	0	15
2023.01.18	01:00:00	11540.9	11540.9	11510.5	11521.8	632	0	27
2023.01.18	02:00:00	11522.2	11526.2	11509.7	11519.8	685	0	27
2023.01.18	03:00:00	11519.3	11533.8	11518.7	11530.5	622	0	27
2023.01.18	04:00:00	11529.8	11619.0	11519.0	11576.3	4607	0	27
2023.01.18	05:00:00	11576.7	11590.0	11546.6	11554.4	3411	0	27
2023.01.18	06:00:00	11555.4	11575.8	11543.5	11573.2	1179	0	27
2023.01.18	07:00:00	11574.2	11574.5	11560.5	11568.4	792	0	27
2023.01.18	08:00:00	11567.7	11586.4	11566.3	11582.1	886	0	27
2023.01.18	09:00:00	11582.0	11589.7	11563.9	11576.0	2461	0	27
2023.01.18	10:00:00	11575.9	11589.3	11542.5	11562.7	2912	0	27
2023.01.18	11:00:00	11562.1	11569.0	11548.3	11558.7	1201	0	27
2023.01.18	12:00:00	11558.0	11573.0	11542.1	11565.7	891	0	27
2023.01.18	13:00:00	11565.3	11577.5	11561.0	11573.6	723	0	27
2023.01.18	14:00:00	11572.4	11601.4	11571.1	11598.3	782	0	27
2023.01.18	15:00:00	11598.3	11649.0	11564.0	11618.4	5748	0	27
2023.01.18	16:00:00	11618.1	11654.8	11600.5	11647.9	12466	0	15
2023.01.18	17:00:00	11647.5	11687.1	11514.1	11544.3	13959	0	15
2023.01.18	18:00:00	11544.7	11552.9	11447.0	11478.8	10953	0	15
2023.01.18	19:00:00	11478.4	11487.9	11434.1	11441.5	7385	0	15
2023.01.18	20:00:00	11441.8	11465.4	11411.4	11452.9	6462	0	15
2023.01.18	21:00:00	11453.9	11473.4	11431.9	11452.4	5603	0	15
2023.01.18	22:00:00	11452.1	11468.9	11399.0	11407.3	6873	0	15
2023.01.18	23:00:00	11407.9	11412.8	11396.0	11410.8	375	0	15
2023.01.19	01:00:00	11398.5	11414.2	11397.8	11407.0	678	0	27
2023.01.19	02:00:00	11406.8	11407.5	11377.8	11380.3	1673	0	27
2023.01.19	03:00:00	11381.0	11393.4	11376.1	11383.1	996	0	27
2023.01.19	04:00:00	11383.4	11390.5	11374.7	11388.7	603	0	27
2023.01.19	05:00:00	11390.0	11403.0	11387.9	11388.9	590	0	27
2023.01.19	06:00:00	11389.8	11403.9	11389.8	11395.7	448	0	27
2023.01.19	07:00:00	11396.7	11402.3	11385.3	11388.7	461	0	27
2023.01.19	08:00:00	11389.5	11398.3	11376.8	11376.9	876	0	27
2023.01.19	09:00:00	11377.1	11380.7	11355.9	11371.9	1797	0	27
2023.01.19	10:00:00	11372.7	11414.2	11367.4	11367.6	2830	0	27
2023.01.19	11:00:00	11367.3	11391.0	11350.0	11353.2	1813	0	27
2023.01.19	12:00:00	11353.3	11362.7	11328.3	11340.5	1336	0	27
2023.01.19	13:00:00	11339.5	11341.8	11301.5	11311.4	1252	0	27
2023.01.19	14:00:00	11311.6	11315.6	11284.5	11291.9	1592	0	27
2023.01.19	15:00:00	11291.8	11322.2	11273.1	11315.8	3428	0	27
2023.01.19	16:00:00	11315.4	11374.6	11277.4	11324.3	10141	0	15
2023.01.19	17:00:00	11323.1	11345.4	11249.6	11263.6	14067	0	15
2023.01.19	18:00:00	11263.3	11310.1	11237.1	11257.0	8334	0	15
2023.01.19	19:00:00	11257.3	11299.5	11256.4	11283.4	6152	0	15
2023.01.19	20:00:00	11283.9	11354.4	11279.9	11324.9	8139	0	15
2023.01.19	21:00:00	11324.4	11382.1	11307.6	11354.1	6945	0	15
2023.01.19	22:00:00	11354.4	11369.9	11280.0	11288.4	7343	0	15
2023.01.19	23:00:00	11288.4	11344.7	11283.3	11322.8	2785	0	15
2023.01.20	01:00:00	11330.3	11333.8	11309.5	11311.8	439	0	27
2023.01.20	02:00:00	11311.0	11331.5	11310.3	11327.9	312	0	27
2023.01.20	03:00:00	11328.9	11335.0	11318.5	11331.4	1183	0	27
2023.01.20	04:00:00	11331.6	11332.2	11316.8	11318.7	733	0	27
2023.01.20	05:00:00	11318.8	11328.2	11317.0	11322.0	595	0	27
2023.01.20	06:00:00	11322.7	11328.9	11319.9	11326.9	358	0	27
2023.01.20	07:00:00	11326.8	11334.2	11322.3	11332.4	387	0	27
2023.01.20	08:00:00	11332.3	11336.8	11326.0	11331.3	504	0	27
2023.01.20	09:00:00	11331.5	11360.3	11326.9	11353.9	1090	0	27
2023.01.20	10:00:00	11353.3	11354.4	11307.8	11323.9	2042	0	27
2023.01.20	11:00:00	11324.1	11329.3	11296.0	11310.3	1966	0	27
2023.01.20	12:00:00	11309.6	11338.4	11293.3	11334.2	2292	0	27
2023.01.20	13:00:00	11334.9	11341.4	11315.6	11336.1	1765	0	27
2023.01.20	14:00:00	11335.2	11372.8	11330.1	11364.5	1625	0	27
2023.01.20	15:00:00	11365.4	11375.3	11336.8	11337.0	1651	0	27
2023.01.20	16:00:00	11336.3	11400.9	11311.8	11377.3	9997	0	15
2023.01.20	17:00:00	11378.2	11426.1	11353.3	11392.8	10602	0	15
2023.01.20	18:00:00	11393.6	11470.5	11390.6	11452.6	7039	0	15
2023.01.20	19:00:00	11452.3	11480.9	11451.6	11461.6	4725	0	15
2023.01.20	20:00:00	11461.9	11532.5	11435.1	11527.9	6505	0	15
2023.01.20	21:00:00	11528.3	11559.1	11523.0	11554.6	4190	0	15
2023.01.20	22:00:00	11554.9	11614.9	11554.9	11604.9	6552	0	15
2023.01.20	23:00:00	11604.1	11605.0	11586.5	11605.0	800	0	15
2023.01.23	01:00:00	11602.6	11612.8	11578.3	11585.9	1507	0	27
2023.01.23	02:00:00	11585.6	11595.2	11578.8	11586.2	1156	0	27
2023.01.23	03:00:00	11585.8	11594.8	11584.0	11590.7	503	0	27
2023.01.23	04:00:00	11590.6	11600.5	11589.5	11592.5	325	0	27
2023.01.23	05:00:00	11592.8	11597.9	11590.5	11594.0	257	0	27
2023.01.23	06:00:00	11594.3	11596.9	11586.8	11594.5	270	0	27
2023.01.23	07:00:00	11595.2	11605.8	11589.0	11595.9	310	0	27
2023.01.23	08:00:00	11596.7	11609.9	11591.8	11606.8	530	0	27
2023.01.23	09:00:00	11605.8	11621.7	11595.3	11608.1	1412	0	27
2023.01.23	10:00:00	11608.3	11633.4	11584.3	11590.8	3301	0	27
2023.01.23	11:00:00	11591.3	11610.4	11581.1	11606.7	1846	0	27
2023.01.23	12:00:00	11608.0	11614.0	11581.8	11596.2	2008	0	27
2023.01.23	13:00:00	11595.2	11600.3	11580.4	11586.9	1701	0	27
2023.01.23	14:00:00	11588.2	11630.3	11588.0	11611.8	1123	0	27
2023.01.23	15:00:00	11612.5	11650.5	11612.5	11623.8	1849	0	27
2023.01.23	16:00:00	11624.7	11749.6	11600.6	11729.0	10832	0	15
2023.01.23	17:00:00	11729.7	11811.3	11720.3	11797.6	10578	0	15
2023.01.23	18:00:00	11798.3	11884.8	11798.3	11873.9	8117	0	15
2023.01.23	19:00:00	11874.4	11875.4	11836.1	11870.3	5465	0	15
2023.01.23	20:00:00	11870.6	11910.9	11867.0	11886.5	5030	0	15
2023.01.23	21:00:00	11886.9	11888.4	11789.6	11820.1	8576	0	15
2023.01.23	22:00:00	11819.6	11869.4	11796.0	11859.6	9128	0	15
2023.01.23	23:00:00	11859.9	11863.5	11842.8	11862.4	422	0	15
2023.01.24	01:00:00	11861.1	11863.3	11843.8	11845.8	450	0	27
2023.01.24	02:00:00	11845.0	11852.7	11842.8	11848.6	506	0	27
2023.01.24	03:00:00	11848.9	11858.0	11840.5	11853.7	286	0	27
2023.01.24	04:00:00	11854.1	11865.0	11853.0	11856.4	280	0	27
2023.01.24	05:00:00	11856.1	11858.5	11852.2	11853.9	194	0	27
2023.01.24	06:00:00	11853.3	11857.5	11848.9	11857.5	132	0	27
2023.01.24	07:00:00	11857.8	11871.9	11854.3	11858.4	199	0	27
2023.01.24	08:00:00	11858.3	11863.2	11847.9	11858.2	331	0	27
