<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.10.16	21:00:00	15199.8	15212.9	15174.8	15207.7	6241	0	5
2023.10.16	22:00:00	15207.4	15226.7	15174.6	15184.1	6510	0	5
2023.10.16	23:00:00	15183.2	15197.6	15171.1	15194.6	333	0	17
2023.10.17	01:00:00	15194.2	15194.2	15175.8	15177.8	342	0	17
2023.10.17	02:00:00	15178.7	15185.7	15161.9	15180.6	330	0	17
2023.10.17	03:00:00	15180.6	15186.4	15168.8	15174.6	1154	0	17
2023.10.17	04:00:00	15173.9	15176.3	15166.2	15170.9	343	0	17
2023.10.17	05:00:00	15171.7	15173.9	15166.8	15168.4	187	0	17
2023.10.17	06:00:00	15169.1	15177.8	15153.3	15164.4	281	0	17
2023.10.17	07:00:00	15164.6	15164.8	15153.4	15155.9	167	0	17
2023.10.17	08:00:00	15155.1	15167.7	15153.6	15166.4	229	0	17
2023.10.17	09:00:00	15167.3	15169.8	15148.4	15157.9	491	0	17
2023.10.17	10:00:00	15157.2	15191.3	15154.1	15182.8	1181	0	17
2023.10.17	11:00:00	15184.9	15184.9	15128.7	15137.8	1279	0	17
2023.10.17	12:00:00	15136.9	15169.8	15135.4	15153.4	1189	0	17
2023.10.17	13:00:00	15153.1	15162.2	15131.1	15137.9	1710	0	17
2023.10.17	14:00:00	15137.1	15143.1	15114.9	15138.7	1114	0	17
2023.10.17	15:00:00	15137.9	15143.2	15053.4	15056.6	3911	0	17
2023.10.17	16:00:00	15055.4	15061.2	14940.7	14970.3	10700	0	5
2023.10.17	17:00:00	14969.4	15129.7	14962.4	15093.7	12807	0	5
2023.10.17	18:00:00	15094.4	15176.4	15079.2	15164.7	10663	0	5
2023.10.17	19:00:00	15165.2	15202.2	15157.8	15166.7	7738	0	5
2023.10.17	20:00:00	15167.7	15177.1	15084.4	15097.4	7643	0	5
2023.10.17	21:00:00	15097.7	15134.2	15071.9	15086.6	9088	0	5
2023.10.17	22:00:00	15086.3	15138.8	15071.9	15133.8	9136	0	5
2023.10.17	23:00:00	15134.3	15143.1	15120.8	15134.7	340	0	5
2023.10.18	01:00:00	15130.4	15130.4	15118.9	15121.9	318	0	17
2023.10.18	02:00:00	15122.6	15125.3	15102.1	15103.9	200	0	17
2023.10.18	03:00:00	15102.1	15106.4	15079.8	15083.7	597	0	17
2023.10.18	04:00:00	15082.9	15104.2	15078.9	15099.2	534	0	17
2023.10.18	05:00:00	15100.4	15121.4	15100.4	15107.9	570	0	17
2023.10.18	06:00:00	15108.6	15112.8	15095.2	15109.8	255	0	17
2023.10.18	07:00:00	15109.3	15113.3	15104.4	15104.4	149	0	17
2023.10.18	08:00:00	15103.7	15116.3	15097.9	15112.9	332	0	17
2023.10.18	09:00:00	15112.2	15113.9	15078.7	15078.7	767	0	17
2023.10.18	10:00:00	15077.7	15097.1	15056.4	15093.7	1460	0	17
2023.10.18	11:00:00	15092.8	15106.3	15071.2	15096.9	1199	0	17
2023.10.18	12:00:00	15097.6	15106.7	15047.4	15059.3	1172	0	17
2023.10.18	13:00:00	15058.3	15069.4	15031.2	15039.3	1146	0	17
2023.10.18	14:00:00	15038.6	15062.1	15036.7	15048.7	830	0	17
2023.10.18	15:00:00	15047.9	15066.7	15018.6	15021.9	1070	0	17
2023.10.18	16:00:00	15022.9	15091.7	15015.9	15058.1	11146	0	5
2023.10.18	17:00:00	15058.4	15116.3	14986.8	14993.6	15552	0	5
2023.10.18	18:00:00	14993.9	15050.7	14991.6	15022.2	10363	0	5
2023.10.18	19:00:00	15021.7	15070.1	14976.6	14984.4	10251	0	5
2023.10.18	20:00:00	14983.1	15068.4	14961.1	15009.6	11881	0	5
2023.10.18	21:00:00	15009.9	15034.0	14940.9	14957.4	9885	0	5
2023.10.18	22:00:00	14958.1	14958.1	14875.1	14919.1	10024	0	5
2023.10.18	23:00:00	14922.0	14968.4	14922.0	14956.6	4507	0	17
2023.10.19	01:00:00	14942.4	14949.3	14926.5	14928.5	1655	0	17
2023.10.19	02:00:00	14928.5	14935.0	14922.9	14933.4	905	0	17
2023.10.19	03:00:00	14933.5	14948.0	14922.1	14942.9	1268	0	17
2023.10.19	04:00:00	14943.8	14952.5	14913.6	14921.1	859	0	17
2023.10.19	05:00:00	14921.9	14928.4	14898.5	14901.1	471	0	17
2023.10.19	06:00:00	14900.4	14903.3	14876.9	14891.6	353	0	17
2023.10.19	07:00:00	14892.3	14908.6	14892.3	14907.9	245	0	17
2023.10.19	08:00:00	14907.1	14909.3	14879.4	14885.3	422	0	17
2023.10.19	09:00:00	14886.1	14905.9	14877.4	14898.5	1026	0	17
2023.10.19	10:00:00	14896.9	14929.5	14833.0	14871.0	3811	0	17
2023.10.19	11:00:00	14870.8	14902.6	14866.1	14884.9	2875	0	17
2023.10.19	12:00:00	14886.0	14939.5	14881.3	14938.8	1590	0	17
2023.10.19	13:00:00	14938.1	14964.9	14930.4	14957.6	1322	0	17
2023.10.19	14:00:00	14956.6	14960.8	14918.3	14929.6	1071	0	17
2023.10.19	15:00:00	14928.8	14985.5	14919.5	14979.5	3277	0	17
2023.10.19	16:00:00	14980.4	15004.8	14917.4	14953.3	10720	0	5
2023.10.19	17:00:00	14953.1	15002.8	14894.1	14910.5	15612	0	5
2023.10.19	18:00:00	14910.8	14959.5	14862.4	14933.1	11807	0	5
2023.10.19	19:00:00	14933.5	15033.8	14823.0	14951.1	24679	0	5
2023.10.19	20:00:00	14951.6	15013.5	14867.1	14886.6	16550	0	5
2023.10.19	21:00:00	14885.6	14914.9	14780.6	14788.0	13379	0	5
2023.10.19	22:00:00	14788.4	14824.8	14748.4	14781.6	13080	0	5
2023.10.19	23:00:00	14781.6	14783.9	14735.4	14743.4	775	0	17
2023.10.20	01:00:00	14744.5	14749.8	14724.3	14728.9	1535	0	17
2023.10.20	02:00:00	14727.9	14740.0	14717.3	14739.3	1159	0	17
2023.10.20	03:00:00	14738.6	14750.3	14723.8	14743.8	1545	0	17
2023.10.20	04:00:00	14743.6	14745.1	14713.8	14731.8	1600	0	17
2023.10.20	05:00:00	14731.1	14750.6	14728.9	14750.0	378	0	17
2023.10.20	06:00:00	14749.1	14751.6	14738.8	14742.5	256	0	17
2023.10.20	07:00:00	14743.3	14751.1	14739.1	14745.6	183	0	17
2023.10.20	08:00:00	14744.9	14745.6	14722.9	14726.6	309	0	17
2023.10.20	09:00:00	14724.6	14727.3	14692.1	14725.3	876	0	17
2023.10.20	10:00:00	14722.3	14739.9	14700.1	14726.6	2360	0	17
2023.10.20	11:00:00	14727.9	14782.4	14717.4	14763.1	1087	0	17
2023.10.20	12:00:00	14762.4	14764.9	14725.6	14744.9	1131	0	17
2023.10.20	13:00:00	14744.3	14749.3	14720.3	14729.6	1032	0	17
2023.10.20	14:00:00	14727.4	14765.9	14720.9	14758.9	1270	0	17
2023.10.20	15:00:00	14757.4	14761.0	14700.1	14722.4	1459	0	17
2023.10.20	16:00:00	14721.4	14781.4	14706.9	14733.6	12647	0	5
2023.10.20	17:00:00	14733.0	14757.0	14578.0	14578.6	15884	0	5
2023.10.20	18:00:00	14578.1	14634.1	14556.1	14620.9	11677	0	5
2023.10.20	19:00:00	14621.5	14679.9	14583.3	14675.1	8861	0	5
2023.10.20	20:00:00	14675.4	14705.1	14636.9	14679.2	10880	0	5
2023.10.20	21:00:00	14678.9	14682.9	14592.7	14611.7	9809	0	5
2023.10.20	22:00:00	14613.6	14634.2	14557.7	14566.2	10328	0	5
2023.10.20	23:00:00	14565.3	14572.9	14549.9	14554.6	638	0	5
2023.10.23	01:00:00	14594.2	14609.7	14567.9	14603.9	2525	0	17
2023.10.23	02:00:00	14603.8	14614.6	14596.9	14613.7	885	0	17
2023.10.23	03:00:00	14612.8	14616.3	14593.8	14609.1	586	0	17
2023.10.23	04:00:00	14609.9	14619.4	14601.9	14614.2	349	0	17
2023.10.23	05:00:00	14613.4	14615.2	14588.3	14588.3	284	0	17
2023.10.23	06:00:00	14589.1	14601.9	14589.1	14593.9	165	0	17
2023.10.23	07:00:00	14592.9	14604.8	14592.9	14603.7	172	0	17
2023.10.23	08:00:00	14602.9	14611.1	14597.7	14603.8	238	0	17
2023.10.23	09:00:00	14603.1	14612.4	14594.9	14602.7	381	0	17
2023.10.23	10:00:00	14601.9	14608.4	14535.6	14543.8	1667	0	17
2023.10.23	11:00:00	14544.7	14573.4	14532.4	14535.8	1761	0	17
2023.10.23	12:00:00	14534.8	14534.8	14424.6	14438.3	2364	0	17
2023.10.23	13:00:00	14437.4	14480.9	14436.4	14480.2	1484	0	17
2023.10.23	14:00:00	14481.9	14520.6	14468.9	14497.4	1411	0	17
2023.10.23	15:00:00	14496.7	14531.1	14480.9	14510.1	2463	0	17
2023.10.23	16:00:00	14511.4	14546.6	14418.9	14540.3	13182	0	5
2023.10.23	17:00:00	14540.2	14605.6	14515.4	14605.1	15133	0	5
2023.10.23	18:00:00	14606.1	14670.7	14593.4	14662.3	10294	0	5
2023.10.23	19:00:00	14662.6	14759.4	14649.3	14758.9	8141	0	5
2023.10.23	20:00:00	14759.1	14760.8	14688.6	14709.7	8358	0	5
2023.10.23	21:00:00	14708.4	14729.9	14672.7	14688.7	8734	0	5
2023.10.23	22:00:00	14689.8	14711.6	14610.6	14617.8	11813	0	5
2023.10.23	23:00:00	14617.8	14663.4	14616.4	14658.9	350	0	17
2023.10.24	01:00:00	14659.7	14659.9	14648.8	14656.6	321	0	17
2023.10.24	02:00:00	14657.3	14674.1	14656.9	14673.6	275	0	17
2023.10.24	03:00:00	14672.6	14674.2	14636.6	14649.4	1135	0	17
2023.10.24	04:00:00	14650.4	14662.6	14631.2	14640.1	1264	0	17
2023.10.24	05:00:00	14639.4	14678.4	14637.3	14668.4	543	0	17
2023.10.24	06:00:00	14669.1	14672.9	14658.6	14665.9	307	0	17
2023.10.24	07:00:00	14665.8	14680.6	14662.6	14680.4	204	0	17
2023.10.24	08:00:00	14679.7	14697.9	14678.7	14694.3	350	0	17
2023.10.24	09:00:00	14693.3	14720.4	14689.7	14716.4	564	0	17
2023.10.24	10:00:00	14717.4	14733.1	14691.2	14696.3	1892	0	17
2023.10.24	11:00:00	14697.2	14705.9	14652.2	14687.8	1706	0	17
2023.10.24	12:00:00	14687.1	14723.4	14683.9	14717.3	781	0	17
2023.10.24	13:00:00	14718.2	14721.8	14692.3	14706.4	793	0	17
2023.10.24	14:00:00	14705.8	14729.2	14702.1	14716.9	796	0	17
2023.10.24	15:00:00	14717.7	14719.2	14692.3	14712.9	1183	0	17
2023.10.24	16:00:00	14713.6	14746.8	14670.9	14737.7	12922	0	5
2023.10.24	17:00:00	14738.2	14788.7	14690.7	14757.3	15876	0	5
2023.10.24	18:00:00	14757.9	14771.2	14688.9	14733.8	11667	0	5
2023.10.24	19:00:00	14734.4	14745.7	14618.2	14634.8	9109	0	5
2023.10.24	20:00:00	14634.4	14701.7	14630.4	14684.3	7309	0	5
2023.10.24	21:00:00	14683.7	14748.8	14678.3	14739.4	7117	0	5
2023.10.24	22:00:00	14739.7	14772.7	14728.3	14757.9	7659	0	5
2023.10.24	23:00:00	14759.4	14860.2	14727.8	14743.8	8321	0	5
2023.10.25	01:00:00	14739.1	14765.9	14688.1	14723.8	3173	0	17
2023.10.25	02:00:00	14722.5	14732.9	14716.1	14727.1	1307	0	17
2023.10.25	03:00:00	14727.0	14728.8	14704.5	14711.8	1176	0	17
2023.10.25	04:00:00	14711.3	14727.1	14711.0	14724.4	486	0	17
2023.10.25	05:00:00	14723.4	14724.1	14716.0	14720.1	228	0	17
2023.10.25	06:00:00	14720.9	14724.1	14697.1	14697.6	235	0	17
2023.10.25	07:00:00	14698.3	14700.8	14692.3	14700.4	145	0	17
2023.10.25	08:00:00	14699.6	14703.5	14672.4	14681.1	342	0	17
2023.10.25	09:00:00	14680.4	14690.9	14665.1	14666.3	504	0	17
2023.10.25	10:00:00	14666.4	14675.3	14625.1	14655.3	1788	0	17
2023.10.25	11:00:00	14655.3	14682.4	14647.1	14670.6	1170	0	17
2023.10.25	12:00:00	14669.6	14680.8	14649.1	14663.3	758	0	17
2023.10.25	13:00:00	14662.6	14683.6	14643.9	14681.9	636	0	17
2023.10.25	14:00:00	14680.4	14694.6	14674.1	14679.1	597	0	17
2023.10.25	15:00:00	14679.9	14701.6	14658.5	14658.9	1022	0	17
2023.10.25	16:00:00	14658.1	14669.8	14517.1	14562.6	11831	0	5
2023.10.25	17:00:00	14562.7	14589.9	14509.1	14537.2	17086	0	5
2023.10.25	18:00:00	14537.7	14599.7	14490.6	14493.9	13997	0	5
2023.10.25	19:00:00	14492.7	14509.7	14454.1	14467.6	9434	0	5
2023.10.25	20:00:00	14467.3	14475.4	14368.4	14397.7	10541	0	5
2023.10.25	21:00:00	14397.4	14421.8	14367.4	14391.4	9033	0	5
2023.10.25	22:00:00	14391.8	14419.1	14367.7	14391.6	9566	0	5
2023.10.25	23:00:00	14391.6	14448.6	14364.4	14379.1	8115	0	17
2023.10.26	01:00:00	14333.9	14344.7	14269.4	14287.2	3733	0	17
2023.10.26	02:00:00	14286.2	14289.3	14247.1	14265.2	1117	0	17
2023.10.26	03:00:00	14265.6	14295.1	14244.6	14252.3	1607	0	17
2023.10.26	04:00:00	14253.3	14263.9	14230.2	14239.3	1009	0	17
2023.10.26	05:00:00	14239.6	14243.9	14218.2	14222.9	633	0	17
2023.10.26	06:00:00	14223.8	14242.7	14223.2	14235.7	284	0	17
2023.10.26	07:00:00	14236.4	14240.9	14223.7	14230.7	264	0	17
2023.10.26	08:00:00	14231.4	14244.4	14224.7	14227.9	431	0	17
2023.10.26	09:00:00	14228.6	14240.7	14215.4	14223.7	781	0	17
2023.10.26	10:00:00	14222.2	14224.7	14172.6	14216.7	2157	0	17
2023.10.26	11:00:00	14216.8	14257.2	14210.9	14246.2	1349	0	17
2023.10.26	12:00:00	14246.9	14271.7	14228.2	14252.7	927	0	17
2023.10.26	13:00:00	14253.4	14281.4	14241.2	14250.9	880	0	17
2023.10.26	14:00:00	14251.6	14252.1	14218.4	14246.7	1018	0	17
2023.10.26	15:00:00	14247.7	14328.6	14238.4	14319.3	6858	0	17
2023.10.26	16:00:00	14321.1	14374.2	14229.2	14245.6	16255	0	5
2023.10.26	17:00:00	14246.1	14304.2	14182.4	14273.4	19040	0	5
2023.10.26	18:00:00	14273.1	14277.9	14148.1	14186.9	14116	0	5
2023.10.26	19:00:00	14186.4	14192.8	14065.4	14071.4	11241	0	5
2023.10.26	20:00:00	14071.7	14148.6	14060.4	14144.3	10663	0	5
2023.10.26	21:00:00	14144.6	14238.7	14132.4	14237.9	10290	0	5
2023.10.26	22:00:00	14237.4	14252.3	14098.7	14115.1	11820	0	5
2023.10.26	23:00:00	14114.7	14177.7	14102.6	14129.7	7193	0	17
2023.10.27	01:00:00	14185.9	14222.1	14180.2	14209.2	2046	0	17
2023.10.27	02:00:00	14208.6	14237.6	14208.6	14235.3	625	0	17
2023.10.27	03:00:00	14233.2	14233.4	14189.7	14201.1	1789	0	17
2023.10.27	04:00:00	14199.3	14226.7	14198.1	14219.4	1067	0	17
2023.10.27	05:00:00	14220.2	14238.1	14219.4	14223.4	425	0	17
2023.10.27	06:00:00	14224.1	14227.2	14209.7	14226.8	247	0	17
2023.10.27	07:00:00	14225.9	14242.7	14222.8	14239.7	194	0	17
2023.10.27	08:00:00	14238.9	14245.6	14228.4	14244.9	381	0	17
2023.10.27	09:00:00	14244.1	14245.1	14222.4	14222.4	683	0	17
2023.10.27	10:00:00	14222.7	14233.9	14196.3	14227.6	3916	0	17
2023.10.27	11:00:00	14227.6	14262.1	14219.4	14259.2	1979	0	17
2023.10.27	12:00:00	14259.6	14263.2	14234.9	14248.2	962	0	17
2023.10.27	13:00:00	14249.2	14259.4	14230.4	14232.7	781	0	17
2023.10.27	14:00:00	14231.8	14240.8	14196.9	14201.1	1767	0	17
2023.10.27	15:00:00	14202.2	14254.4	14190.4	14234.4	3192	0	17
2023.10.27	16:00:00	14235.1	14275.9	14211.4	14243.2	13463	0	5
2023.10.27	17:00:00	14246.1	14288.7	14194.3	14256.6	19461	0	5
2023.10.27	18:00:00	14257.4	14327.2	14245.4	14293.4	12512	0	5
2023.10.27	19:00:00	14292.9	14304.4	14216.9	14225.9	10037	0	5
2023.10.27	20:00:00	14226.2	14234.2	14152.2	14165.3	11735	0	5
2023.10.27	21:00:00	14163.6	14206.2	14134.4	14148.2	12087	0	5
2023.10.27	22:00:00	14147.9	14194.7	14131.9	14187.6	11554	0	5
2023.10.27	23:00:00	14187.9	14204.7	14185.4	14191.3	451	0	17
2023.10.30	01:00:00	14251.7	14265.8	14223.9	14248.9	2317	0	17
2023.10.30	02:00:00	14248.6	14253.4	14238.4	14252.2	910	0	17
2023.10.30	03:00:00	14251.6	14261.6	14246.4	14259.4	670	0	17
2023.10.30	04:00:00	14258.7	14271.7	14246.4	14265.2	408	0	17
2023.10.30	05:00:00	14264.4	14266.9	14248.3	14255.7	295	0	17
2023.10.30	06:00:00	14256.6	14263.7	14250.8	14261.9	196	0	17
2023.10.30	07:00:00	14261.2	14261.2	14249.2	14254.9	133	0	17
2023.10.30	08:00:00	14255.7	14260.8	14246.4	14260.2	209	0	17
2023.10.30	09:00:00	14259.4	14279.4	14258.4	14277.9	257	0	17
2023.10.30	10:00:00	14278.6	14301.2	14272.2	14291.9	686	0	17
2023.10.30	11:00:00	14297.1	14304.4	14272.3	14280.8	2148	0	17
2023.10.30	12:00:00	14279.3	14311.7	14279.3	14298.2	900	0	17
2023.10.30	13:00:00	14298.9	14301.2	14281.9	14288.7	803	0	17
2023.10.30	14:00:00	14289.4	14312.1	14284.7	14299.4	843	0	17
2023.10.30	15:00:00	14298.7	14301.4	14266.3	14280.6	770	0	17
2023.10.30	16:00:00	14279.9	14396.6	14255.4	14370.9	10361	0	5
2023.10.30	17:00:00	14371.4	14378.2	14226.8	14270.1	15754	0	5
2023.10.30	18:00:00	14270.7	14324.6	14249.4	14321.3	11823	0	5
2023.10.30	19:00:00	14320.3	14325.7	14237.8	14257.2	9857	0	5
2023.10.30	20:00:00	14256.9	14356.4	14248.4	14353.2	8489	0	5
2023.10.30	21:00:00	14352.6	14378.4	14326.7	14363.4	7097	0	5
2023.10.30	22:00:00	14363.9	14398.7	14339.6	14345.7	9121	0	5
2023.10.30	23:00:00	14345.7	14348.9	14330.2	14338.4	386	0	17
2023.10.31	01:00:00	14336.9	14343.3	14331.2	14334.9	344	0	17
2023.10.31	02:00:00	14334.1	14338.3	14324.8	14325.8	220	0	17
2023.10.31	03:00:00	14326.6	14326.6	14296.7	14310.1	1169	0	17
2023.10.31	04:00:00	14309.8	14314.9	14286.7	14301.4	884	0	17
2023.10.31	05:00:00	14300.6	14308.3	14289.2	14290.3	949	0	17
2023.10.31	06:00:00	14290.8	14293.3	14254.8	14271.7	3451	0	17
2023.10.31	07:00:00	14270.9	14283.6	14262.4	14265.9	556	0	17
2023.10.31	08:00:00	14265.2	14267.9	14253.6	14261.1	580	0	17
2023.10.31	09:00:00	14261.1	14279.1	14247.9	14277.6	543	0	17
2023.10.31	10:00:00	14278.4	14292.7	14274.9	14279.9	778	0	17
2023.10.31	11:00:00	14284.9	14344.3	14271.7	14342.7	1878	0	17
2023.10.31	12:00:00	14341.8	14345.6	14307.2	14342.4	1213	0	17
2023.10.31	13:00:00	14342.6	14365.3	14337.4	14353.1	1574	0	17
2023.10.31	14:00:00	14352.3	14374.9	14347.4	14354.3	1466	0	17
2023.10.31	15:00:00	14352.4	14380.4	14330.6	14339.8	2842	0	17
2023.10.31	16:00:00	14340.7	14357.9	14238.7	14267.1	11489	0	5
2023.10.31	17:00:00	14265.6	14358.9	14249.4	14343.6	16540	0	5
2023.10.31	18:00:00	14344.2	14360.9	14293.6	14341.9	12822	0	5
2023.10.31	19:00:00	14341.4	14367.3	14296.3	14362.8	10570	0	5
2023.10.31	20:00:00	14363.1	14410.7	14340.4	14404.4	8397	0	5
2023.10.31	21:00:00	14404.8	14416.3	14368.9	14411.3	7198	0	5
2023.10.31	22:00:00	14411.6	14430.4	14395.9	14417.6	7551	0	5
2023.10.31	23:00:00	14417.9	14418.4	14371.7	14380.2	875	0	17
2023.11.01	01:00:00	14397.1	14404.6	14381.5	14392.5	537	0	17
2023.11.01	02:00:00	14393.4	14394.1	14375.4	14381.7	362	0	17
2023.11.01	03:00:00	14381.0	14392.2	14372.1	14381.5	676	0	17
2023.11.01	04:00:00	14380.7	14385.2	14368.0	14374.9	586	0	17
2023.11.01	05:00:00	14374.2	14402.1	14372.4	14401.1	496	0	17
2023.11.01	06:00:00	14400.2	14404.7	14398.0	14398.2	156	0	17
2023.11.01	07:00:00	14397.5	14404.2	14393.9	14401.2	119	0	17
2023.11.01	08:00:00	14400.2	14401.1	14382.2	14384.0	261	0	17
2023.11.01	09:00:00	14383.2	14420.4	14383.2	14419.0	255	0	17
2023.11.01	10:00:00	14419.9	14419.9	14389.5	14390.5	445	0	17
2023.11.01	11:00:00	14392.4	14399.4	14358.7	14367.6	2451	0	17
2023.11.01	12:00:00	14366.5	14381.4	14349.9	14359.9	1012	0	17
2023.11.01	13:00:00	14361.1	14371.2	14345.7	14364.1	1034	0	17
2023.11.01	14:00:00	14364.4	14371.7	14339.5	14348.7	709	0	17
2023.11.01	15:00:00	14348.0	14441.4	14345.7	14426.7	3080	0	17
2023.11.01	16:00:00	14427.4	14509.4	14396.9	14474.2	10310	0	5
2023.11.01	17:00:00	14503.7	14577.5	14458.6	14551.2	14814	0	5
2023.11.01	18:00:00	14550.6	14571.0	14505.2	14539.4	8416	0	5
2023.11.01	19:00:00	14539.1	14544.5	14490.7	14515.0	7331	0	5
2023.11.01	20:00:00	14514.6	14545.0	14502.7	14532.6	6078	0	5
2023.11.01	21:00:00	14532.7	14604.0	14487.2	14587.4	20941	0	5
2023.11.01	22:00:00	14587.7	14689.9	14586.1	14670.6	14301	0	5
2023.11.01	23:00:00	14669.4	14688.9	14661.0	14688.9	689	0	17
2023.11.02	01:00:00	14689.8	14701.4	14688.3	14695.9	516	0	17
2023.11.02	02:00:00	14695.8	14723.0	14695.3	14720.3	826	0	17
2023.11.02	03:00:00	14719.0	14735.6	14705.1	14725.5	882	0	17
2023.11.02	04:00:00	14726.6	14744.9	14724.3	14736.8	517	0	17
2023.11.02	05:00:00	14736.1	14737.9	14730.1	14733.4	215	0	17
2023.11.02	06:00:00	14732.6	14736.6	14726.4	14733.4	123	0	17
2023.11.02	07:00:00	14732.6	14737.3	14728.4	14732.3	114	0	17
2023.11.02	08:00:00	14731.6	14734.5	14725.5	14727.4	189	0	17
2023.11.02	09:00:00	14728.1	14731.4	14709.0	14721.5	355	0	17
2023.11.02	10:00:00	14720.8	14748.1	14716.5	14748.1	506	0	17
2023.11.02	11:00:00	14747.1	14773.3	14734.9	14765.9	1131	0	17
2023.11.02	12:00:00	14766.8	14790.3	14765.8	14776.3	1012	0	17
2023.11.02	13:00:00	14777.0	14794.4	14773.6	14789.8	694	0	17
2023.11.02	14:00:00	14788.8	14813.1	14784.1	14806.3	694	0	17
2023.11.02	15:00:00	14806.5	14880.4	14799.3	14873.4	2241	0	17
2023.11.02	16:00:00	14874.3	14880.3	14828.6	14843.3	10542	0	5
2023.11.02	17:00:00	14844.6	14892.6	14797.3	14886.6	12673	0	5
2023.11.02	18:00:00	14887.0	14899.4	14855.5	14868.1	8479	0	5
2023.11.02	19:00:00	14868.4	14896.4	14850.8	14880.3	7189	0	5
2023.11.02	20:00:00	14880.9	14926.9	14871.3	14921.1	5100	0	5
2023.11.02	21:00:00	14921.6	14934.8	14904.6	14926.6	4560	0	5
2023.11.02	22:00:00	14926.3	14937.3	14914.8	14928.1	4879	0	5
2023.11.02	23:00:00	14928.1	14944.8	14862.0	14898.1	4600	0	17
2023.11.03	01:00:00	14863.2	14889.8	14861.1	14875.0	1741	0	17
2023.11.03	02:00:00	14875.7	14881.5	14869.0	14872.0	255	0	17
2023.11.03	03:00:00	14872.8	14883.2	14866.1	14880.6	354	0	17
2023.11.03	04:00:00	14879.6	14892.6	14876.6	14888.5	430	0	17
2023.11.03	05:00:00	14889.2	14894.3	14884.3	14891.8	207	0	17
2023.11.03	06:00:00	14892.7	14894.7	14885.8	14885.8	112	0	17
2023.11.03	07:00:00	14886.5	14888.0	14880.3	14885.3	96	0	17
2023.11.03	08:00:00	14884.6	14895.7	14883.6	14893.8	107	0	17
2023.11.03	09:00:00	14894.2	14895.2	14882.2	14882.2	188	0	17
2023.11.03	10:00:00	14881.5	14891.1	14871.7	14875.5	473	0	17
2023.11.03	11:00:00	14876.6	14881.1	14868.3	14872.6	1123	0	17
2023.11.03	12:00:00	14873.3	14881.1	14861.8	14876.6	578	0	17
2023.11.03	13:00:00	14877.6	14883.6	14866.6	14872.6	365	0	17
2023.11.03	14:00:00	14871.8	14901.3	14860.6	14900.6	556	0	17
2023.11.03	15:00:00	14901.3	14993.6	14868.2	14974.1	4818	0	17
2023.11.03	16:00:00	14974.8	15068.0	14947.6	15053.8	10297	0	5
2023.11.03	17:00:00	15078.2	15088.9	14981.5	15039.8	15428	0	5
2023.11.03	18:00:00	15039.7	15086.1	15013.2	15073.2	9328	0	5
2023.11.03	19:00:00	15073.7	15123.8	15066.2	15116.8	6111	0	5
2023.11.03	20:00:00	15116.2	15134.4	15086.8	15121.8	5608	0	5
2023.11.03	21:00:00	15121.4	15148.3	15099.9	15143.6	5315	0	5
2023.11.03	22:00:00	15143.9	15158.4	15103.9	15105.1	6010	0	5
2023.11.03	23:00:00	15104.8	15119.7	15102.1	15114.3	258	0	5
2023.11.06	01:00:00	15126.5	15131.6	15101.8	15105.1	970	0	17
2023.11.06	02:00:00	15104.3	15106.3	15092.1	15101.1	333	0	17
2023.11.06	03:00:00	15100.4	15111.1	15097.4	15107.8	349	0	17
2023.11.06	04:00:00	15109.8	15114.0	15106.9	15109.8	161	0	17
2023.11.06	05:00:00	15110.5	15118.5	15107.1	15115.9	152	0	17
2023.11.06	06:00:00	15115.1	15118.9	15106.5	15108.4	98	0	17
2023.11.06	07:00:00	15107.6	15113.1	15103.9	15110.1	133	0	17
2023.11.06	08:00:00	15109.4	15123.1	15108.0	15118.6	159	0	17
2023.11.06	09:00:00	15119.4	15135.1	15114.1	15121.6	264	0	17
2023.11.06	10:00:00	15122.5	15146.5	15113.9	15134.8	727	0	17
2023.11.06	11:00:00	15134.8	15144.8	15124.0	15141.8	552	0	17
2023.11.06	12:00:00	15142.5	15153.9	15136.5	15146.6	460	0	17
2023.11.06	13:00:00	15145.9	15150.0	15136.1	15144.1	419	0	17
2023.11.06	14:00:00	15143.4	15146.1	15128.9	15135.8	400	0	17
2023.11.06	15:00:00	15136.6	15139.6	15118.6	15134.4	604	0	17
2023.11.06	16:00:00	15135.4	15186.6	15126.6	15144.5	8787	0	5
2023.11.06	17:00:00	15145.0	15175.3	15114.1	15150.9	10560	0	5
2023.11.06	18:00:00	15150.4	15169.5	15123.4	15153.8	6182	0	5
2023.11.06	19:00:00	15153.4	15153.9	15117.3	15140.9	4847	0	5
2023.11.06	20:00:00	15140.6	15141.3	15073.6	15104.2	5926	0	5
2023.11.06	21:00:00	15104.6	15145.1	15078.4	15142.3	5870	0	5
2023.11.06	22:00:00	15142.3	15171.3	15130.2	15168.4	5836	0	5
2023.11.06	23:00:00	15167.9	15169.9	15151.7	15157.8	184	0	5
2023.11.07	01:00:00	15147.8	15152.2	15138.9	15144.2	599	0	17
2023.11.07	02:00:00	15144.9	15148.9	15137.9	15141.1	193	0	17
2023.11.07	03:00:00	15140.4	15157.8	15134.8	15150.4	330	0	17
2023.11.07	04:00:00	15149.7	15152.7	15142.8	15144.9	203	0	17
