<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.03.27	2654.3	2674.8	2591.2	2606.6	23522	144418	0
2018.03.28	2607.5	2628.8	2588.2	2603.5	35565	253824	0
2018.03.29	2604.6	2654.8	2596.2	2631.9	22598	125359	0
2018.04.02	2628.5	2636.7	2547.2	2578.0	25409	174843	0
2018.04.03	2577.2	2614.0	2568.7	2608.2	22562	133985	0
2018.04.04	2607.2	2645.0	2554.9	2640.5	25915	166290	0
2018.04.05	2642.0	2667.7	2639.4	2658.0	20392	94899	0
2018.04.06	2657.7	2659.4	2580.1	2600.4	32032	190311	0
2018.04.09	2606.5	2649.6	2605.0	2614.1	19841	83704	0
2018.04.10	2613.9	2661.9	2607.9	2650.1	26791	139495	0
2018.04.11	2650.6	2656.9	2621.7	2638.2	18651	87235	0
2018.04.12	2638.6	2670.9	2635.6	2661.5	16683	64432	0
2018.04.13	2658.2	2676.4	2640.9	2655.2	16562	67504	0
2018.04.16	2670.5	2683.1	2656.6	2676.4	14758	51431	0
2018.04.17	2676.4	2709.9	2674.8	2701.7	12358	42693	0
2018.04.18	2700.7	2714.6	2700.1	2706.9	10890	34918	0
2018.04.19	2707.4	2709.4	2678.1	2689.4	12707	44016	0
2018.04.20	2689.4	2694.4	2656.1	2667.2	14643	46809	0
2018.04.23	2678.1	2679.6	2653.8	2668.9	13929	45620	0
2018.04.24	2668.9	2685.1	2612.3	2632.0	17591	81054	0
2018.04.25	2631.8	2644.6	2607.7	2642.9	19497	81015	0
2018.04.26	2644.6	2674.1	2635.9	2669.0	14544	49843	0
2018.04.27	2670.8	2672.6	2654.3	2668.1	13058	50956	0
2018.04.30	2666.9	2678.6	2641.6	2641.6	12117	44664	0
2018.05.01	2642.8	2654.3	2619.5	2650.1	13341	52847	0
2018.05.02	2652.8	2655.1	2620.8	2622.6	14686	61224	0
2018.05.03	2623.1	2632.6	2587.8	2628.7	17151	86862	0
2018.05.04	2629.0	2666.0	2609.0	2659.7	15763	58723	0
2018.05.07	2659.0	2678.0	2658.0	2665.2	12393	39073	0
2018.05.08	2665.3	2671.2	2649.2	2667.5	14036	54278	0
2018.05.09	2667.0	2696.9	2663.4	2693.1	10954	39163	0
2018.05.10	2693.9	2721.8	2689.9	2713.4	10263	38432	0
2018.05.11	2714.2	2729.6	2713.6	2725.5	10106	34467	0
2018.05.14	2728.7	2738.4	2721.8	2726.2	8620	25088	0
2018.05.15	2726.7	2728.4	2698.1	2707.1	13547	59143	0
2018.05.16	2707.4	2725.3	2702.1	2719.3	9947	30995	0
2018.05.17	2719.6	2730.1	2708.8	2717.1	10069	32954	0
2018.05.18	2716.3	2724.8	2707.1	2710.6	10812	36607	0
2018.05.21	2729.6	2737.4	2722.7	2730.9	8564	25745	0
2018.05.22	2730.4	2740.0	2719.9	2723.5	7303	22010	0
2018.05.23	2723.1	2731.2	2702.9	2728.7	12036	41908	0
2018.05.24	2728.7	2731.7	2704.2	2725.8	11663	36736	0
2018.05.25	2725.5	2736.0	2712.1	2719.4	10784	33423	0
2018.05.28	2727.7	2730.4	2716.9	2721.5	6236	14570	0
2018.05.29	2720.7	2722.7	2673.8	2692.1	17304	72086	0
2018.05.30	2692.1	2728.0	2684.6	2722.0	13130	38815	0
2018.05.31	2718.7	2727.2	2698.5	2705.6	13075	52456	0
2018.06.01	2706.1	2736.0	2704.8	2733.8	10170	32705	0
2018.06.04	2729.3	2748.5	2728.0	2745.8	8710	22709	0
2018.06.05	2745.3	2752.3	2738.2	2751.0	8119	20289	0
2018.06.06	2750.6	2774.0	2747.4	2773.2	7608	17720	0
2018.06.07	2772.7	2779.0	2759.5	2772.1	10192	26131	0
2018.06.08	2771.1	2779.3	2751.5	2778.7	11246	41108	0
2018.06.11	2771.3	2790.1	2770.2	2782.1	8864	24614	0
2018.06.12	2780.9	2789.4	2778.1	2788.9	11093	35593	0
2018.06.13	2787.9	2791.5	2774.2	2775.2	8501	24697	0
2018.06.14	2774.5	2789.5	2767.7	2784.7	8834	22330	0
2018.06.15	2781.5	2784.2	2761.5	2777.0	11472	32787	0
2018.06.18	2776.2	2782.6	2757.4	2775.0	8631	19254	0
2018.06.19	2774.8	2776.3	2732.0	2762.2	15292	44370	0
2018.06.20	2761.8	2774.5	2753.4	2767.5	10444	27076	0
2018.06.21	2767.5	2781.5	2743.3	2747.2	13251	37146	0
2018.06.22	2746.8	2764.5	2745.2	2753.2	8823	21311	0
2018.06.25	2753.2	2754.2	2696.9	2718.0	17911	61626	0
2018.06.26	2718.7	2731.5	2711.3	2720.5	14286	44519	0
2018.06.27	2723.0	2744.2	2697.2	2701.2	19319	76290	0
2018.06.28	2699.7	2722.7	2689.4	2717.1	19938	97302	0
2018.06.29	2716.8	2741.8	2713.3	2717.3	15041	57892	0
2018.07.02	2720.1	2724.8	2695.0	2724.0	15809	53423	0
2018.07.03	2722.8	2737.8	2708.6	2709.9	12359	45099	0
2018.07.04	2708.9	2720.7	2707.4	2718.2	7432	18303	0
2018.07.05	2718.4	2736.2	2709.1	2734.9	13778	49396	0
2018.07.06	2733.2	2763.1	2727.6	2759.6	13161	43792	0
2018.07.09	2760.9	2784.6	2760.1	2784.1	8440	23286	0
2018.07.10	2783.9	2794.7	2777.6	2782.7	9172	24046	0
2018.07.11	2777.7	2784.7	2762.9	2773.4	16369	54061	0
2018.07.12	2773.2	2798.2	2770.6	2795.4	10443	27690	0
2018.07.13	2795.9	2804.4	2790.4	2801.1	8719	22235	0
2018.07.16	2804.2	2805.9	2792.1	2793.7	8185	19274	0
2018.07.17	2792.7	2812.7	2786.9	2809.9	8567	20090	0
2018.07.18	2810.4	2815.2	2803.9	2811.9	6805	14877	0
2018.07.19	2811.4	2814.9	2797.4	2802.6	9428	24148	0
2018.07.20	2802.7	2807.7	2790.1	2800.5	10603	31073	0
2018.07.23	2803.1	2809.6	2789.8	2808.6	8886	23313	0
2018.07.24	2807.9	2828.4	2807.7	2816.2	9628	24729	0
2018.07.25	2816.1	2846.6	2811.3	2842.1	8869	23071	0
2018.07.26	2832.7	2843.7	2830.6	2838.1	10002	24186	0
2018.07.27	2838.2	2844.2	2806.2	2814.5	10953	34090	0
2018.07.30	2814.2	2819.0	2795.8	2802.4	10188	26047	0
2018.07.31	2803.2	2825.0	2800.2	2823.4	9835	32081	0
2018.08.01	2821.7	2823.0	2803.2	2811.5	10382	26888	0
2018.08.02	2810.5	2828.5	2788.4	2827.8	10039	24837	0
2018.08.03	2827.7	2838.7	2822.2	2838.4	7926	20141	0
2018.08.06	2839.5	2850.7	2832.4	2847.2	6653	18377	0
2018.08.07	2846.5	2861.3	2845.7	2858.5	5758	14337	0
2018.08.08	2857.8	2860.0	2850.2	2850.8	5508	12909	0
2018.08.09	2851.0	2860.5	2848.3	2850.1	5616	12648	0
2018.08.10	2850.2	2850.6	2823.8	2837.1	10722	32213	0
2018.08.13	2831.1	2842.1	2818.2	2823.8	12511	36703	0
2018.08.14	2824.6	2841.9	2824.1	2840.1	9407	25158	0
2018.08.15	2840.1	2841.0	2801.5	2820.9	12731	43742	0
2018.08.16	2820.1	2850.2	2815.6	2842.4	10134	25327	0
2018.08.17	2841.7	2855.7	2833.6	2851.7	10191	29316	0
2018.08.20	2851.7	2859.5	2848.6	2856.2	6977	14812	0
2018.08.21	2856.0	2872.7	2850.9	2854.2	6562	12836	0
2018.08.22	2852.7	2867.0	2845.2	2860.5	8262	15534	0
2018.08.23	2861.2	2868.5	2853.7	2857.2	7191	14576	0
2018.08.24	2857.0	2876.3	2855.2	2875.6	6402	13409	0
2018.08.27	2876.8	2898.4	2875.9	2897.7	5292	10715	0
2018.08.28	2898.4	2905.0	2893.4	2899.4	5690	12621	0
2018.08.29	2899.7	2916.4	2896.7	2914.2	6206	14542	0
2018.08.30	2914.9	2915.4	2894.6	2898.2	8339	21503	0
2018.08.31	2897.2	2906.2	2890.9	2905.7	9203	22607	0
2018.09.03	2905.4	2911.4	2901.4	2907.7	3996	7307	0
2018.09.04	2906.9	2910.9	2885.0	2899.1	9909	26712	0
2018.09.05	2898.3	2899.8	2877.0	2888.9	10874	35622	0
2018.09.06	2887.7	2892.4	2867.4	2878.1	12088	36052	0
2018.09.07	2877.1	2884.5	2864.7	2872.5	13959	50051	0
2018.09.10	2873.5	2888.1	2873.0	2879.6	9422	25169	0
2018.09.11	2879.9	2892.6	2867.3	2889.9	8468	25375	0
2018.09.12	2890.4	2895.0	2879.3	2887.3	9914	29351	0
2018.09.13	2885.9	2906.9	2884.3	2904.4	8798	24118	0
2018.09.14	2904.1	2912.0	2896.6	2905.9	9359	39610	0
2018.09.17	2902.6	2905.9	2886.9	2890.9	8544	27707	0
2018.09.18	2889.7	2912.4	2878.1	2907.7	10813	34838	0
2018.09.19	2908.0	2913.6	2900.7	2911.3	7047	17237	0
2018.09.20	2911.3	2935.6	2908.3	2935.4	7212	19075	0
2018.09.21	2934.1	2941.8	2926.9	2927.1	7302	17801	0
2018.09.24	2924.6	2925.1	2912.5	2921.6	7386	17593	0
2018.09.25	2921.3	2929.1	2913.3	2917.4	6134	12436	0
2018.09.26	2917.3	2930.8	2902.8	2906.3	6786	16870	0
2018.09.27	2906.8	2927.0	2902.5	2916.9	7452	16434	0
2018.09.28	2917.7	2920.5	2903.1	2916.9	8487	19799	0
2018.10.01	2919.1	2937.1	2917.9	2924.1	6668	15316	0
2018.10.02	2924.6	2931.2	2912.8	2925.1	7817	19956	0
2018.10.03	2924.1	2940.0	2920.4	2921.5	7741	21325	0
2018.10.04	2921.1	2921.2	2883.2	2905.6	11867	41229	0
2018.10.05	2905.0	2911.0	2868.6	2890.4	14676	56951	0
2018.10.08	2893.0	2893.6	2861.4	2887.5	14672	57051	0
2018.10.09	2887.7	2895.6	2870.1	2883.3	13317	48913	0
2018.10.10	2882.9	2887.1	2767.5	2768.9	20444	104828	0
2018.10.11	2771.4	2794.6	2708.4	2748.3	43544	306546	0
2018.10.12	2744.3	2780.8	2728.3	2768.5	31132	178091	0
2018.10.15	2765.1	2774.5	2741.3	2743.3	23926	114225	0
2018.10.16	2743.3	2814.4	2741.5	2812.0	16497	62190	0
2018.10.17	2811.7	2820.4	2779.1	2812.6	17822	79588	0
2018.10.18	2810.4	2810.7	2752.6	2770.9	22312	104958	0
2018.10.19	2771.3	2796.3	2758.6	2763.8	20767	104611	0
2018.10.22	2753.6	2778.1	2745.8	2752.9	21229	83569	0
2018.10.23	2752.1	2753.6	2688.3	2741.1	28052	151744	0
2018.10.24	2741.5	2746.1	2648.6	2670.6	28762	174747	0
2018.10.25	2670.1	2720.0	2655.1	2678.0	29681	164259	0
2018.10.26	2674.0	2688.8	2623.7	2658.7	41512	283970	0
2018.10.29	2663.8	2703.2	2599.4	2635.8	31679	224369	0
2018.10.30	2635.7	2686.5	2629.7	2685.5	33832	243309	0
2018.10.31	2686.0	2733.6	2678.2	2701.9	23087	138305	0
2018.11.01	2702.9	2737.8	2702.0	2727.8	20761	110526	0
2018.11.02	2720.8	2762.6	2696.0	2719.0	27233	176881	0
2018.11.05	2717.9	2740.5	2709.3	2736.5	46183	96600	0
2018.11.06	2735.8	2757.5	2726.2	2755.3	34820	74981	0
2018.11.07	2753.3	2814.4	2741.5	2813.8	53261	115535	0
2018.11.08	2812.5	2814.9	2791.8	2802.7	29923	65379	0
2018.11.09	2801.1	2808.1	2761.6	2775.7	43714	94139	0
2018.11.12	2775.1	2792.3	2719.7	2727.6	41537	91915	0
2018.11.13	2728.7	2753.2	2712.1	2726.3	58143	125470	0
2018.11.14	2728.0	2745.7	2683.9	2699.1	81799	170713	0
2018.11.15	2697.1	2734.4	2668.9	2730.6	100771	219075	0
2018.11.16	2727.6	2746.8	2706.4	2739.8	67434	145111	0
2018.11.19	2731.1	2746.1	2679.8	2695.5	64148	139906	0
2018.11.20	2694.2	2694.7	2629.9	2635.3	107636	228924	0
2018.11.21	2635.9	2669.4	2630.4	2647.3	58140	124357	0
2018.11.22	2648.1	2654.4	2625.1	2631.0	23834	46223	0
2018.11.23	2633.1	2645.6	2624.2	2627.6	41784	86712	0
2018.11.26	2630.4	2674.2	2629.7	2659.4	37396	77421	0
2018.11.27	2659.1	2684.9	2653.6	2684.2	52971	115499	0
2018.11.28	2685.4	2743.1	2679.3	2739.5	43774	97153	0
2018.11.29	2735.7	2753.1	2721.8	2740.3	43821	97906	0
2018.11.30	2739.8	2763.3	2727.5	2762.3	29675	68718	0
2018.12.03	2794.8	2812.4	2772.3	2788.9	44510	108049	0
2018.12.04	2788.1	2788.6	2694.7	2700.1	73554	177803	0
2018.12.05	2698.9	2719.4	2696.8	2716.5	16179	32790	0
2018.12.06	2711.2	2711.6	2620.2	2693.7	134270	311871	0
2018.12.07	2694.1	2708.8	2622.5	2636.5	104959	219172	0
2018.12.10	2627.0	2647.6	2582.1	2640.4	118017	251043	0
2018.12.11	2641.9	2677.1	2620.6	2630.7	77810	168547	0
2018.12.12	2632.2	2685.6	2632.1	2648.9	58531	130655	0
2018.12.13	2652.6	2670.1	2636.4	2643.6	55837	130168	0
2018.12.14	2645.9	2647.9	2593.6	2596.1	49551	96909	0
2018.12.17	2593.2	2613.0	2530.3	2553.7	46432	98736	0
2018.12.18	2553.5	2574.5	2527.8	2530.3	49384	103084	0
2018.12.19	2531.8	2586.7	2488.1	2500.9	144458	305690	0
2018.12.20	2504.3	2516.3	2442.6	2486.3	151844	348993	0
2018.12.21	2484.4	2506.2	2407.9	2419.6	115622	304649	0
2018.12.24	2404.3	2432.8	2339.0	2340.6	111221	266213	0
2018.12.26	2346.8	2476.1	2315.3	2466.0	137741	328318	0
2018.12.27	2468.6	2496.8	2395.8	2487.5	147190	354478	0
2018.12.28	2490.1	2520.5	2471.3	2486.1	125737	301221	0
2018.12.31	2500.8	2511.3	2481.3	2506.8	63939	149615	0
2019.01.02	2505.2	2519.5	2451.0	2490.1	121252	264516	0
2019.01.03	2478.1	2491.8	2441.9	2449.8	86646	199780	0
2019.01.04	2447.8	2537.8	2436.9	2528.3	81156	184674	0
2019.01.07	2533.0	2565.9	2522.4	2551.9	49060	115007	0
2019.01.08	2553.1	2579.7	2546.2	2570.0	42101	96912	0
2019.01.09	2567.7	2595.4	2567.5	2580.0	43261	100817	0
2019.01.10	2578.2	2598.1	2559.2	2593.6	41240	94513	0
2019.01.11	2592.3	2596.4	2575.8	2594.1	24880	57082	0
2019.01.14	2589.9	2589.9	2566.1	2580.6	25159	57416	0
2019.01.15	2579.6	2612.4	2578.8	2604.9	31139	69789	0
2019.01.16	2603.7	2625.1	2601.4	2614.2	22726	53204	0
2019.01.17	2613.8	2644.1	2595.1	2636.9	30363	70391	0
2019.01.18	2634.9	2676.2	2631.6	2675.5	29793	73496	0
2019.01.21	2671.7	2671.7	2654.6	2662.1	10778	23713	0
2019.01.22	2661.9	2664.9	2615.5	2632.4	35817	78625	0
2019.01.23	2629.7	2652.5	2611.7	2636.7	34082	74261	0
2019.01.24	2635.2	2646.2	2624.9	2635.7	34043	73168	0
2019.01.25	2635.2	2671.1	2633.4	2664.5	30286	67584	0
2019.01.28	2660.0	2662.2	2621.1	2640.2	33982	75478	0
2019.01.29	2638.7	2648.6	2627.2	2645.3	25621	58114	0
2019.01.30	2647.9	2688.5	2635.2	2682.5	30675	71194	0
2019.01.31	2680.8	2711.7	2674.7	2710.8	29242	70636	0
2019.02.01	2707.0	2714.6	2694.2	2703.5	30997	68917	0
2019.02.04	2698.0	2723.8	2695.7	2719.7	17898	42529	0
2019.02.05	2718.3	2736.6	2715.3	2730.9	14063	34795	0
2019.02.06	2730.0	2735.3	2721.3	2727.1	16521	41067	0
2019.02.07	2725.8	2728.1	2684.5	2702.1	30833	74271	0
2019.02.08	2700.8	2707.9	2679.9	2707.2	24453	60125	0
2019.02.11	2710.7	2720.7	2699.6	2707.5	19579	48304	0
2019.02.12	2706.8	2747.0	2704.9	2744.3	15478	39313	0
2019.02.13	2743.1	2760.8	2742.0	2748.8	15734	39084	0
2019.02.14	2748.8	2762.0	2729.5	2741.0	26034	63403	0
2019.02.15	2739.0	2777.6	2728.0	2776.7	23270	55225	0
2019.02.18	2780.7	2780.8	2772.6	2777.2	11313	21307	0
2019.02.19	2775.9	2786.5	2765.3	2777.3	11850	28387	0
2019.02.20	2776.2	2789.9	2772.6	2786.1	14241	35812	0
2019.02.21	2785.4	2797.1	2763.4	2773.7	17497	42967	0
2019.02.22	2772.2	2794.7	2770.0	2794.7	12875	31929	0
2019.02.25	2798.7	2813.2	2793.9	2794.6	13849	34232	0
2019.02.26	2795.0	2802.8	2782.7	2789.0	13777	34859	0
2019.02.27	2787.3	2796.3	2774.5	2795.9	12931	30560	0
2019.02.28	2794.6	2795.2	2781.3	2786.6	14935	37513	0
2019.03.01	2784.8	2807.7	2782.5	2805.9	11295	27421	0
2019.03.04	2812.8	2819.2	2766.8	2790.6	19256	48725	0
2019.03.05	2789.8	2798.3	2782.9	2788.2	14552	36661	0
2019.03.06	2785.9	2792.0	2767.9	2770.7	13782	36974	0
2019.03.07	2769.6	2775.7	2738.1	2749.5	22815	51790	0
2019.03.08	2747.9	2750.9	2721.6	2748.2	29607	65868	0
2019.03.11	2742.6	2786.8	2736.7	2785.6	9946	23661	0
2019.03.12	2784.8	2797.9	2780.2	2794.0	10687	35861	0
2019.03.13	2792.7	2821.2	2782.8	2815.6	10751	37507	0
2019.03.14	2815.4	2820.0	2803.4	2808.0	10743	38207	0
2019.03.15	2808.2	2831.5	2807.4	2825.3	9823	33550	0
2019.03.18	2823.5	2837.4	2819.3	2836.6	8083	18922	0
2019.03.19	2837.2	2853.9	2824.1	2832.8	9488	26678	0
2019.03.20	2832.4	2844.5	2812.7	2819.0	12956	43354	0
2019.03.21	2819.1	2861.1	2809.3	2855.5	12351	35192	0
2019.03.22	2854.4	2860.0	2800.7	2802.0	18111	65013	0
2019.03.25	2809.7	2813.7	2785.0	2804.1	19143	72732	0
2019.03.26	2803.7	2830.4	2801.5	2819.7	14287	44194	0
2019.03.27	2818.7	2827.2	2787.4	2803.2	16377	58585	0
2019.03.28	2802.2	2819.7	2790.6	2817.7	15057	50296	0
2019.03.29	2817.3	2836.5	2816.0	2835.3	12296	37261	0
2019.04.01	2841.7	2869.0	2841.4	2866.6	11147	36516	0
2019.04.02	2864.3	2869.4	2858.1	2862.2	8610	22702	0
2019.04.03	2862.2	2885.0	2861.1	2875.6	10196	29979	0
2019.04.04	2876.7	2881.5	2866.9	2878.7	10704	30780	0
2019.04.05	2878.2	2893.9	2876.4	2893.5	9755	32266	0
2019.04.08	2893.6	2895.7	2880.4	2894.7	8702	28237	0
2019.04.09	2894.5	2895.9	2873.4	2878.5	8530	22827	0
2019.04.10	2878.3	2892.0	2874.1	2891.8	8568	23359	0
2019.04.11	2891.3	2896.0	2881.7	2888.6	8749	21977	0
2019.04.12	2888.3	2911.0	2887.2	2908.2	8589	23425	0
2019.04.15	2909.3	2910.7	2897.0	2906.9	6404	18670	0
2019.04.16	2907.1	2917.6	2901.0	2907.4	7751	20600	0
2019.04.17	2906.9	2919.8	2895.0	2896.9	8596	24131	0
2019.04.18	2898.1	2908.3	2886.0	2907.1	9416	27281	0
2019.04.22	2904.5	2912.1	2895.5	2909.9	7232	18425	0
2019.04.23	2908.9	2936.3	2904.7	2934.6	6904	18016	0
2019.04.24	2934.6	2936.1	2924.5	2925.3	7933	22560	0
2019.04.25	2926.4	2932.3	2911.1	2920.2	8206	21775	0
2019.04.26	2919.7	2939.4	2914.3	2935.9	9948	26070	0
2019.04.29	2936.8	2948.4	2934.6	2939.7	6737	15239	0
2019.04.30	2939.6	2953.1	2922.8	2951.9	8499	22690	0
2019.05.01	2951.6	2957.9	2913.3	2914.5	9128	33506	0
2019.05.02	2913.9	2929.4	2897.8	2915.6	13555	37067	0
2019.05.03	2915.2	2946.4	2913.1	2946.2	8866	24917	0
2019.05.06	2903.8	2935.3	2880.6	2927.5	21274	75177	0
2019.05.07	2910.0	2927.6	2859.7	2887.2	21520	80229	0
2019.05.08	2887.0	2896.3	2865.9	2881.7	21598	85542	0
2019.05.09	2881.3	2882.5	2833.6	2869.4	22759	90792	0
2019.05.10	2867.8	2890.2	2823.4	2884.4	33248	164464	0
2019.05.13	2858.2	2866.5	2799.8	2805.4	24919	126740	0
2019.05.14	2806.0	2851.3	2797.3	2837.9	17401	65687	0
2019.05.15	2838.1	2857.6	2812.8	2852.5	17948	87712	0
2019.05.16	2851.2	2891.9	2838.2	2877.6	16229	61934	0
2019.05.17	2877.3	2885.6	2850.5	2859.6	19786	83078	0
2019.05.20	2860.8	2875.0	2830.9	2845.9	20829	94599	0
2019.05.21	2847.5	2868.9	2844.8	2863.4	14037	56476	0
2019.05.22	2863.4	2868.1	2846.8	2855.5	14292	60602	0
2019.05.23	2856.1	2856.8	2804.1	2818.9	18993	98564	0
2019.05.24	2820.6	2840.4	2817.9	2829.6	14415	54976	0
2019.05.27	2830.3	2837.4	2824.9	2830.5	8351	33438	0
2019.05.28	2829.7	2839.9	2799.3	2803.7	15268	62696	0
2019.05.29	2802.5	2804.8	2765.1	2779.6	18712	75411	0
2019.05.30	2779.1	2797.6	2775.5	2789.1	13889	46953	0
2019.05.31	2788.1	2789.8	2749.3	2751.7	19596	88220	0
2019.06.03	2742.6	2762.9	2728.1	2752.4	22397	113271	0
2019.06.04	2754.0	2805.5	2743.3	2805.2	16492	72123	0
2019.06.05	2805.9	2828.7	2800.4	2828.4	16228	70738	0
2019.06.06	2819.4	2852.5	2812.2	2839.0	15928	64282	0
2019.06.07	2838.5	2885.7	2837.4	2877.2	13533	52140	0
2019.06.10	2893.8	2905.4	2880.1	2889.4	13869	53676	0
2019.06.11	2890.1	2911.1	2879.1	2887.4	12248	43608	0
2019.06.12	2885.7	2890.6	2875.1	2881.6	12253	47436	0
2019.06.13	2881.7	2896.0	2867.0	2895.1	14669	63314	0
2019.06.14	2892.8	2898.4	2880.1	2891.6	12893	57443	0
2019.06.17	2891.1	2900.4	2887.6	2892.9	8590	24131	0
2019.06.18	2893.4	2931.4	2884.3	2921.2	12924	58121	0
2019.06.19	2919.5	2931.6	2910.2	2926.5	12391	66329	0
2019.06.20	2925.9	2959.2	2925.4	2952.7	12464	50411	0
2019.06.21	2952.2	2964.2	2942.7	2943.5	13734	52828	0
2019.06.24	2944.2	2956.6	2943.9	2946.7	9940	37303	0
2019.06.25	2946.9	2953.2	2915.3	2917.9	12710	48757	0
2019.06.26	2917.4	2933.9	2909.4	2910.2	12104	44009	0
2019.06.27	2910.9	2930.7	2910.1	2927.9	11446	41431	0
2019.06.28	2929.2	2950.3	2925.1	2949.0	9492	29665	0
2019.07.01	2964.9	2976.8	2950.8	2963.6	11957	38907	0
2019.07.02	2964.0	2975.1	2953.8	2974.4	10165	30499	0
2019.07.03	2974.6	2996.1	2969.1	2995.3	6933	21444	0
2019.07.04	2997.4	2999.2	2992.6	2997.9	4564	12802	0
2019.07.05	2997.9	2999.7	2966.9	2987.5	9366	26052	0
2019.07.08	2988.7	2989.7	2968.9	2973.7	9547	24558	0
2019.07.09	2973.1	2981.7	2959.1	2978.0	8995	24728	0
2019.07.10	2976.7	3003.3	2966.9	2992.2	10766	32171	0
2019.07.11	2992.4	3002.5	2988.2	2999.8	9624	27153	0
2019.07.12	2998.8	3013.7	2998.2	3010.3	7710	20211	0
