年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2020/03,M2100,橡膠工業,,0.35,282275,,-18.0261,
2020/03,M2200,汽車工業,,0.97,782304,,-21.5802,
2020/03,M2300,電子工業,,64.86,52309525,,-12.8628,
2020/03,M2600,航運業,,0.37,298405,,-18.8499,
2020/03,M2800,金融業(合計),,17.93,14460527,,-16.3856,
2020/03,M2871,壽險,,0.3,241950,,,
2020/03,M2900,貿易百貨,,0.98,790369,,-4.4286,
2020/03,M9700,油電燃氣業,,0.69,556484,,-5.6236,
2020/03,M9900,其他,,1.41,1137164,,-19.6581,
2020/03,MTSE,國內上市,,98.86,79730490,,-14.0284,
2020/03,TT99,基金總規模,,,80649899,,,
2020/02,1216,統一,17302,1.87,1266543,0.3,0.8265,TW0001216000
2020/02,1301,台塑,17576,2.37,1599382,0.28,-2.5697,TW0001301000
2020/02,1303,南亞,20378,2.05,1387771,0.26,-2.2954,TW0001303006
2020/02,2317,鴻海,43070,5.12,3458558,0.31,-3.4854,TW0002317005
2020/02,2330,台積電,86668,40.53,27387115,0.33,-1.2502,TW0002330008
2020/02,2412,中華電,13728,2.19,1482597,0.18,0.0002,TW0002412004
2020/02,2454,聯發科,5331,2.84,1919221,0.34,-7.2166,TW0002454006
2020/02,2886,兆豐金,39292,1.88,1271087,0.29,2.5357,TW0002886009
2020/02,2891,中信金,65483,2.2,1486460,0.34,2.9479,TW0002891009
2020/02,3008,大立光,370,2.43,1640194,0.28,-7.8044,TW0003008009
2020/02,M1200,食品工業,,1.87,1263604,,0.4329,
2020/02,M1300,塑膠工業,,4.42,2986700,,-2.604,
2020/02,TT99,基金總規模,,,67572405,,,
2020/01,1216,統一,14888,1.83,1080834,0.26,-2.1565,TW0001216000
2020/01,1301,台塑,15123,2.39,1412450,0.24,-6.4127,TW0001301000
2020/01,1303,南亞,17534,2.07,1222130,0.22,-4.2582,TW0001303006
2020/01,2317,鴻海,37059,5.21,3083287,0.27,-8.3701,TW0002317005
2020/01,2330,台積電,74571,40.34,23862727,0.29,-3.3233,TW0002330008
2020/01,2412,中華電,11812,2.16,1275673,0.15,-1.818,TW0002412004
2020/01,2454,聯發科,4587,3.01,1779804,0.29,-12.5143,TW0002454006
2020/01,2886,兆豐金,33807,1.8,1066625,0.25,3.1046,TW0002886009
2020/01,2891,中信金,56343,2.1,1242360,0.29,-1.5625,TW0002891009
2020/01,3008,大立光,319,2.59,1531656,0.24,-3.8999,TW0003008009
2020/01,M1200,食品工業,,1.83,1082596,,-2.2413,
2020/01,M1300,塑膠工業,,4.46,2638458,,-5.063,
2020/01,TT99,基金總規模,,,59158260,,,
2019/12,1101,台泥,16062,1.06,703010,0.29,5.5557,TW0001101004
2019/12,1102,亞泥,7734,0.56,370827,0.23,5.5003,TW0001102002
2019/12,1216,統一,15975,1.79,1185679,0.28,2.3448,TW0001216000
2019/12,1301,台塑,16256,2.45,1619861,0.26,2.6749,TW0001301000
2019/12,1303,南亞,18829,2.07,1370121,0.24,1.8183,TW0001303006
2019/12,1326,台化,11428,1.51,998526,0.2,0.2289,TW0001326007
2019/12,1402,遠東新,13089,0.59,390693,0.25,0.3362,TW0001402006
2019/12,2002,中鋼,41006,1.48,982471,0.26,2.1368,TW0002002003
2019/12,2105,正新,6178,0.39,258254,0.19,0.4809,TW0002105004
2019/12,2207,和泰車,1066,1.1,726278,0.2,14.4055,TW0002207008
2019/12,2301,光寶科,7112,0.53,350961,0.3,1.9627,TW0002301009
2019/12,2303,聯電,36632,0.91,602594,0.31,10.0332,TW0002303005
2019/12,2308,台達電,7212,1.65,1091005,0.28,8.2142,TW0002308004
2019/12,2317,鴻海,39746,5.45,3611822,0.29,2.5987,TW0002317005
2019/12,2327,國巨,1318,0.87,576106,0.31,32.4242,TW0002327004
2019/12,2330,台積電,80043,40.01,26494061,0.31,9.3348,TW0002330008
2019/12,2357,華碩,2346,0.82,542996,0.32,0.4336,TW0002357001
2019/12,2382,廣達,8857,0.86,569484,0.23,6.6336,TW0002382009
2019/12,2395,研華,1250,0.57,377449,0.18,0.8347,TW0002395001
2019/12,2408,南亞科,2700,0.34,225145,0.09,17.135,TW0002408002
2019/12,2412,中華電,12702,2.11,1394604,0.16,-2.6547,TW0002412004
2019/12,2454,聯發科,4927,3.3,2183755,0.31,5.2192,TW0002454006
2019/12,2474,可成,2450,0.84,556240,0.32,-9.018,TW0002474004
2019/12,2633,台灣高鐵,6898,0.4,264876,0.12,6.8149,TW0002633005
2019/12,2801,彰銀,20712,0.71,470155,0.21,-1.0893,TW0002801008
2019/12,2823,凱基人壽,9571,0.37,245011,0.21,0.9862,TW0002823002
2019/12,2880,華南金,30100,1,664706,0.25,1.3825,TW0002880002
2019/12,2881,富邦金,24547,1.72,1136164,0.24,3.5713,TW0002881000
2019/12,2882,國泰金,27546,1.77,1172160,0.21,2.0385,TW0002882008
2019/12,2883,開發金,46278,0.68,450290,0.31,0.206,TW0002883006
2019/12,2884,玉山金,36788,1.55,1025366,0.32,3.1424,TW0002884004
2019/12,2885,元大金,37371,1.14,753877,0.32,2.2784,TW0002885001
2019/12,2886,兆豐金,36356,1.68,1110407,0.27,0.9901,TW0002886009
2019/12,2887,台新金,33795,0.74,490021,0.32,1.7543,TW0002887007
2019/12,2888,新光金,37748,0.59,390693,0.3,2.9851,TW0002888005
2019/12,2890,永豐金,35147,0.69,456912,0.31,1.1674,TW0002890001
2019/12,2891,中信金,60602,2.05,1354662,0.31,2.5172,TW0002891009
2019/12,2892,第一金,32690,1.17,775952,0.26,3.2679,TW0002892007
2019/12,2912,統一超,1873,0.86,569484,0.18,-0.4911,TW0002912003
2019/12,3008,大立光,342,2.58,1708075,0.25,12.7396,TW0003008009
2019/12,3045,台灣大,5380,0.91,602594,0.15,-2.1833,TW0003045001
2019/12,3711,日月光投控,11222,1.41,936488,0.26,10.0527,TW0003711008
2019/12,4904,遠傳,5327,0.58,384071,0.16,-1.3682,TW0004904008
2019/12,4938,和碩,6680,0.69,456912,0.26,0.5881,TW0004938006
2019/12,5871,中租-KY,4031,0.84,556240,0.3,1.0989,KYG202881093
2019/12,5876,上海商銀,10952,0.86,569484,0.24,4.2086,TW0005876007
2019/12,5880,合庫金,30955,0.97,642325,0.24,-0.0002,TW0005880009
2019/12,6505,台塑化,4550,0.67,443668,0.05,1.5624,TW0006505001
2019/12,9904,寶成,8784,0.52,344339,0.3,-1.3839,TW0009904003
2019/12,9910,豐泰,1223,0.36,238389,0.17,2.0942,TW0009910000
2019/12,M1100,水泥工業,,1.62,1072749,,5.7082,
2019/12,M1200,食品工業,,1.79,1185321,,2.6888,
2019/12,M1300,塑膠工業,,6.03,3993010,,1.6797,
2019/12,M1400,紡織纖維,,0.59,390693,,1.235,
2019/12,M2000,鋼鐵工業,,1.48,980042,,2.7381,
2019/12,M2100,橡膠工業,,0.39,258254,,0.6405,
2019/12,M2200,汽車工業,,1.1,728410,,7.9076,
2019/12,M2600,航運業,,0.4,264876,,2.0576,
2019/12,M2900,貿易百貨,,0.86,569484,,0.55,
2019/12,M9700,油電燃氣業,,0.67,443668,,1.6062,
2019/12,M9900,其他,,1.72,1138968,,0.6173,
2019/12,TT99,基金總規模,,,66219075,,,
2019/11,1216,統一,17186,1.85,1242846,0.3,-3.5905,TW0001216000
2019/11,1301,台塑,17392,2.51,1692591,0.27,-0.6136,TW0001301000
2019/11,1303,南亞,20158,2.14,1443652,0.25,-0.6944,TW0001303006
2019/11,2317,鴻海,42694,5.61,3776627,0.31,9.8013,TW0002317005
2019/11,2330,台積電,85878,38.89,26190500,0.33,2.1775,TW0002330008
2019/11,2412,中華電,13589,2.28,1536933,0.18,0.8928,TW0002412004
2019/11,2454,聯發科,5289,3.31,2226357,0.33,3.3089,TW0002454006
2019/11,2882,國泰金,29234,1.81,1215952,0.22,3.4736,TW0002882008
2019/11,2891,中信金,64731,2.1,1417625,0.33,3.066,TW0002891009
2019/11,3008,大立光,366,2.41,1624625,0.27,-0.7829,TW0003008009
2019/11,M1200,食品工業,,1.85,1245992,,-1.3383,
2019/11,M1300,塑膠工業,,4.65,3131819,,-0.8309,
2019/11,TT99,基金總規模,,,67350937,,,
2019/10,1216,統一,15780,1.88,1186758,0.28,0.5346,TW0001216000
2019/10,1301,台塑,16006,2.48,1567687,0.25,3.4919,TW0001301000
2019/10,1303,南亞,18585,2.12,1338189,0.23,3.2998,TW0001303006
2019/10,2317,鴻海,39312,5.02,3166243,0.28,10.1094,TW0002317005
2019/10,2330,台積電,79041,37.38,23595630,0.31,9.7425,TW0002330008
2019/10,2412,中華電,12511,2.22,1402310,0.16,0.9005,TW0002412004
2019/10,2454,聯發科,4858,3.14,1984027,0.31,10.5691,TW0002454006
2019/10,2881,富邦金,24227,1.71,1077302,0.24,-0.0002,TW0002881000
2019/10,2891,中信金,59844,2.01,1266154,0.31,2.9127,TW0002891009
2019/10,3008,大立光,337,2.39,1507208,0.25,0.4493,TW0003008009
2019/10,M1200,食品工業,,1.88,1186630,,0.8931,
2019/10,M1300,塑膠工業,,4.6,2903456,,3.0794,
2019/10,TT99,基金總規模,,,63118613,,,
2019/09,1101,台泥,17876,1.07,705775,0.33,3.1208,TW0001101004
2019/09,1102,亞泥,8567,0.56,370950,0.26,0.6975,TW0001102002
2019/09,1216,統一,17712,2,1322539,0.31,-2.3501,TW0001216000
2019/09,1301,台塑,17945,2.56,1697220,0.28,0.425,TW0001301000
2019/09,1303,南亞,20813,2.19,1451470,0.26,1.3083,TW0001303006
2019/09,1326,台化,12606,1.65,1094774,0.22,-1.5892,TW0001326007
2019/09,1402,遠東新,14566,0.63,417319,0.27,0.5261,TW0001402006
2019/09,2002,中鋼,45505,1.58,1046171,0.29,-0.6478,TW0002002003
2019/09,2105,正新,6798,0.47,311333,0.21,4.0911,TW0002105004
2019/09,2207,和泰車,1180,0.84,556425,0.22,6.5539,TW0002207008
2019/09,2301,光寶科,7793,0.58,384198,0.33,-1.4,TW0002301009
2019/09,2303,聯電,40536,0.82,543177,0.35,-0.3716,TW0002303005
2019/09,2308,台達電,7949,1.59,1055783,0.31,-9.5564,TW0002308004
2019/09,2317,鴻海,43980,4.86,3221778,0.32,-1.3477,TW0002317005
2019/09,2327,國巨,1451,0.54,357702,0.34,8.5904,TW0002327004
2019/09,2330,台積電,88573,36.37,24089919,0.34,5.8119,TW0002330008
2019/09,2357,華碩,2598,0.81,536553,0.35,1.2254,TW0002357001
2019/09,2382,廣達,9831,0.84,556425,0.26,0.1772,TW0002382009
2019/09,2395,研華,1383,0.57,377574,0.2,2.2472,TW0002395001
2019/09,2408,南亞科,2962,0.36,238468,0.1,14.3469,TW0002408002
2019/09,2412,中華電,14024,2.35,1557084,0.18,1.8348,TW0002412004
2019/09,2454,聯發科,5439,3.03,2010307,0.34,0.4082,TW0002454006
2019/09,2474,可成,2734,0.97,642539,0.36,12.2224,TW0002474004
2019/09,2633,台灣高鐵,7694,0.41,271589,0.14,-6.8603,TW0002633005
2019/09,2801,彰銀,22947,0.75,496808,0.23,7.1779,TW0002801008
2019/09,2823,凱基人壽,10771,0.4,264964,0.24,-0.0003,TW0002823002
2019/09,2880,華南金,33516,1.06,700401,0.28,5.0124,TW0002880002
2019/09,2881,富邦金,27061,1.82,1207016,0.26,2.0619,TW0002881000
2019/09,2882,國泰金,29153,1.8,1189168,0.23,1.8679,TW0002882008
2019/09,2883,開發金,50900,0.71,470312,0.34,1.6499,TW0002883006
2019/09,2884,玉山金,40628,1.61,1067455,0.35,3.9604,TW0002884004
2019/09,2885,元大金,41177,1.15,763956,0.35,2.4931,TW0002885001
2019/09,2886,兆豐金,40090,1.74,1154351,0.3,-0.0001,TW0002886009
2019/09,2887,台新金,37305,0.78,516681,0.35,3.3581,TW0002887007
2019/09,2888,新光金,42327,0.6,397447,0.34,2.2307,TW0002888005
2019/09,2890,永豐金,38869,0.71,470312,0.35,2.1098,TW0002890001
2019/09,2891,中信金,66884,2.08,1378469,0.34,1.2287,TW0002891009
2019/09,2892,第一金,36159,1.19,789748,0.29,1.3953,TW0002892007
2019/09,2912,統一超,2079,0.91,602794,0.2,-0.6849,TW0002912003
2019/09,3008,大立光,379,2.54,1684338,0.28,14.3962,TW0003008009
2019/09,3045,台灣大,5855,0.99,655787,0.17,-0.0002,TW0003045001
2019/09,3711,日月光投控,12444,1.33,881726,0.29,-0.8401,TW0003711008
2019/09,4904,遠傳,5847,0.64,423943,0.18,-0.9562,TW0004904008
2019/09,4938,和碩,7360,0.6,397447,0.28,3.0534,TW0004938006
2019/09,5871,中租-KY,4504,0.85,563049,0.34,0.4015,KYG202881093
2019/09,5876,上海商銀,11951,0.94,622666,0.27,2.559,TW0005876007
2019/09,5880,合庫金,34251,1.06,705174,0.27,2.4999,TW0005880009
2019/09,6505,台塑化,5059,0.75,496808,0.05,1.0285,TW0006505001
2019/09,9904,寶成,9832,0.59,390823,0.33,1.403,TW0009904003
2019/09,9910,豐泰,1369,0.46,304709,0.19,8.8019,TW0009910000
2019/09,M1100,水泥工業,,1.63,1079730,,2.5447,
2019/09,M1200,食品工業,,2,1324822,,-2.2278,
2019/09,M1300,塑膠工業,,6.4,4239431,,0.1636,
2019/09,M1400,紡織纖維,,0.63,417319,,0.5681,
2019/09,M2000,鋼鐵工業,,1.58,1046609,,-1.1635,
2019/09,M2100,橡膠工業,,0.47,311333,,4.54,
2019/09,M2200,汽車工業,,0.84,556425,,1.4879,
2019/09,M2600,航運業,,0.41,271589,,-2.3037,
2019/09,M2900,貿易百貨,,0.91,602794,,-0.2934,
2019/09,M9700,油電燃氣業,,0.75,496808,,1.0768,
2019/09,M9900,其他,,1.9,1258581,,0.729,
2019/09,TT99,基金總規模,,,66241103,,,
2019/08,1216,統一,32330,2.11,2478776,0.57,-2.1239,TW0001216000
2019/08,1301,台塑,32928,2.64,3093045,0.52,-6.368,TW0001301000
2019/08,1303,南亞,38042,2.23,2622129,0.48,-3.5062,TW0001303006
2019/08,2317,鴻海,80513,5.09,5976973,0.58,-5.598,TW0002317005
2019/08,2330,台積電,162096,35.77,41981187,0.63,-0.1927,TW0002330008
2019/08,2412,中華電,25627,2.38,2798389,0.33,0.9261,TW0002412004
2019/08,2454,聯發科,9964,3.12,3664312,0.63,16.8521,TW0002454006
2019/08,2881,富邦金,49475,1.84,2164432,0.48,1.0417,TW0002881000
2019/08,2891,中信金,122271,2.12,2492216,0.63,0.2465,TW0002891009
2019/08,3008,大立光,692,2.29,2690133,0.52,-6.8432,TW0003008009
2019/08,M1200,食品工業,,2.11,2476479,,-4.6562,
2019/08,M1300,塑膠工業,,4.87,5715853,,-5.5763,
2019/08,TT99,基金總規模,,,117368655,,,
2019/07,1216,統一,34417,2.21,2780600,0.61,-2.2974,TW0001216000
2019/07,1301,台塑,34932,2.79,3513087,0.55,-7.4017,TW0001301000
2019/07,1303,南亞,40591,2.3,2889906,0.51,-3.0402,TW0001303006
2019/07,2317,鴻海,85649,5.35,6733298,0.62,6.7182,TW0002317005
2019/07,2330,台積電,172383,35.55,44732048,0.67,8.5776,TW0002330008
2019/07,2412,中華電,27264,2.34,2948737,0.35,-0.424,TW0002412004
2019/07,2454,聯發科,10603,2.65,3334789,0.67,3.0302,TW0002454006
2019/07,2886,兆豐金,78008,1.99,2508555,0.57,3.8833,TW0002886009
2019/07,2891,中信金,130171,2.1,2643888,0.67,-0.3135,TW0002891009
2019/07,3008,大立光,736,2.49,3127448,0.55,10.2465,TW0003008009
2019/07,M1200,食品工業,,2.21,2780890,,-1.816,
2019/07,M1300,塑膠工業,,5.09,6404854,,-9.2708,
2019/07,TT99,基金總規模,,,125832108,,,
2019/06,1101,台泥,36564,1.22,1681248,0.72,7.3428,TW0001101004
2019/06,1102,亞泥,18866,0.65,897090,0.56,5.4326,TW0001102002
2019/06,1216,統一,38884,2.33,3209501,0.68,1.722,TW0001216000
2019/06,1301,台塑,39415,3.27,4513705,0.62,3.6197,TW0001301000
2019/06,1303,南亞,45653,2.6,3592650,0.58,0.1273,TW0001303006
2019/06,1326,台化,27737,2.07,2854646,0.47,1.6379,TW0001326007
2019/06,1402,遠東新,31723,0.77,1062707,0.59,2.134,TW0001402006
2019/06,2002,中鋼,99569,1.8,2490919,0.63,2.675,TW0002002003
2019/06,2105,正新,14799,0.43,593459,0.46,-0.0001,TW0002105004
2019/06,2207,和泰車,2581,0.95,1311131,0.47,0.3952,TW0002207008
2019/06,2301,光寶科,17290,0.57,786679,0.74,0.8867,TW0002301009
2019/06,2303,聯電,92009,0.93,1283529,0.79,8.1397,TW0002303005
2019/06,2308,台達電,17526,2,2754572,0.68,10.5264,TW0002308004
2019/06,2317,鴻海,96645,5.42,7477385,0.7,4.7361,TW0002317005
2019/06,2327,國巨,3189,0.61,841884,0.75,1.1495,TW0002327004
2019/06,2330,台積電,194374,33.66,46460435,0.75,4.8552,TW0002330008
2019/06,2357,華碩,5694,0.92,1269727,0.77,2.765,TW0002357001
2019/06,2382,廣達,21479,0.94,1297330,0.56,2.5466,TW0002382009
2019/06,2395,研華,3032,0.58,800480,0.43,-0.3773,TW0002395001
2019/06,2408,南亞科,6633,0.31,427843,0.22,4.7077,TW0002408002
2019/06,2409,友達,71233,0.48,662466,0.74,0.0001,TW0002409000
2019/06,2412,中華電,30778,2.52,3479329,0.4,0.4444,TW0002412004
2019/06,2454,聯發科,11955,2.72,3754695,0.75,0.9647,TW0002454006
2019/06,2474,可成,5955,0.96,1324933,0.77,15.8854,TW0002474004
2019/06,2633,台灣高鐵,16912,0.56,772877,0.3,5.0577,TW0002633005
2019/06,2801,彰銀,49408,0.75,1035104,0.51,5.0123,TW0002801008
2019/06,2823,凱基人壽,22771,0.41,565857,0.51,3.1666,TW0002823002
2019/06,2880,華南金,69503,1.05,1450905,0.6,-0.4772,TW0002880002
2019/06,2881,富邦金,59600,1.98,2726654,0.58,6.0117,TW0002881000
2019/06,2882,國泰金,63872,1.99,2744156,0.51,5.392,TW0002882008
2019/06,2883,開發金,112218,0.77,1062707,0.75,1.828,TW0002883006
2019/06,2884,玉山金,83339,1.57,2166623,0.77,-5.1095,TW0002884004
2019/06,2885,元大金,90283,1.22,1690405,0.77,5.0706,TW0002885001
2019/06,2886,兆豐金,87989,1.97,2723216,0.65,-0.3227,TW0002886009
2019/06,2887,台新金,80106,0.83,1145515,0.77,1.4184,TW0002887007
2019/06,2890,永豐金,84606,0.8,1104111,0.75,6.5305,TW0002890001
2019/06,2891,中信金,146741,2.27,3135793,0.75,1.909,TW0002891009
2019/06,2892,第一金,78692,1.3,1794987,0.64,0.8851,TW0002892007
2019/06,2912,統一超,4547,0.99,1366337,0.44,-0.1659,TW0002912003
2019/06,3008,大立光,830,2.32,3199407,0.62,2.2546,TW0003008009
2019/06,3045,台灣大,12956,1.15,1581503,0.37,3.8134,TW0003045001
2019/06,3711,日月光投控,27378,1.22,1681150,0.63,2.8426,TW0003711008
2019/06,4904,遠傳,12867,0.73,1007501,0.4,-0.2549,TW0004904008
2019/06,4938,和碩,16192,0.63,869487,0.62,4.2719,TW0004938006
2019/06,5871,中租-KY,9559,0.89,1228323,0.74,10.3004,KYG202881093
2019/06,5876,上海商銀,24312,0.99,1366337,0.59,-3.2704,TW0005876007
2019/06,5880,合庫金,72988,1.1,1524723,0.58,1.2166,TW0005880009
2019/06,6505,台塑化,10991,0.88,1214522,0.12,-0.6222,TW0006505001
2019/06,9904,寶成,21509,0.6,828083,0.73,7.3921,TW0009904003
2019/06,9910,豐泰,2680,0.47,648665,0.4,1.2554,TW0009910000
2019/06,M1100,水泥工業,,1.87,2580859,,6.1774,
2019/06,M1200,食品工業,,2.33,3215722,,2.3094,
2019/06,M1300,塑膠工業,,7.94,10958298,,-0.0034,
2019/06,M1400,紡織纖維,,0.77,1062707,,-0.0257,
2019/06,M2000,鋼鐵工業,,1.8,2484249,,1.9983,
2019/06,M2100,橡膠工業,,0.43,593459,,-0.0711,
2019/06,M2200,汽車工業,,0.95,1311131,,0.2771,
2019/06,M2600,航運業,,0.56,772877,,2.0061,
2019/06,M2900,貿易百貨,,0.99,1366337,,2.0819,
2019/06,M9700,油電燃氣業,,0.88,1214522,,-4.4384,
2019/06,M9900,其他,,1.96,2705071,,4.4339,
2019/06,TT99,基金總規模,,,138013832,,,
2019/05,1216,統一,17845,2.37,1450115,0.31,10.7628,TW0001216000
2019/05,1301,台塑,18115,3.27,2001977,0.29,-1.3393,TW0001301000
2019/05,1303,南亞,20977,2.69,1649070,0.27,0.512,TW0001303006
2019/05,1326,台化,12756,2.24,1369329,0.22,-3.1532,TW0001326007
2019/05,2317,鴻海,44400,5.36,3281098,0.32,-14.9597,TW0002317005
2019/05,2330,台積電,89341,34.37,21040068,0.35,-9.0734,TW0002330008
2019/05,2412,中華電,14148,2.6,1591957,0.18,1.3514,TW0002412004
2019/05,2454,聯發科,5472,2.78,1702520,0.35,5.2454,TW0002454006
2019/05,2891,中信金,67498,2.31,1414193,0.35,-0.9457,TW0002891009
2019/05,3008,大立光,381,2.35,1436053,0.28,-18.9249,TW0003008009
2019/05,M1200,食品工業,,2.37,1450809,,9.0037,
2019/05,M1300,塑膠工業,,8.2,5019678,,-1.3888,
2019/05,TT99,基金總規模,,,61215584,,,
2019/04,1301,台塑,19226,3.14,2152706,0.3,2.2832,TW0001301000
2019/04,1303,南亞,22302,2.54,1740563,0.28,-1.0139,TW0001303006
2019/04,1326,台化,13530,2.19,1499972,0.23,-0.8928,TW0001326007
2019/04,2317,鴻海,47111,5.97,4093245,0.34,18.2314,TW0002317005
2019/04,2330,台積電,94788,35.8,24548438,0.37,5.4992,TW0002330008
2019/04,2412,中華電,15012,2.43,1666407,0.19,1.3699,TW0002412004
2019/04,2454,聯發科,5802,2.5,1716200,0.37,4.6017,TW0002454006
2019/04,2882,國泰金,31143,2.03,1390845,0.25,-0.5561,TW0002882008
2019/04,2891,中信金,71656,2.21,1514598,0.37,3.4229,TW0002891009
2019/04,3008,大立光,405,2.75,1882999,0.3,1.087,TW0003008009
2019/04,M1300,塑膠工業,,7.87,5396886,,0.2027,
2019/04,TT99,基金總規模,,,68575424,,,
2019/03,1101,台泥,18692,1.12,767734,0.37,7.4219,TW0001101004
2019/03,1102,亞泥,9614,0.56,385521,0.29,3.3507,TW0001102002
2019/03,1216,統一,19788,2.15,1479891,0.35,-0.2668,TW0001216000
2019/03,1301,台塑,20119,3.2,2200519,0.32,6.8294,TW0001301000
2019/03,1303,南亞,23297,2.67,1838485,0.29,2.6008,TW0001303006
2019/03,1326,台化,14137,2.3,1582424,0.24,6.1613,TW0001326007
2019/03,1402,遠東新,16278,0.72,495670,0.3,-0.164,TW0001402006
2019/03,2002,中鋼,50884,1.87,1290762,0.32,-0.7844,TW0002002003
2019/03,2105,正新,7549,0.46,316678,0.23,-4.1142,TW0002105004
2019/03,2207,和泰車,1313,0.72,495670,0.24,12.855,TW0002207008
2019/03,2301,光寶科,8749,0.57,392406,0.37,0.6732,TW0002301009
2019/03,2303,聯電,47865,0.81,557629,0.4,1.7466,TW0002303005
2019/03,2308,台達電,8919,2.06,1417633,0.34,3.5831,TW0002308004
2019/03,2317,鴻海,49267,5.26,3619761,0.36,1.1005,TW0002317005
2019/03,2327,國巨,1620,0.76,523207,0.38,-6.6474,TW0002327004
2019/03,2330,台積電,99100,35.34,24328799,0.38,2.7196,TW0002330008
2019/03,2357,華碩,2902,0.94,647125,0.39,1.5945,TW0002357001
2019/03,2382,廣達,10958,0.92,633356,0.28,1.0489,TW0002382009
2019/03,2395,研華,1533,0.57,392406,0.22,8.9359,TW0002395001
2019/03,2408,南亞科,3364,0.3,206529,0.11,-1.2862,TW0002408002
2019/03,2409,友達,36393,0.6,413059,0.38,0,TW0002409000
2019/03,2412,中華電,15718,2.5,1718762,0.2,2.3364,TW0002412004
2019/03,2454,聯發科,6068,2.49,1715428,0.38,0.8928,TW0002454006
2019/03,2474,可成,3050,1.05,721953,0.4,1.2821,TW0002474004
2019/03,2633,台灣高鐵,8605,0.45,309794,0.15,9.091,TW0002633005
2019/03,2801,彰銀,25373,0.68,468133,0.26,-0.2703,TW0002801008
2019/03,2823,凱基人壽,10794,0.41,282257,0.27,-9.0433,TW0002823002
2019/03,2881,富邦金,30381,2.03,1394559,0.3,1.0992,TW0002881000
2019/03,2882,國泰金,32469,2.12,1462331,0.26,-0.7725,TW0002882008
2019/03,2883,開發金,57481,0.86,592051,0.38,3.3098,TW0002883006
2019/03,2884,玉山金,42320,1.46,1007116,0.39,7.466,TW0002884004
2019/03,2885,元大金,46288,1.18,810920,0.4,0.5729,TW0002885001
2019/03,2886,兆豐金,44914,1.83,1260210,0.33,2.9358,TW0002886009
2019/03,2887,台新金,40669,0.83,571398,0.39,0.717,TW0002887007
2019/03,2890,永豐金,43480,0.72,495670,0.39,6.0466,TW0002890001
2019/03,2891,中信金,74734,2.22,1531177,0.38,-1.9186,TW0002891009
2019/03,2892,第一金,40131,1.23,846824,0.33,1.4422,TW0002892007
2019/03,2912,統一超,2314,1.02,703075,0.22,-4.7095,TW0002912003
2019/03,3008,大立光,423,2.83,1947277,0.32,5.5046,TW0003008009
2019/03,3045,台灣大,6545,1.06,733130,0.19,1.3636,TW0003045001
2019/03,3481,群創,35798,0.52,357984,0.36,-2.4389,TW0003481008
2019/03,3711,日月光投控,13871,1.36,939679,0.32,7.3133,TW0003711008
2019/03,4904,遠傳,6579,0.71,488786,0.2,3.0512,TW0004904008
2019/03,4938,和碩,8266,0.64,440596,0.32,0.9471,TW0004938006
2019/03,5871,中租-KY,4863,0.89,612703,0.38,4.1324,KYG202881093
2019/03,5876,上海商銀,12440,0.88,605819,0.3,1.6701,TW0005876007
2019/03,5880,合庫金,37422,1.06,728702,0.3,2.0944,TW0005880009
2019/03,6505,台塑化,5662,0.95,654009,0.06,-0.8584,TW0006505001
2019/03,9904,寶成,11000,0.6,413059,0.37,-3.2217,TW0009904003
2019/03,M1100,水泥工業,,1.68,1156564,,5.5607,
2019/03,M1200,食品工業,,2.15,1480126,,0.3339,
2019/03,M1300,塑膠工業,,8.17,5624480,,4.7852,
2019/03,M1400,紡織纖維,,0.72,495670,,5.7758,
2019/03,M2000,鋼鐵工業,,1.87,1287366,,0.2185,
2019/03,M2100,橡膠工業,,0.46,316678,,-1.9779,
2019/03,M2200,汽車工業,,0.72,495670,,9.3549,
2019/03,M2600,航運業,,0.45,309794,,0.0918,
2019/03,M2900,貿易百貨,,1.02,702199,,-3.0766,
2019/03,M9700,油電燃氣業,,0.95,654009,,-0.7671,
2019/03,M9900,其他,,1.49,1025762,,4.343,
2019/03,TT99,基金總規模,,,68843088,,,
2019/02,1216,統一,21728,2.21,1629767,0.38,4.3116,TW0001216000
2019/02,1301,台塑,22086,3.07,2262412,0.35,0.4901,TW0001301000
2019/02,1303,南亞,25602,2.67,1968106,0.32,0.7865,TW0001303006
2019/02,1326,台化,15517,2.22,1637184,0.27,-0.939,TW0001326007
2019/02,2317,鴻海,54062,5.33,3932483,0.39,3.8572,TW0002317005
2019/02,2330,台積電,108850,35.28,26014013,0.42,8.1447,TW0002330008
2019/02,2412,中華電,17229,2.5,1844665,0.22,0,TW0002412004
2019/02,2454,聯發科,6663,2.53,1867561,0.42,15.2262,TW0002454006
2019/02,2891,中信金,82404,2.33,1714685,0.42,0.7246,TW0002891009
2019/02,3008,大立光,464,2.75,2024697,0.35,15.3437,TW0003008009
2019/02,M1200,食品工業,,2.21,1629627,,3.4934,
2019/02,M1300,塑膠工業,,7.96,5869609,,0.2911,
2019/02,TT99,基金總規模,,,73738801,,,
2019/01,1216,統一,22174,2.22,1594751,0.39,3.0088,TW0001216000
2019/01,1301,台塑,22531,3.2,2297986,0.35,0.9901,TW0001301000
