年月,標的碼,標的名稱,投資股數(千股),投資比率％,投資金額(千元),持股數/流通在外股數%,個股月報酬率％,ISIN
2005/12,M2600,航運業,,0.99,362766,,4.4349,
2005/12,M9900,其他,,0.67,245509,,3.031,
2005/12,TT99,基金總規模,,,36643066,,,
2005/11,1301,台塑,30756,3.96,1547012,0.55,-0.593,TW0001301000
2005/11,2303,聯電,81474,3.9,1523573,0.41,5.0558,TW0002303005
2005/11,2317,鴻海,16756,7.27,2840096,0.41,16.8967,TW0002317005
2005/11,2330,台積電,102031,15.54,6070851,0.41,14.4231,TW0002330008
2005/11,2882,國泰金,23491,3.65,1425908,0.28,2.8813,TW0002882008
2005/11,M1300,塑膠工業,,3.96,1547012,,-0.1774,
2005/11,TT99,基金總規模,,,39065967,,,
2005/10,1301,台塑,34221,4.32,1731591,0.62,4.1151,TW0001301000
2005/10,2303,聯電,90525,4.02,1611342,0.46,-16.4318,TW0002303005
2005/10,2317,鴻海,18659,6.75,2705611,0.46,-6.1486,TW0002317005
2005/10,2330,台積電,113543,14.73,5904244,0.46,-2.4391,TW0002330008
2005/10,2882,國泰金,26156,3.85,1543200,0.31,-4.6849,TW0002882008
2005/10,M1300,塑膠工業,,4.32,1731591,,0.0355,
2005/10,TT99,基金總規模,,,40083123,,,
2005/09,1301,台塑,33368,3.95,1621683,0.6,-0.4099,TW0001301000
2005/09,1303,南亞,33296,3.24,1330191,0.45,0.0001,TW0001303006
2005/09,1326,台化,24174,2.95,1211131,0.45,-1.1835,TW0001326007
2005/09,1402,遠東新,18429,0.9,369497,0.45,-5.2009,TW0001402006
2005/09,2002,中鋼,47435,3.42,1404090,0.45,4.7787,TW0002002003
2005/09,2201,裕隆,6307,0.51,209382,0.45,0.9119,TW0002201001
2005/09,2301,光寶科,15624,1.41,578879,0.6,9.4534,TW0002301009
2005/09,2303,聯電,88086,4.57,1876226,0.45,8.6735,TW0002303005
2005/09,2308,台達電,8037,1.11,455714,0.44,6.7798,TW0002308004
2005/09,2311,日月光,20344,1.11,455714,0.45,10.1983,TW0002311008
2005/09,2317,鴻海,18149,6.83,2804075,0.45,10.8472,TW0002317005
2005/09,2324,仁寶,21060,1.68,689729,0.59,0.46,TW0002324001
2005/09,2325,矽品,13848,1.13,463925,0.6,14.5298,TW0002325008
2005/09,2330,台積電,110610,14.36,5895538,0.45,-1.2962,TW0002330008
2005/09,2344,華邦電,19296,0.47,192960,0.45,0.4018,TW0002344009
2005/09,2352,佳世達,11119,0.78,320231,0.45,-5.5739,TW0002352002
2005/09,2353,宏碁,13561,2.18,895005,0.6,6.4518,TW0002353000
2005/09,2354,鴻準,3367,1.14,468030,0.6,12.0968,TW0002354008
2005/09,2357,華碩,12870,2.79,1145442,0.45,11.9497,TW0002357001
2005/09,2382,廣達,9736,1.29,529613,0.3,4.4146,TW0002382009
2005/09,2408,南亞科,11360,0.57,234015,0.3,2.4875,TW0002408002
2005/09,2409,友達,26256,2.75,1129020,0.45,-10.9729,TW0002409000
2005/09,2412,中華電,23147,3.27,1342508,0.24,-4.9181,TW0002412004
2005/09,2454,聯發科,3896,2.97,1219342,0.45,12.9964,TW0002454006
2005/09,2475,華映,37401,0.87,357181,0.46,-5.4457,TW0002475001
2005/09,2498,宏達電,2142,2.11,866266,0.6,12.6743,TW0002498003
2005/09,2603,長榮,8039,0.42,172432,0.3,-4.4543,TW0002603008
2005/09,2609,陽明,6843,0.35,143693,0.3,-6.2499,TW0002609005
2005/09,2610,華航,6172,0.23,94427,0.18,-2.8571,TW0002610003
2005/09,2801,彰銀,21621,0.89,365392,0.45,-0.8799,TW0002801008
2005/09,2880,華南金,26934,1.44,591196,0.45,-0.2273,TW0002880002
2005/09,2881,富邦金,36329,2.69,1104387,0.45,2.7027,TW0002881000
2005/09,2882,國泰金,25469,3.84,1576523,0.3,0.9787,TW0002882008
2005/09,2883,開發金,66715,1.95,800578,0.6,0.4185,TW0002883006
2005/09,2884,玉山金,13594,0.75,307915,0.45,-2.3709,TW0002884004
2005/09,2886,兆豐金,51221,2.62,1075648,0.45,3.9513,TW0002886009
2005/09,2887,台新金,30607,1.45,595302,0.6,-7.3809,TW0002887007
2005/09,2888,新光金,10264,0.7,287387,0.3,-5.5649,TW0002888005
2005/09,2890,永豐金,25510,0.96,394131,0.61,-1.5923,TW0002890001
2005/09,2891,中信金,38184,2.66,1092070,0.6,-6.2294,TW0002891009
2005/09,2892,第一金,26302,1.56,640462,0.45,1.4581,TW0002892007
2005/09,3009,奇美電,22964,2.05,841633,0.45,-10.5004,TW0003009007
2005/09,3012,廣輝,20442,0.6,246332,0.45,9.5457,TW0003012001
2005/09,3045,台灣大,13772,1.06,435186,0.28,3.9476,TW0003045001
2005/09,4904,遠傳,11356,1.04,426975,0.29,-8.7379,TW0004904008
2005/09,5854,合庫,6103,0.33,135482,0.24,-5.3305,TW0005854004
2005/09,6004,元京證,19172,0.99,406447,0.6,12.4669,TW0006004005
2005/09,6116,彩晶,36193,0.67,275070,0.6,-7.767,TW0006116007
2005/09,6505,台塑化,5929,0.92,377709,0.07,4.7699,TW0006505001
2005/09,9904,寶成,13749,0.72,295598,0.6,3.6144,TW0009904003
2005/09,M1300,塑膠工業,,11.06,4540714,,1.243,
2005/09,M1400,紡織纖維,,0.9,369497,,-3.3415,
2005/09,M2000,鋼鐵工業,,3.42,1404090,,2.1256,
2005/09,M2200,汽車工業,,0.51,209382,,-0.572,
2005/09,M2600,航運業,,1,410553,,-3.9503,
2005/09,M9900,其他,,0.72,295598,,-0.2328,
2005/09,TT99,基金總規模,,,41055276,,,
2005/08,1301,台塑,32702,4.06,1595836,0.59,-1.4141,TW0001301000
2005/08,2303,聯電,86434,4.31,1694101,0.44,-3.7183,TW0002303005
2005/08,2317,鴻海,14281,6.14,2413407,0.43,-5.5866,TW0002317005
2005/08,2330,台積電,108529,14.91,5860569,0.44,1.5038,TW0002330008
2005/08,2882,國泰金,24943,3.89,1529015,0.29,-3.7676,TW0002882008
2005/08,M1300,塑膠工業,,4.06,1595836,,1.1042,
2005/08,TT99,基金總規模,,,39306296,,,
2005/07,1301,台塑,32158,3.92,1591829,0.58,-4.4402,TW0001301000
2005/07,2303,聯電,77074,4.28,1738017,0.43,-1.9568,TW0002303005
2005/07,2317,鴻海,14043,6.19,2513627,0.43,8.8145,TW0002317005
2005/07,2330,台積電,106634,13.97,5672920,0.43,-3.4484,TW0002330008
2005/07,2882,國泰金,24543,3.85,1563403,0.29,3.955,TW0002882008
2005/07,M1300,塑膠工業,,3.92,1591829,,-6.5191,
2005/07,TT99,基金總規模,,,40607874,,,
2005/06,1216,統一,21937,0.75,326858,0.65,4.9296,TW0001216000
2005/06,1301,台塑,35841,4.26,1856553,0.65,12.3354,TW0001301000
2005/06,1303,南亞,33725,3.61,1573276,0.48,8.6145,TW0001303006
2005/06,1326,台化,23598,3.33,1451249,0.48,8.0843,TW0001326007
2005/06,1402,遠東新,18279,0.95,414020,0.48,-4.0253,TW0001402006
2005/06,1605,華新,19437,0.64,278919,0.65,9.1255,TW0001605004
2005/06,2002,中鋼,47803,3.51,1529695,0.48,4.5752,TW0002002003
2005/06,2201,裕隆,6787,0.57,248412,0.49,0.4117,TW0002201001
2005/06,2204,中華,4265,0.32,139459,0.32,1.0821,TW0002204005
2005/06,2301,光寶科,16163,1.35,588344,0.64,8.1723,TW0002301009
2005/06,2303,聯電,85836,4.53,1974221,0.48,8.4905,TW0002303005
2005/06,2308,台達電,8158,0.92,400946,0.46,5.9211,TW0002308004
2005/06,2311,日月光,19860,1.08,470675,0.48,3.7195,TW0002311008
2005/06,2317,鴻海,15631,5.9,2571282,0.48,0.0001,TW0002317005
2005/06,2324,仁寶,21479,1.55,675506,0.64,4.485,TW0002324001
2005/06,2325,矽品,13549,0.97,422736,0.64,4.3478,TW0002325008
2005/06,2330,台積電,118721,15.01,6541515,0.48,5.2315,TW0002330008
2005/06,2344,華邦電,20919,0.54,235338,0.49,11.3863,TW0002344009
2005/06,2352,佳世達,11782,0.83,361723,0.48,4.2364,TW0002352002
2005/06,2353,宏碁,13528,1.94,845472,0.65,5.0419,TW0002353000
2005/06,2357,華碩,12333,2.53,1102600,0.48,3.2333,TW0002357001
2005/06,2371,大同,27156,0.62,270202,0.65,-0.9949,TW0002371002
2005/06,2382,廣達,9797,1.36,592702,0.32,5.4008,TW0002382009
2005/06,2408,南亞科,11669,0.66,287635,0.32,2.2822,TW0002408002
2005/06,2409,友達,23974,2.91,1268208,0.48,1.7307,TW0002409000
2005/06,2412,中華電,21791,3.21,1398952,0.23,3.8836,TW0002412004
2005/06,2454,聯發科,3747,2.36,1028513,0.49,1.2917,TW0002454006
2005/06,2475,華映,33234,1.06,461959,0.44,0.7244,TW0002475001
2005/06,2603,長榮,7882,0.51,222263,0.32,0.1774,TW0002603008
2005/06,2609,陽明,7251,0.47,204831,0.32,2.1698,TW0002609005
2005/06,2610,華航,5977,0.24,104595,0.19,0.2865,TW0002610003
2005/06,2801,彰銀,23194,0.95,414020,0.48,0.8474,TW0002801008
2005/06,2880,華南金,26996,1.53,666790,0.48,1.6459,TW0002880002
2005/06,2881,富邦金,40044,2.83,1233344,0.5,3.3556,TW0002881000
2005/06,2882,國泰金,27324,4,1743242,0.32,6.3333,TW0002882008
2005/06,2883,開發金,71659,2.08,906486,0.64,5.4167,TW0002883006
2005/06,2884,玉山金,14241,0.83,361723,0.49,-0.3921,TW0002884004
2005/06,2886,兆豐金,54973,2.63,1146182,0.48,2.206,TW0002886009
2005/06,2887,台新金,28397,1.73,753952,0.64,-2.2099,TW0002887007
2005/06,2888,新光金,10350,0.76,331216,0.32,0.3136,TW0002888005
2005/06,2890,永豐金,25765,0.94,409662,0.6,0.3144,TW0002890001
2005/06,2891,中信金,38023,3.01,1311789,0.64,-2.4046,TW0002891009
2005/06,2892,第一金,26781,1.61,701655,0.48,2.5441,TW0002892007
2005/06,3009,奇美電,20951,2.37,1032871,0.48,-0.3034,TW0003009007
2005/06,3012,廣輝,18716,0.7,305067,0.48,4.4871,TW0003012001
2005/06,3045,台灣大,14705,1.1,479392,0.3,3.8217,TW0003045001
2005/06,5854,合庫,6565,0.36,156892,0.26,0.2098,TW0005854004
2005/06,6004,元京證,19742,1.06,461959,0.64,4.0001,TW0006004005
2005/06,6505,台塑化,5986,0.89,387871,0.07,2.8573,TW0006505001
2005/06,9904,寶成,13461,0.8,348648,0.64,0.7781,TW0009904003
2005/06,M1200,食品工業,,0.75,326858,,6.2679,
2005/06,M1300,塑膠工業,,12.09,5268948,,5.8282,
2005/06,M1400,紡織纖維,,0.95,414020,,2.656,
2005/06,M1600,電器電纜,,0.64,278919,,11.651,
2005/06,M2000,鋼鐵工業,,3.51,1529695,,5.5233,
2005/06,M2200,汽車工業,,0.89,387871,,1.6056,
2005/06,M2600,航運業,,1.22,531689,,2.538,
2005/06,M9900,其他,,0.8,348648,,2.8761,
2005/06,TT99,基金總規模,,,43581046,,,
2005/05,1301,台塑,34106,4.22,1821276,0.67,-0.5587,TW0001301000
2005/05,2303,聯電,88963,4.37,1886014,0.5,15.2174,TW0002303005
2005/05,2317,鴻海,16214,6.18,2667177,0.5,10.7747,TW0002317005
2005/05,2330,台積電,117035,15.43,6659312,0.5,9.6339,TW0002330008
2005/05,2882,國泰金,27765,3.86,1665907,0.33,6.1947,TW0002882008
2005/05,M1300,塑膠工業,,4.22,1821276,,-4.3774,
2005/05,TT99,基金總規模,,,43158209,,,
2005/04,1301,台塑,34612,4.4,1858642,0.68,-4.9558,TW0001301000
2005/04,2002,中鋼,50375,3.84,1622087,0.51,-8.3926,TW0002002003
2005/04,2303,聯電,90453,3.94,1664329,0.51,-3.4123,TW0002303005
2005/04,2317,鴻海,16470,5.79,2445804,0.51,6.0714,TW0002317005
2005/04,2330,台積電,119319,14.66,6192657,0.51,0.7767,TW0002330008
2005/04,M1300,塑膠工業,,4.4,1858642,,-1.8746,
2005/04,M2000,鋼鐵工業,,3.84,1622087,,-9.3871,
2005/04,TT99,基金總規模,,,42241860,,,
2005/03,1216,統一,21563,0.78,314814,0.64,-7.0064,TW0001216000
2005/03,1301,台塑,32432,4.54,1832381,0.64,-0.8774,TW0001301000
2005/03,1303,南亞,33345,3.85,1553891,0.48,-1.6881,TW0001303006
2005/03,1326,台化,23261,3.7,1493350,0.48,3.5482,TW0001326007
2005/03,1402,遠東新,18133,0.93,375356,0.48,-11.5384,TW0001402006
2005/03,1605,華新,19494,0.71,286562,0.63,-3.2893,TW0001605004
2005/03,2002,中鋼,47193,4.11,1658829,0.48,-5.0001,TW0002002003
2005/03,2201,裕隆,6657,0.64,258309,0.48,1.5707,TW0002201001
2005/03,2204,中華,4305,0.4,161443,0.32,-6.9478,TW0002204005
2005/03,2301,光寶科,15954,1.34,540835,0.64,0.5935,TW0002301009
2005/03,2303,聯電,84747,4,1614432,0.48,-8.4135,TW0002303005
2005/03,2308,台達電,7582,0.96,387464,0.47,-6.2385,TW0002308004
2005/03,2311,日月光,19616,1.13,456077,0.48,-5.1022,TW0002311008
2005/03,2317,鴻海,15424,5.35,2159303,0.48,-3.114,TW0002317005
2005/03,2323,中環,20547,0.7,282526,0.63,-5.1724,TW0002323003
2005/03,2324,仁寶,21198,1.51,609448,0.64,-3.8462,TW0002324001
2005/03,2325,矽品,13429,0.91,367283,0.64,-5.6899,TW0002325008
2005/03,2330,台積電,111600,14.24,5747380,0.48,-6.3637,TW0002330008
2005/03,2344,華邦電,20641,0.56,226021,0.48,-6.4103,TW0002344009
2005/03,2352,佳世達,11036,0.89,359211,0.48,-6.1959,TW0002352002
2005/03,2353,宏碁,13291,1.63,657881,0.64,-1.9801,TW0002353000
2005/03,2357,華碩,12201,2.63,1061489,0.48,-2.2472,TW0002357001
2005/03,2371,大同,26667,0.74,298670,0.64,-3.4482,TW0002371002
2005/03,2382,廣達,9919,1.3,524691,0.33,-4.6848,TW0002382009
2005/03,2408,南亞科,11320,0.61,246201,0.31,-8.2278,TW0002408002
2005/03,2409,友達,23639,2.7,1089742,0.48,-5.1441,TW0002409000
2005/03,2412,中華電,21480,3.47,1400520,0.22,1.8748,TW0002412004
2005/03,2454,聯發科,3694,2.05,827397,0.48,-3.8629,TW0002454006
2005/03,2475,華映,32658,1.06,427825,0.48,-4.7274,TW0002475001
2005/03,2603,長榮,7706,0.59,238129,0.31,-3.7384,TW0002603008
2005/03,2609,陽明,7146,0.54,217948,0.31,-0.3267,TW0002609005
2005/03,2610,華航,5866,0.25,100902,0.19,-8.0214,TW0002610003
2005/03,2801,彰銀,22904,1.03,415716,0.48,-15.5815,TW0002801008
2005/03,2880,華南金,26640,1.66,669989,0.48,-6.1567,TW0002880002
2005/03,2881,富邦金,39617,2.93,1182572,0.48,-8.7156,TW0002881000
2005/03,2882,國泰金,26457,3.92,1582144,0.31,-5.0795,TW0002882008
2005/03,2883,開發金,72107,2.26,912154,0.65,-8.0002,TW0002883006
2005/03,2884,玉山金,13218,0.84,339031,0.45,1.3833,TW0002884004
2005/03,2886,兆豐金,54278,2.73,1101850,0.48,-3.3333,TW0002886009
2005/03,2887,台新金,28052,1.96,791072,0.63,-4.0818,TW0002887007
2005/03,2888,新光金,10059,0.8,322886,0.31,1.9046,TW0002888005
2005/03,2890,永豐金,25035,1.07,431861,0.59,-10.1565,TW0002890001
2005/03,2891,中信金,37012,3.26,1315762,0.63,-4.1779,TW0002891009
2005/03,2892,第一金,26435,1.68,678062,0.48,-4.6469,TW0002892007
2005/03,3009,奇美電,18239,2.09,843541,0.47,-4.4421,TW0003009007
2005/03,3012,廣輝,18609,0.77,310778,0.48,-7.7349,TW0003012001
2005/03,3045,台灣大,14505,1.15,464149,0.29,-4.4775,TW0003045001
2005/03,6004,元京證,19436,1.11,448005,0.63,-7.8002,TW0006004005
2005/03,6505,台塑化,5793,0.92,371319,0.07,4.2278,TW0006505001
2005/03,9904,寶成,13297,0.85,343067,0.64,-4.4442,TW0009904003
2005/03,M1200,食品工業,,0.78,314814,,-6.4146,
2005/03,M1300,塑膠工業,,13.01,5250942,,1.0562,
2005/03,M1400,紡織纖維,,0.93,375356,,-7.4516,
2005/03,M1600,電器電纜,,0.71,286562,,-2.5289,
2005/03,M2000,鋼鐵工業,,4.11,1658829,,-8.1909,
2005/03,M2200,汽車工業,,1.04,419752,,-0.6373,
2005/03,M2600,航運業,,1.38,556979,,-4.2048,
2005/03,M9900,其他,,0.85,343067,,-2.4896,
2005/03,TT99,基金總規模,,,40360811,,,
2005/02,1301,台塑,33001,4.45,1881063,0.65,2.7029,TW0001301000
2005/02,2002,中鋼,47983,4.2,1775386,0.49,3.9326,TW0002002003
2005/02,2303,聯電,86168,4.24,1792294,0.48,2.4632,TW0002303005
2005/02,2317,鴻海,15680,5.36,2265730,0.49,3.2144,TW0002317005
2005/02,2330,台積電,113363,14.75,6234986,0.49,5.7692,TW0002330008
2005/02,M1300,塑膠工業,,4.45,1881063,,3.1707,
2005/02,M2000,鋼鐵工業,,4.2,1775386,,3.6465,
2005/02,TT99,基金總規模,,,42271090,,,
2005/01,1301,台塑,33930,4.47,1883135,0.67,1.835,TW0001301000
2005/01,2002,中鋼,49465,4.18,1760963,0.5,-0.5585,TW0002002003
2005/01,2303,聯電,88822,4.28,1803091,0.5,-0.9755,TW0002303005
2005/01,2317,鴻海,16159,5.37,2262290,0.5,-4.7617,TW0002317005
2005/01,2330,台積電,116420,14.37,6053837,0.5,2.9704,TW0002330008
2005/01,M1300,塑膠工業,,4.47,1883135,,-0.3573,
2005/01,M2000,鋼鐵工業,,4.18,1760963,,-1.5948,
2005/01,TT99,基金總規模,,,42128299,,,
2004/12,1216,統一,22265,0.88,369606,0.66,4.4027,TW0001216000
2004/12,1301,台塑,33215,4.31,1810230,0.65,5.8251,TW0001301000
2004/12,1303,南亞,34136,3.95,1659027,0.49,4.9679,TW0001303006
2004/12,1326,台化,23881,3.44,1444824,0.49,0.8334,TW0001326007
2004/12,1402,遠東新,18612,1.13,474608,0.49,1.5935,TW0001402006
2004/12,1605,華新,20151,0.83,348606,0.65,1.7647,TW0001605004
2004/12,2002,中鋼,48336,4.12,1730428,0.49,0.8451,TW0002002003
2004/12,2201,裕隆,6829,0.6,252004,0.49,4.2371,TW0002201001
2004/12,2204,中華,4399,0.42,176403,0.33,12.325,TW0002204005
2004/12,2301,光寶科,16354,1.32,554409,0.65,3.6701,TW0002301009
2004/12,2303,聯電,86870,4.24,1780829,0.49,1.4854,TW0002303005
2004/12,2308,台達電,7725,1.03,432607,0.49,12,TW0002308004
2004/12,2311,日月光,20125,1.15,483008,0.49,0.4184,TW0002311008
2004/12,2317,鴻海,15800,5.53,2322638,0.49,13.077,TW0002317005
2004/12,2323,中環,21256,0.83,348606,0.65,7.895,TW0002323003
2004/12,2324,仁寶,21729,1.64,688811,0.65,2.5891,TW0002324001
2004/12,2325,矽品,13786,0.86,361206,0.66,6.0728,TW0002325008
2004/12,2330,台積電,114441,13.76,5779295,0.49,6.7654,TW0002330008
2004/12,2344,華邦電,21083,0.64,268804,0.49,2.8225,TW0002344009
2004/12,2352,佳世達,11277,0.98,411607,0.49,8.9553,TW0002352002
2004/12,2353,宏碁,13680,1.71,718212,0.65,6.7074,TW0002353000
2004/12,2357,華碩,12476,2.51,1054217,0.49,13.4229,TW0002357001
2004/12,2371,大同,27443,0.82,344406,0.65,4.5833,TW0002371002
2004/12,2382,廣達,10169,1.38,579609,0.33,8.5715,TW0002382009
2004/12,2408,南亞科,11676,0.72,302405,0.33,11.6381,TW0002408002
2004/12,2409,友達,24249,2.65,1113018,0.49,8.5107,TW0002409000
2004/12,2412,中華電,12567,1.87,785413,0.13,-2.3439,TW0002412004
2004/12,2454,聯發科,3772,1.94,814813,0.49,4.3478,TW0002454006
2004/12,2475,華映,33542,1.15,483008,0.49,6.2731,TW0002475001
2004/12,2603,長榮,7589,0.58,243604,0.31,5.5921,TW0002603008
2004/12,2609,陽明,7275,0.53,222604,0.32,5.517,TW0002609005
2004/12,2610,華航,5801,0.25,105002,0.19,-2.162,TW0002610003
2004/12,2801,彰銀,23482,1.23,516608,0.49,9.4527,TW0002801008
2004/12,2880,華南金,27277,1.76,739212,0.49,1.8798,TW0002880002
2004/12,2881,富邦金,40579,3.14,1318822,0.49,0.6193,TW0002881000
2004/12,2882,國泰金,27074,4.19,1759829,0.33,4.8387,TW0002882008
2004/12,2883,開發金,73844,2.69,1129818,0.66,-2.5476,TW0002883006
2004/12,2886,兆豐金,55617,2.9,1218020,0.49,4.2857,TW0002886009
2004/12,2887,台新金,27906,1.98,831614,0.63,2.0547,TW0002887007
2004/12,2888,新光金,9608,0.7,294005,0.32,6.6202,TW0002888005
2004/12,2890,永豐金,25605,1.14,478808,0.64,4.4692,TW0002890001
2004/12,2891,中信金,38011,3.43,1440624,0.66,2.9891,TW0002891009
2004/12,2892,第一金,27177,1.76,739212,0.49,2.2558,TW0002892007
2004/12,2912,統一超,2388,0.29,121802,0.26,6.2501,TW0002912003
2004/12,3009,奇美電,18645,1.9,798013,0.49,5.9404,TW0003009007
2004/12,3012,廣輝,19091,0.85,357006,0.49,8.0923,TW0003012001
2004/12,3045,台灣大,14789,1.25,525009,0.3,2.8987,TW0003045001
2004/12,6004,元京證,18822,1.08,453607,0.62,3.4435,TW0006004005
2004/12,6505,台塑化,5990,0.82,344406,0.07,0,TW0006505001
2004/12,9904,寶成,13702,0.92,386406,0.65,3.6764,TW0009904003
2004/12,M1200,食品工業,,0.88,369606,,6.5615,
2004/12,M1300,塑膠工業,,12.52,5258486,,2.6831,
2004/12,M1400,紡織纖維,,1.13,474608,,5.9081,
2004/12,M1600,電器電纜,,0.83,348606,,2.8431,
2004/12,M2000,鋼鐵工業,,4.12,1730428,,1.9087,
2004/12,M2200,汽車工業,,1.02,428407,,6.598,
2004/12,M2600,航運業,,1.36,571209,,3.3719,
2004/12,M2900,貿易百貨,,0.29,121802,,7.5346,
2004/12,M9900,其他,,0.92,386406,,6.4432,
2004/12,TT99,基金總規模,,,42000687,,,
2004/11,1301,台塑,34541,4.3,1778863,0.68,0,TW0001301000
2004/11,2002,中鋼,50225,4.31,1782999,0.51,5.6548,TW0002002003
2004/11,2303,聯電,90110,4.4,1820231,0.51,0,TW0002303005
2004/11,2317,鴻海,16420,5.16,2134635,0.51,5.6909,TW0002317005
2004/11,2330,台積電,118597,13.56,5609622,0.51,7.9908,TW0002330008
2004/11,M1300,塑膠工業,,4.3,1778863,,2.4013,
2004/11,M2000,鋼鐵工業,,4.31,1782999,,5.3979,
2004/11,TT99,基金總規模,,,41368897,,,
2004/10,1301,台塑,36873,4.41,1898965,0.72,-2.8301,TW0001301000
2004/10,2303,聯電,96353,4.52,1946332,0.54,-1.4636,TW0002303005
2004/10,2317,鴻海,17539,5.01,2157328,0.54,5.1285,TW0002317005
2004/10,2330,台積電,126920,12.91,5559102,0.55,1.1547,TW0002330008
2004/10,2882,國泰金,30075,4.47,1924802,0.36,0,TW0002882008
2004/10,M1300,塑膠工業,,4.41,1898965,,-3.9275,
2004/10,TT99,基金總規模,,,43060437,,,
2004/09,1216,統一,25603,0.92,419885,0.76,3.7975,TW0001216000
2004/09,1301,台塑,38320,4.45,2030966,0.75,3.9214,TW0001301000
2004/09,1303,南亞,39462,4.28,1953379,0.57,5.319,TW0001303006
2004/09,1326,台化,27540,3.53,1611081,0.57,7.3393,TW0001326007
2004/09,1402,遠東新,21733,1.1,502037,0.57,14.3562,TW0001402006
2004/09,1605,華新,23230,0.85,387937,0.75,0,TW0001605004
2004/09,2002,中鋼,55826,4.22,1925995,0.57,8.4905,TW0002002003
2004/09,2201,裕隆,7904,0.62,282966,0.57,6.5476,TW0002201001
2004/09,2204,中華,5047,0.46,209943,0.38,4.786,TW0002204005
2004/09,2301,光寶科,18861,1.31,597880,0.75,-0.3145,TW0002301009
2004/09,2303,聯電,100185,4.5,2053786,0.56,-11.2555,TW0002303005
2004/09,2308,台達電,8936,0.93,424449,0.56,8.9449,TW0002308004
2004/09,2311,日月光,23224,1.15,524856,0.57,-8.8711,TW0002311008
2004/09,2317,鴻海,18256,4.68,2135938,0.57,4.9326,TW0002317005
2004/09,2323,中環,24721,0.91,415321,0.76,0.0002,TW0002323003
2004/09,2324,仁寶,26138,1.93,880846,0.76,4.6583,TW0002324001
2004/09,2325,矽品,15866,0.81,369682,0.75,-6.8,TW0002325008
2004/09,2330,台積電,131860,12.51,5709525,0.57,-7.8724,TW0002330008
2004/09,2344,華邦電,24894,0.75,342298,0.57,-3.846,TW0002344009
2004/09,2352,佳世達,13095,1.01,460961,0.57,1.1494,TW0002352002
2004/09,2353,宏碁,16172,1.63,743927,0.77,1.5454,TW0002353000
2004/09,2357,華碩,14396,2.35,1072533,0.56,-1.9735,TW0002357001
2004/09,2371,大同,31704,0.91,415321,0.76,-7.4208,TW0002371002
2004/09,2382,廣達,11702,1.5,684595,0.38,0.8619,TW0002382009
2004/09,2401,凌陽,4914,0.52,237326,0.56,-1.8289,TW0002401007
2004/09,2408,南亞科,13481,0.83,378809,0.38,11.9522,TW0002408002
2004/09,2409,友達,27962,2.61,1191196,0.56,-2.5173,TW0002409000
2004/09,2412,中華電,14540,1.8,821514,0.15,4.6297,TW0002412004
2004/09,2454,聯發科,4364,2.18,994945,0.57,-5.0001,TW0002454006
2004/09,2475,華映,38582,1.23,561368,0.56,-1.6892,TW0002475001
2004/09,2603,長榮,8497,0.62,282966,0.37,16.2987,TW0002603008
2004/09,2609,陽明,8080,0.54,246454,0.37,2.3491,TW0002609005
2004/09,2610,華航,6751,0.25,114099,0.23,-5.5867,TW0002610003
2004/09,2801,彰銀,27144,1.13,515729,0.56,2.7027,TW0002801008
2004/09,2880,華南金,31569,1.75,798695,0.57,6.3024,TW0002880002
2004/09,2881,富邦金,46810,3.2,1460470,0.57,0,TW0002881000
2004/09,2882,國泰金,31235,4.38,1999019,0.38,7.5628,TW0002882008
2004/09,2883,開發金,85194,2.8,1277911,0.76,-0.6624,TW0002883006
2004/09,2886,兆豐金,64194,3.01,1373755,0.57,3.8835,TW0002886009
2004/09,2887,台新金,32148,1.93,880846,0.75,5.7916,TW0002887007
2004/09,2888,新光金,10215,0.62,282966,0.35,10.3587,TW0002888005
2004/09,2890,永豐金,29486,1.15,524856,0.75,4.0937,TW0002890001
2004/09,2891,中信金,43894,3.52,1606517,0.75,1.95,TW0002891009
2004/09,2892,第一金,31389,1.74,794131,0.57,6.751,TW0002892007
2004/09,2912,統一超,2744,0.3,136919,0.3,-1.188,TW0002912003
2004/09,3009,奇美電,21540,2.02,921922,0.56,-0.6962,TW0003009007
2004/09,3012,廣輝,22033,0.84,383373,0.57,-1.1364,TW0003012001
2004/09,3045,台灣大,16660,1.19,543112,0.35,1.8752,TW0003045001
2004/09,6505,台塑化,6886,0.86,392501,0.08,5.5555,TW0006505001
2004/09,9904,寶成,15544,0.94,429013,0.74,1.6358,TW0009904003
2004/09,M1200,食品工業,,0.92,419885,,2.316,
2004/09,M1300,塑膠工業,,13.12,5987928,,5.676,
2004/09,M1400,紡織纖維,,1.1,502037,,10.323,
2004/09,M1600,電器電纜,,0.85,387937,,1.0812,
2004/09,M2000,鋼鐵工業,,4.22,1925995,,11.3335,
2004/09,M2200,汽車工業,,1.08,492909,,8.2346,
2004/09,M2600,航運業,,1.41,643520,,6.161,
2004/09,M2900,貿易百貨,,0.3,136919,,1.1182,
2004/09,M9900,其他,,0.94,429013,,2.2451,
2004/09,TT99,基金總規模,,,45639692,,,
2004/08,1301,台塑,40990,4.35,2090476,0.8,8.0509,TW0001301000
2004/08,2303,聯電,94658,4.55,2186590,0.53,6.4515,TW0002303005
2004/08,2317,鴻海,20042,4.65,2234646,0.62,6.3059,TW0002317005
